model,method_key,condition,estimand,n_datasets,mean_lift_pct,median_lift_pct,median_ci95_low_pct,median_ci95_high_pct,median_ci_coverage,ci95_low_pct,ci95_high_pct,wins,ties,losses,win_rate_decided,win_ci95_low,win_ci95_high,t_p_positive,t_p_negative,sign_p_positive,sign_p_negative,p10_lift_pct,p90_lift_pct,worst_lift_pct,best_lift_pct,finite_denominator_consistent
bag8,joint_freq_combined__sel_combined_intersection,regression_only,relative_percent,27,0.03205878266582967,1.4377127831964757e-05,-0.0005940518927285,0.0005728432066925,0.9808427095413208,-0.040463075436561434,0.10458064076822077,14,3,10,0.5833333333333334,0.36643064565636246,0.7789030946533214,0.18593771491587952,0.8140622850841205,0.27062809467315674,0.8462718725204468,-0.01043382023014716,0.24952843541887404,-0.6065584651837697,0.52016470558808,True
bag8,joint_freq_combined__sel_combined_intersection,mechanism_possible_n_cat_gt_0,relative_percent,61,0.38208691093444747,0.0002071756983996,0.0,0.0867899346464518,0.9603829851015003,0.08541831707600067,0.6787555047928943,34,5,22,0.6071428571428571,0.46753692744578695,0.7350087374962713,0.0062338037625660645,0.9937661962374339,0.07044771179924035,0.959286592695247,-0.3733807561291936,1.3314942728078445,-0.7839491786224654,5.448907674921139,True
bag8,joint_freq_combined__sel_combined_intersection,no_categorical_columns,relative_percent,25,0.0002513371797812125,-2.539613204264729e-05,-0.0172825112144518,3.192808092200696e-05,0.9567147493362427,-0.1819568771171729,0.18245955147673532,8,4,13,0.38095238095238093,0.18107162554017317,0.6156456096213541,0.4988760059966249,0.501123994003375,0.9053764343261719,0.19165515899658203,-0.11381062198696876,0.0009513601692179202,-1.2559324258492155,1.7007154195693202,True
bag8,joint_freq_combined__sel_combined_intersection,estimator_sensitivity_lift_pct,relative_percent,86,0.26358411009430843,0.0,-3.169109347156883e-05,0.0008353530793474,0.9601463714394649,0.052442957774652244,0.4747252624139646,42,9,35,0.5454545454545454,0.4279049290065848,0.6594015897233974,0.007514104815183933,0.992485895184816,0.24719113684775001,0.8189841011301693,-0.21650379813895182,1.0038921184454044,-1.2559324258492155,5.443936356439835,True
bag8,joint_freq_combined__sel_combined_intersection,source_equal,relative_percent,61,0.381981261735095,0.0,-0.000621674775385,0.0031307000883683974,0.9603829851015003,0.08210926203877,0.68185326143142,28,7,26,0.5185185185185185,0.37836508008969477,0.6565704071235272,0.006706444017944542,0.9932935559820555,0.4459615755523744,0.6582553858823315,-0.1848759747450026,1.4755288475852275,-1.2559324258492155,5.448907674921139,True
bag8,joint_freq_combined__sel_combined_intersection,classification_with_metric,accuracy_absolute_gain,65,0.00035579516893279907,0.0,0.0,7.687035176163343e-05,0.9536465256670889,-5.537072025058943e-06,0.0007171274098906571,28,18,19,0.5957446808510638,0.4426638424895731,0.7363075518749524,0.026753949140525205,0.9732460508594748,0.12148010864166278,0.9280674557797255,-0.00040377613225193174,0.0012719734598022673,-0.0026041666666666574,0.007013001024977039,True
bag8,joint_freq_combined__sel_combined_intersection,classification_with_metric,accuracy_error_reduction_pct,59,0.29240196296957877,0.0,0.0,0.0740819134299686,0.9636568200429461,0.07878297857726543,0.5060209473618921,24,17,18,0.5714285714285714,0.40961127076286996,0.7227932522003722,0.0040760771190375,0.9959239228809624,0.22039953367129783,0.8600218807355304,-0.21734350213642384,1.1152671791110265,-1.1235955056179734,3.2110091743118656,True
bag8,joint_freq_combined__sel_combined_intersection,classification_with_metric,log_loss_absolute_decrease,65,0.0007091162774181515,5.7086478986528855e-05,0.0,0.00024455151638891337,0.9536465256670889,-0.00034553238464691736,0.0017637649394832203,37,6,22,0.6271186440677966,0.4914547548749225,0.749560430738696,0.09197270575940117,0.9080272942405988,0.03372230595039449,0.981828410021473,-0.0005933609980689036,0.0019293016634852613,-0.015918826094484917,0.021895173656443667,True
bag8,joint_freq_combined__sel_combined_intersection,classification_with_metric,log_loss_reduction_pct,59,0.15617649576256623,0.021804076541900953,0.0,0.09283881230631616,0.9636568200429461,0.032282155245479865,0.28007083627965257,33,5,21,0.6111111111111112,0.468787751321096,0.7408017277669192,0.007194597110293336,0.9928054028897066,0.06683711768205261,0.9620476352554493,-0.10805406007659232,0.5255178209584259,-1.187433373914025,2.355505146624823,True
bag8,joint_freq_combined__sel_combined_intersection,classification_with_metric,primary_absolute_error_decrease,65,0.0005846942023736965,0.0,-2.4084737860988192e-05,6.742463128990225e-05,0.9536465256670889,0.00010533730035761503,0.001064051104389778,31,7,27,0.5344827586206896,0.39872490719438314,0.666599650355953,0.008806340422052182,0.9911936595779478,0.3470020470380659,0.7440788457809154,-0.0004754938994771918,0.0023664274347943827,-0.002073625512503008,0.008459473250710725,True
bag8,joint_freq_combined__sel_combined_intersection,classification_with_metric,primary_headroom_reduction_pct,59,0.38047454007658377,0.0,-0.025470848752540014,0.0654860891389925,0.9636568200429461,0.0656508171469995,0.695298263006168,28,6,25,0.5283018867924528,0.3863552071940992,0.6669753043211035,0.009357305580641883,0.9906426944193581,0.3919231511047494,0.7084339228694119,-0.41124799041510607,1.5205661619820623,-1.2559324258492044,5.44890767492114,True
bag8,joint_freq_separate,all_datasets,relative_percent,86,0.3652969474976059,0.0,0.0,0.0065033465607641,0.9601463714394649,0.08232065525653387,0.6482732397386779,35,32,19,0.6481481481481481,0.5062378617592178,0.7731881159015285,0.006009656350232252,0.9939903436497677,0.020111782047858344,0.9900828366359659,-0.0824440750669646,1.1851001657530449,-2.2789062947086625,7.565746215648774,True
bag8,joint_freq_separate,classification_only,relative_percent,59,0.502982513042404,0.0,0.0,0.1398711601230132,0.9636568200429461,0.0985329770979716,0.9074320489868365,29,16,14,0.6744186046511628,0.514560231847766,0.8092372479970911,0.007843207356286276,0.9921567926437137,0.015769748676575546,0.9931409074706607,-0.09474488037144307,1.9214088033431396,-2.2789062947086625,7.565746215648774,True
bag8,joint_freq_separate,regression_only,relative_percent,27,0.0644284894552691,0.0,0.0,0.0,0.9808427095413208,-0.10563974303264903,0.23449672194318724,6,16,5,0.5454545454545454,0.23379359765934518,0.8325119059362929,0.22158885173607462,0.7784111482639253,0.5,0.7255859375,-0.04356710548790054,0.37660703070265733,-1.2988196123300888,1.568228250993977,True
bag8,joint_freq_separate,mechanism_possible_n_cat_gt_0,relative_percent,61,0.5150088112261328,0.0414619628042112,0.0,0.2629866162394944,0.9603829851015003,0.11911509783621571,0.91090252461605,35,7,19,0.6481481481481481,0.5062378617592178,0.7731881159015285,0.005826822365949294,0.9941731776340508,0.020111782047858344,0.9900828366359659,-0.1146532796721203,1.8101772735347192,-2.2789062947086625,7.565746215648774,True
bag8,joint_freq_separate,no_categorical_columns,relative_percent,25,0.0,0.0,0.0,0.0,0.9567147493362427,0.0,0.0,0,25,0,,,,0.5,0.5,,,0.0,0.0,0.0,0.0,True
bag8,joint_freq_separate,estimator_sensitivity_lift_pct,relative_percent,86,0.3609545176639773,0.0,0.0,0.0065033465607641,0.9601463714394649,0.08129246452889044,0.6406165707990641,35,32,19,0.6481481481481481,0.5062378617592178,0.7731881159015285,0.006016970946784786,0.9939830290532152,0.020111782047858344,0.9900828366359659,-0.0824440750669646,1.171046246548014,-2.2789062947086625,7.564213841138066,True
bag8,joint_freq_separate,source_equal,relative_percent,61,0.5469525785924837,0.0,0.0,0.07148752951132002,0.9603829851015003,0.17214445928328626,0.9217606979016811,26,26,9,0.7428571428571429,0.5674411503059621,0.875106028083238,0.002468982186533703,0.9975310178134663,0.0029940602835267787,0.9990608872612938,-0.0401318925116829,1.8101772735347192,-0.8753300789831651,7.565746215648774,True
