model,method_key,dataset,dataset_lift_pct,variant_mean_all_pct,variant_mean_without_dataset_pct,mean_change_when_removed_pct,influence_direction
bag8,adversarial_lgbm_both_ratio,maternal_health_risk,-50.918292358822406,-2.3946999101173096,-1.823834116603131,0.5708657935141785,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,airfoil_self_noise,-32.50498430823321,-2.3946999101173096,-2.040461270139475,0.3542386399778348,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,website_phishing,-27.291398521966272,-2.3946999101173096,-2.1017975735073215,0.2929023366099881,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,concrete_compressive_strength,-11.018595166206133,-2.3946999101173096,-2.2932423188692055,0.10145759124810416,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,synthetic_shift_5.0,-9.970056122625948,-2.3946999101173096,-2.3055780723230894,0.08912183779422023,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,diabetes,-9.957458597759295,-2.3946999101173096,-2.3057262784979917,0.08897363161931793,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,seismic-bumps,-9.463135096691923,-2.3946999101173096,-2.311541849098784,0.08315806101852585,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,diabetes_hospital,-8.073477423842792,-2.3946999101173096,-2.327890762897009,0.06680914722030051,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,polish_companies_bankruptcy,-7.5343383459643904,-2.3946999101173096,-2.3342335755779313,0.06046633453937833,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,synthetic_shift_3.0,-6.6258892085862415,-2.3946999101173096,-2.344921212488263,0.04977869762904685,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,in_vehicle_coupon_recommendation,-5.884591934511051,-2.3946999101173096,-2.3536423568891474,0.04105755322816229,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,credit-g,-4.93036808013462,-2.3946999101173096,-2.3648685198818113,0.0298313902354983,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,tabred_homesite,-4.7441184196861,-2.3946999101173096,-2.3670596923576763,0.027640217759633323,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,MIC,-4.414702119125422,-2.3946999101173096,-2.3709351782466257,0.023764731870683953,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,lending_club,-3.4645534636475843,-2.3946999101173096,-2.382113397722835,0.012586512394474614,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,hazelnut-spread-contaminant-detection,-2.8034743309089487,-2.3946999101173096,-2.3898907992844665,0.004809110832843189,pulls_mean_down
bag8,adversarial_lgbm_both_ratio,QSAR-TID-11,-1.861577703806099,-2.3946999101173096,-2.400971936073912,-0.006272025956602256,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,jm1,-1.834641963577991,-2.3946999101173096,-2.4012888271354185,-0.00658891701810882,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,miami_housing,-1.7593934033194658,-2.3946999101173096,-2.4021741043149305,-0.007474194197620854,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,shifts_weather,-1.692076160885349,-2.3946999101173096,-2.402966071872979,-0.008266161755669188,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tschalzev_ogpcc,-1.5900556002368524,-2.3946999101173096,-2.404166313762962,-0.00946640364565221,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,synthetic_shift_1.0,-1.540144449312778,-2.3946999101173096,-2.404753503773833,-0.010053593656523141,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,Amazon_employee_access,-1.431181967299222,-2.3946999101173096,-2.406035415326934,-0.01133550520962423,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,Another-Dataset-on-used-Fiat-500,-1.4230938284799353,-2.3946999101173096,-2.4061305699012783,-0.011430659783968622,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,Marketing_Campaign,-1.3988258466287622,-2.3946999101173096,-2.4064160755701156,-0.01171616545280596,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,folktables_coverage_covid,-1.3855072334644365,-2.3946999101173096,-2.4065727651367546,-0.011872855019444906,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,physiochemical_protein,-1.280638053257816,-2.3946999101173096,-2.4078065201980086,-0.01310661008069891,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,folktables_travel_time_covid,-1.253912889652218,-2.3946999101173096,-2.4081209338874863,-0.013421023770176621,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,E-CommereShippingData,-1.2024223244398358,-2.3946999101173096,-2.4087267052429264,-0.014026795125616776,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,online_shoppers_intention,-1.1768962824369276,-2.3946999101173096,-2.4090270116194312,-0.014327101502121575,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,Fitness_Club,-1.1316453911002642,-2.3946999101173096,-2.4095593750469213,-0.014859464929611654,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,Bioresponse,-1.1231302826283238,-2.3946999101173096,-2.4096595527936504,-0.014959642676340756,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,kddcup09_appetency,-0.9834525051068816,-2.3946999101173096,-2.4113028207644907,-0.016602910647181002,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,superconductivity,-0.9613613487786344,-2.3946999101173096,-2.4115627167212934,-0.01686280660398376,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,healthcare_insurance_expenses,-0.9469960005546952,-2.3946999101173096,-2.4117317208180458,-0.017031810700736116,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,synthetic_label_shift,-0.9333820866954324,-2.3946999101173096,-2.4118918845105073,-0.01719197439319764,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tschalzev_mbgm,-0.8908880740773674,-2.3946999101173096,-2.4123918140707206,-0.017691903953410915,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,synthetic_small_test,-0.7816511667712965,-2.3946999101173096,-2.413676954156674,-0.018977044039364177,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,bike_sharing,-0.6187139593847785,-2.3946999101173096,-2.415593862478868,-0.020893952361558554,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,synthetic_shift_0.5,-0.5652048875859474,-2.3946999101173096,-2.416223380970619,-0.021523470853309412,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,QSAR_fish_toxicity,-0.5129723742410586,-2.3946999101173096,-2.416837881127618,-0.022137971010308455,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,houses,-0.4932846345404362,-2.3946999101173096,-2.417069501594684,-0.022369591477374495,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,synthetic_large_test,-0.4144951725216075,-2.3946999101173096,-2.417996436441964,-0.023296526324654288,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_sberbank__gap_far,-0.3764115294078005,-2.3946999101173096,-2.418444479302127,-0.023744569184817266,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,folktables_income,-0.3672181096448229,-2.3946999101173096,-2.418552637181691,-0.02385272706438135,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,folktables_travel_time,-0.3531607272938112,-2.3946999101173096,-2.4187180181505266,-0.02401810803321691,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tschalzev_sctp,-0.3510386120111476,-2.3946999101173096,-2.418742984212676,-0.024043074095366546,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,folktables_coverage,-0.3394705514085568,-2.3946999101173096,-2.4188790790432946,-0.02417916892598493,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_delivery_eta__gap_far,-0.329049471657569,-2.3946999101173096,-2.4190016799815415,-0.024301769864231826,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_cooking_time,-0.2814076347660912,-2.3946999101173096,-2.4195621721802647,-0.024862262062955054,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_delivery_eta,-0.2758506648177409,-2.3946999101173096,-2.4196275482973038,-0.024927638179994105,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,brfss_diabetes,-0.261809151254502,-2.3946999101173096,-2.4197927425745185,-0.025092832457208836,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,synthetic_partial_shift,-0.235577683986159,-2.3946999101173096,-2.420101348071793,-0.025401437954483352,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,Diabetes130US,-0.1893739057240685,-2.3946999101173096,-2.4206449219337003,-0.02594501181639064,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,synthetic_shift_0.0,-0.185762413022212,-2.3946999101173096,-2.4206874100831337,-0.025987499965824057,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,diamonds,-0.1784857484275377,-2.3946999101173096,-2.4207730179018947,-0.026073107784585048,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_weather__gap_near,-0.1560339887145518,-2.3946999101173096,-2.4210371562514594,-0.026337246134149783,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_weather__gap_far,-0.1529817895126707,-2.3946999101173096,-2.4210730644773637,-0.026373154360054052,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_weather,-0.1475744237286794,-2.3946999101173096,-2.421136680545411,-0.02643677042810122,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_ecom_offers,-0.1139290318856352,-2.3946999101173096,-2.4215325086847406,-0.02683259856743092,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,Food_Delivery_Time,-0.1124097159793203,-2.3946999101173096,-2.421550382989521,-0.026850472872211206,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,folktables_employment,-0.0962567655696817,-2.3946999101173096,-2.421740417700222,-0.027040507582912543,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,blood-transfusion-service-center,-0.0511890078341273,-2.3946999101173096,-2.4222706266147584,-0.0275707164974488,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,credit_card_clients_default,0.0114931784223615,-2.3946999101173096,-2.423008064100129,-0.028308153982819384,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,bank-marketing,0.0249178791186277,-2.3946999101173096,-2.423166001755379,-0.028466091638069457,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,folktables_mobility,0.0276868944446787,-2.3946999101173096,-2.4231985784062737,-0.02849866828896408,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,HR_Analytics_Job_Change_of_Data_Scientists,0.043953500661626,-2.3946999101173096,-2.42338995024412,-0.028690040126810423,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,GiveMeSomeCredit,0.0664950099774519,-2.3946999101173096,-2.423655144471365,-0.02895523435405556,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,students_dropout_and_academic_success,0.0776953348333604,-2.3946999101173096,-2.4237869129990814,-0.029087002881771795,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,heloc,0.1443159329367058,-2.3946999101173096,-2.4245706847414743,-0.029870774624164653,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_weather__gap_maxdiff,0.1634622660800002,-2.3946999101173096,-2.4247959357196303,-0.03009602560232061,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,Bank_Customer_Churn,0.1855715852985029,-2.3946999101173096,-2.425056045357495,-0.030356135240185544,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_homesite__gap_near,0.2690821113507203,-2.3946999101173096,-2.42603852213458,-0.031338612017270506,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_delivery_eta__gap_maxdiff,0.3205804376043019,-2.3946999101173096,-2.4266443847963868,-0.03194447467907713,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,coil2000_insurance_policies,0.5306315934111266,-2.3946999101173096,-2.4291155748647024,-0.03441566474739277,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_delivery_eta__gap_near,0.6774057488018562,-2.3946999101173096,-2.430842329634005,-0.0361424195166955,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,churn,0.913678299386584,-2.3946999101173096,-2.4336220066997076,-0.03892209658239798,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,qsar-biodeg,1.0357693065909757,-2.3946999101173096,-2.4350583714903475,-0.04035846137303789,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,taiwanese_bankruptcy_prediction,1.09053656498237,-2.3946999101173096,-2.4357026921773057,-0.04100278205999608,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,hiva_agnostic,1.5033538243635736,-2.3946999101173096,-2.440559365817084,-0.045859455699774454,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,wine_quality,2.2144631835382573,-2.3946999101173096,-2.4489253582779633,-0.054225448160653666,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_homesite__gap_far,2.247505884990377,-2.3946999101173096,-2.449314095942105,-0.05461418582479549,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_sberbank__gap_near,2.294468267929372,-2.3946999101173096,-2.449866594564917,-0.055166684447607306,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,gas_sensor_drift,3.990099795151116,-2.3946999101173096,-2.4698152007675254,-0.07511529065021572,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,Is-this-a-good-customer,5.247229892501691,-2.3946999101173096,-2.484604966618709,-0.08990505650139946,pulls_mean_up
bag8,adversarial_lgbm_both_ratio,tabred_sberbank,6.317381253679216,-2.3946999101173096,-2.4971949826325623,-0.1024950725152527,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_sberbank,-43.67936446282811,-2.725178259557467,-2.2433643042248717,0.4818139553325955,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,airfoil_self_noise,-28.46201032279591,-2.725178259557467,-2.4223919999899564,0.3027862595675108,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,maternal_health_risk,-23.65232161869779,-2.725178259557467,-2.478976572979346,0.24620168657812114,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_sberbank__gap_far,-21.813503533814675,-2.725178259557467,-2.5006097269191474,0.22456853263831977,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,wine_quality,-14.009725339777033,-2.725178259557467,-2.5924188821431198,0.1327593774143474,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_sberbank__gap_near,-11.581842707101666,-2.725178259557467,-2.620982207233418,0.10419605232404905,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,website_phishing,-10.135083607067468,-2.725178259557467,-2.638002902527938,0.08717535702952928,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,diabetes_hospital,-9.579023860380474,-2.725178259557467,-2.644544781900726,0.080633477656741,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,synthetic_shift_5.0,-9.45152128420587,-2.725178259557467,-2.646044812208663,0.07913344734880434,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,concrete_compressive_strength,-8.406796823374902,-2.725178259557467,-2.658335688218439,0.06684257133902838,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,synthetic_shift_3.0,-6.725491188961094,-2.725178259557467,-2.67811575450566,0.04706250505180698,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,shifts_weather,-5.5352942815484445,-2.725178259557467,-2.6921180710634562,0.033060188494010934,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,Marketing_Campaign,-4.493164127748869,-2.725178259557467,-2.7043784258140393,0.020799833743427865,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_homesite,-4.488511750942304,-2.725178259557467,-2.7044331596588225,0.020745099898644703,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,lending_club,-4.26101680670972,-2.725178259557467,-2.707109570767441,0.01806868879002632,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,seismic-bumps,-3.98701463304309,-2.725178259557467,-2.7103331257517542,0.014845133805712951,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,credit-g,-3.5433728206292607,-2.725178259557467,-2.715552441191917,0.00962581836555021,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,in_vehicle_coupon_recommendation,-3.513106852665696,-2.725178259557467,-2.715908511403253,0.00926974815421433,pulls_mean_down
bag8,adversarial_lgbm_cal_iso_both_ratio,hazelnut-spread-contaminant-detection,-2.6198714780030063,-2.725178259557467,-2.7264171628698732,-0.0012389033124060589,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tschalzev_ogpcc,-1.6966732996597582,-2.725178259557467,-2.737278317909205,-0.012100058351737886,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,folktables_coverage_covid,-1.6125776451465923,-2.725178259557467,-2.7382676785505367,-0.01308941899306948,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,Amazon_employee_access,-1.516965582075242,-2.725178259557467,-2.739392526351376,-0.014214266793908692,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,taiwanese_bankruptcy_prediction,-1.457963434630506,-2.725178259557467,-2.7400866692624906,-0.014908409705023384,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,superconductivity,-1.437944190459406,-2.725178259557467,-2.7403221897821504,-0.015143930224683189,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,Is-this-a-good-customer,-1.4284514225169045,-2.725178259557467,-2.7404338694050034,-0.015255609847536267,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,QSAR-TID-11,-1.4209608531064253,-2.725178259557467,-2.7405219937510092,-0.015343734193542069,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_delivery_eta__gap_far,-1.3917070227889314,-2.725178259557467,-2.7408661564606267,-0.015687896903159526,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,miami_housing,-1.3319173407112548,-2.725178259557467,-2.74156956448507,-0.016391304927602768,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,polish_companies_bankruptcy,-1.309440587811283,-2.725178259557467,-2.7418339968721286,-0.016655737314661412,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,synthetic_shift_1.0,-1.2289504666183542,-2.725178259557467,-2.742780939474398,-0.017602679916930875,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,qsar-biodeg,-1.0886310701586226,-2.725178259557467,-2.7444317559033364,-0.01925349634586926,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,physiochemical_protein,-0.9573936454106576,-2.725178259557467,-2.745975725606254,-0.020797466048786628,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,QSAR_fish_toxicity,-0.9301512217229796,-2.725178259557467,-2.7462962247084617,-0.02111796515099451,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,synthetic_label_shift,-0.9209019193533132,-2.725178259557467,-2.746405040030458,-0.021226780472990647,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,folktables_travel_time_covid,-0.8403798835778246,-2.725178259557467,-2.747352358098405,-0.02217409854093777,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,folktables_travel_time,-0.7504837667951402,-2.725178259557467,-2.7484099594723186,-0.02323169991485141,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,Another-Dataset-on-used-Fiat-500,-0.7080592563485054,-2.725178259557467,-2.748909071359926,-0.023730811802458618,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,houses,-0.6614142789554832,-2.725178259557467,-2.7494578357998436,-0.02427957624237642,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,folktables_income,-0.6166586374093024,-2.725178259557467,-2.749984372759211,-0.024806113201743862,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,synthetic_small_test,-0.5653816651135642,-2.725178259557467,-2.7505876312568076,-0.025409371699340433,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,kddcup09_appetency,-0.556889152703411,-2.725178259557467,-2.750687543167515,-0.025509283610047895,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,jm1,-0.5277946530348354,-2.725178259557467,-2.75102983139891,-0.025851571841442933,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,synthetic_large_test,-0.4927326388597723,-2.725178259557467,-2.751442325683323,-0.026264066125855745,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,diamonds,-0.4566169469524726,-2.725178259557467,-2.7518672161763496,-0.026688956618882376,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,Bioresponse,-0.3975807741647328,-2.725178259557467,-2.752561759385617,-0.027383499828149915,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,synthetic_shift_0.5,-0.3489213588757633,-2.725178259557467,-2.7531342230948996,-0.02795596353743246,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_homesite__gap_near,-0.3145192222582668,-2.725178259557467,-2.753538954113929,-0.02836069455646184,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tschalzev_mbgm,-0.2875046102514765,-2.725178259557467,-2.7538567730787142,-0.028678513521247062,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,healthcare_insurance_expenses,-0.2572493990389962,-2.725178259557467,-2.754212716740038,-0.029034457182570694,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,diabetes,-0.2507369757166497,-2.725178259557467,-2.7542893334850067,-0.029111073927539532,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,synthetic_partial_shift,-0.2471110417960896,-2.725178259557467,-2.7543319915311306,-0.029153731973663444,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,MIC,-0.2086100442761579,-2.725178259557467,-2.75478494444313,-0.02960668488566265,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,brfss_diabetes,-0.181599797944459,-2.725178259557467,-2.7551027120470324,-0.029924452489565212,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,bike_sharing,-0.1737010643806896,-2.725178259557467,-2.755195638324253,-0.030017378766785896,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_weather,-0.1730600624864493,-2.725178259557467,-2.7552031795230087,-0.030024919965541574,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_weather__gap_far,-0.1538952945379804,-2.725178259557467,-2.755428647381226,-0.030250387823758995,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_delivery_eta,-0.1213546652299359,-2.725178259557467,-2.755811478314262,-0.03063321875679481,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,Diabetes130US,-0.1161729405589295,-2.725178259557467,-2.7558724397809797,-0.030694180223512557,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,folktables_employment,-0.1106289976362743,-2.725178259557467,-2.7559376626388934,-0.030759403081426218,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,folktables_coverage,-0.0954887427266433,-2.725178259557467,-2.756115783284889,-0.030937523727421645,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,heloc,-0.0916117383075904,-2.725178259557467,-2.756161395101584,-0.030983135544116802,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tschalzev_sctp,-0.0519342182793976,-2.725178259557467,-2.7566281894548563,-0.03144992989738915,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_cooking_time,-0.0460745810984997,-2.725178259557467,-2.7566971263628672,-0.03151886680540006,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_delivery_eta__gap_maxdiff,-0.0407225889980789,-2.725178259557467,-2.7567600909758134,-0.03158183141834625,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,Food_Delivery_Time,-0.0388468313390327,-2.725178259557467,-2.7567821587129786,-0.03160389915551143,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,Bank_Customer_Churn,-0.0308514391323855,-2.725178259557467,-2.7568762221507037,-0.03169796259323654,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_weather__gap_maxdiff,-0.0230548970667896,-2.725178259557467,-2.7569679461750045,-0.03178968661753734,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_weather__gap_near,0.0032070477814385,-2.725178259557467,-2.7572769102320427,-0.03209865067457551,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,credit_card_clients_default,0.0084519203752845,-2.725178259557467,-2.7573386146155,-0.03216035505803294,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,synthetic_shift_0.0,0.0159147618148439,-2.725178259557467,-2.757426412750083,-0.03224815319261598,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,folktables_mobility,0.0638183632139032,-2.725178259557467,-2.7579899845312483,-0.03281172497378115,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_homesite__gap_far,0.0758596778438963,-2.725178259557467,-2.7581316470563073,-0.032953387498840137,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,GiveMeSomeCredit,0.0951434341792917,-2.725178259557467,-2.7583585147779,-0.033180255220433,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,bank-marketing,0.1037164270323214,-2.725178259557467,-2.7584593735173475,-0.033281113959880315,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,hiva_agnostic,0.1282724464995555,-2.725178259557467,-2.758748267864021,-0.03357000830655377,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,HR_Analytics_Job_Change_of_Data_Scientists,0.2207583311902652,-2.725178259557467,-2.759836337095676,-0.03465807753820904,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,students_dropout_and_academic_success,0.2235221830071308,-2.725178259557467,-2.7598688529994044,-0.034690593441937256,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,E-CommereShippingData,0.2481956007986616,-2.725178259557467,-2.760159128502834,-0.03498086894536678,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_ecom_offers,0.2824042731226065,-2.725178259557467,-2.760561583471351,-0.03538332391388366,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,tabred_delivery_eta__gap_near,0.4127653935758559,-2.725178259557467,-2.7620952437119772,-0.03691698415451006,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,online_shoppers_intention,0.5292483574062512,-2.725178259557467,-2.763465631521747,-0.03828737196427978,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,coil2000_insurance_policies,0.8665463431676524,-2.725178259557467,-2.7674338431189396,-0.04225558356147241,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,Fitness_Club,1.271419814039073,-2.725178259557467,-2.772197060423309,-0.04701880086584165,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,churn,1.8823206506883376,-2.725178259557467,-2.779384129089771,-0.054205869532303996,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,blood-transfusion-service-center,4.1166738931850295,-2.725178259557467,-2.8056706378250262,-0.08049237826755906,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_both_ratio,gas_sensor_drift,4.692740127453567,-2.725178259557467,-2.8124478876399506,-0.0872696280824834,pulls_mean_up
bag8,adversarial_lgbm_cal_iso_feature,tabred_sberbank,-43.67936446282811,-2.2337771466615766,-1.7461820017654992,0.48759514489607736,pulls_mean_down
