model,dataset,dataset_family,domain_auc,shift_bin,near_perfect_base,n_target_variants,n_harmful_excluded_using_other_datasets,n_variants_retained_with_relative_effect,mean_retained_pct,median_retained_pct,frac_retained_positive,profile_status,best_retained_variants
tabicl,MIC,TabArena_IID,0.5315440298650391,DAUC < 0.55,False,134,84,50,-4.613183238863089,-1.970637856764168,0.36,descriptive_correlated_variants_no_ci,freq_ratio_log__sel_combined_intersection:4.841162;joint_freq_combined__sel_combined_intersection:2.681725;freq_ratio_log__sel_combined_union:2.263303;pca_train_only_10:1.434181;freq_ratio_v2_both_gated:1.409625
tabicl,Marketing_Campaign,TabArena_IID,0.4893010633270867,DAUC < 0.55,False,135,85,50,-1.644378714093858,-1.510532015502496,0.12,descriptive_correlated_variants_no_ci,joint_freq_separate__sel_combined_intersection:2.859460;joint_freq_separate__sel_combined_union:1.546214;joint_groupby_combined__sel_combined_intersection:0.683429;target_enc_ratio__sel_combined_intersection:0.564539;joint_freq_combined__sel_combined_intersection:0.553434
tabicl,NATICUSdroid,TabArena_IID,0.4909448935914827,DAUC < 0.55,True,135,87,0,,,,absolute_only_near_perfect,
tabicl,QSAR_fish_toxicity,TabArena_IID,0.4678368023195609,DAUC < 0.55,False,126,88,38,-0.20069708083621168,-4.199172917901236e-06,0.2894736842105263,descriptive_correlated_variants_no_ci,joint_freq_combined__sel_combined_union:0.209384;joint_freq_separate__sel_combined_union:0.209382;target_enc_ratio__sel_combined_union:0.209382;freq_ratio_log__sel_combined_union:0.209376;adversarial_lgbm_cal_iso_feature:0.144737
tabicl,airfoil_self_noise,TabArena_IID,0.5474124587140708,DAUC < 0.55,False,126,82,44,-6.807625602154517,-5.458357922381964,0.045454545454545456,descriptive_correlated_variants_no_ci,target_enc_ratio__sel_combined_intersection:0.325322;joint_freq_separate__sel_combined_intersection:0.279258;joint_groupby_combined__sel_combined_intersection:-0.000013;freq_ratio_v2_both_gated:-0.000016;freq_ratio_v2_diff_gated:-0.000022
tabicl,anneal,TabArena_IID,0.43732935660019,DAUC < 0.55,True,135,87,0,,,,absolute_only_near_perfect,
tabicl,bike_sharing,real_shift,0.724417889739124,0.55 <= DAUC < 0.75,False,126,85,41,-0.6806776435052704,-0.4182477149785594,0.14634146341463414,descriptive_correlated_variants_no_ci,joint_freq_separate__sel_combined_intersection:0.000005;freq_ratio_log__sel_combined_intersection:0.000004;groupby_shift_cohen_d__sel_combined_intersection:0.000004;joint_freq_combined__sel_combined_intersection:0.000004;train_only_scaling:0.000004
tabicl,blood-transfusion-service-center,TabArena_IID,0.5146430905695611,DAUC < 0.55,False,135,85,50,-1.0185489159515613,-0.0661814699930892,0.14,descriptive_correlated_variants_no_ci,joint_pca_10:0.431688;adversarial_lgbm_cal_iso_both_ratio:0.148556;adversarial_lgbm_cal_iso_feature:0.142521;freq_ratio_v2_both_gated:0.072116;target_enc_diff:0.072116
tabicl,churn,TabArena_IID,0.4777912499999999,DAUC < 0.55,False,135,85,50,-4.808111614772915,-5.370977784538469,0.1,descriptive_correlated_variants_no_ci,train_only_scaling:0.003081;freq_ratio_v2_both_gated:0.002307;freq_ratio_v2_diff_gated:0.002307;joint_scaling:0.002307;freq_ratio_v2_ratio_gated:0.000767
tabicl,coil2000_insurance_policies,TabArena_IID,0.4998567392475893,DAUC < 0.55,False,134,85,49,-0.8545337071024945,-0.5378214694169204,0.1836734693877551,descriptive_correlated_variants_no_ci,joint_freq_separate__sel_combined_intersection:1.349414;pca_train_only_10:1.022308;adversarial_lgbm_cal_iso_feature:0.431213;adversarial_lgbm_cal_iso_both_ratio:0.430732;adversarial_lgbm_both_ratio:0.362976
tabicl,concrete_compressive_strength,TabArena_IID,0.5128188681237462,DAUC < 0.55,False,126,85,41,-1.105046138975515,0.0,0.4634146341463415,descriptive_correlated_variants_no_ci,target_enc_ratio__sel_combined_intersection:0.957370;joint_freq_combined__sel_combined_intersection:0.957347;joint_groupby_combined__sel_combined_intersection:0.957347;groupby_shift_cohen_d__sel_combined_intersection:0.957328;joint_freq_separate__sel_combined_intersection:0.957307
tabicl,credit-g,TabArena_IID,0.4666875,DAUC < 0.55,False,135,85,50,-3.995973726559733,-3.176487247528181,0.06,descriptive_correlated_variants_no_ci,pseudo_label_v2_cal_iso_wfixed_conf90:0.503933;pseudo_label_v2_cal_iso_wprop_conf90:0.503933;pseudo_label_v2_cal_iso_wquad_conf90:0.503933;joint_scaling:0.000000;pseudo_label_v2_cal_platt_wprop_conf90:0.000000
tabicl,credit_card_clients_default,TabArena_IID,0.5084822083333334,DAUC < 0.55,False,135,85,50,-0.21274087043255263,-0.1241348932197957,0.34,descriptive_correlated_variants_no_ci,joint_freq_combined__sel_combined_intersection:0.210702;joint_freq_separate__sel_combined_intersection:0.210660;target_enc_ratio__sel_combined_intersection:0.210646;freq_ratio_log__sel_combined_intersection:0.210521;joint_freq_separate__sel_combined_union:0.109899
tabicl,diabetes,TabArena_IID,0.5164146241145119,DAUC < 0.55,False,135,86,49,-0.2413104358489431,-0.0142059635321743,0.14285714285714285,descriptive_correlated_variants_no_ci,leaf_density_conf_shallow:1.555883;pseudo_label_v2_cal_iso_wfixed_conf90:0.769771;pseudo_label_v2_cal_iso_wprop_conf90:0.769771;pseudo_label_v2_cal_iso_wquad_conf90:0.769771;pseudo_label_lgbm_conf95_iter3:0.737385
tabicl,gas_sensor_drift,real_shift,0.9997012367140782,DAUC >= 0.95,False,135,92,43,-35.64210722276614,-0.0001340473746656,0.2558139534883721,descriptive_correlated_variants_no_ci,pca_train_only_var95:19.607668;adversarial_rf_feature:10.583896;adversarial_lgbm_both_ratio:6.218664;adversarial_lgbm_feature:6.218664;adversarial_lgbm_cal_iso_both_ratio:5.727781
tabicl,hazelnut-spread-contaminant-detection,TabArena_IID,0.5092881944444444,DAUC < 0.55,True,135,87,0,,,,absolute_only_near_perfect,
tabicl,healthcare_insurance_expenses,TabArena_IID,0.5250682484635931,DAUC < 0.55,False,126,86,40,-0.17919176551050436,4.557921918013081e-06,0.525,descriptive_correlated_variants_no_ci,joint_freq_separate__sel_combined_union:0.455955;leaf_density_conf_shallow:0.364855;adversarial_rf_feature:0.344297;adversarial_lgbm_both_ratio:0.184823;adversarial_lgbm_feature:0.184817
tabicl,heloc,TabArena_IID,0.5007809088419239,DAUC < 0.55,False,135,86,49,-0.16791474410271207,-0.0070266017323672,0.20408163265306123,descriptive_correlated_variants_no_ci,adversarial_rf_feature:0.554415;adversarial_lgbm_cal_iso_feature:0.485543;adversarial_lgbm_cal_iso_both_ratio:0.485515;adversarial_lgbm_feature:0.343386;adversarial_lgbm_both_ratio:0.342666
tabicl,houses,TabArena_IID,0.4876979973585736,DAUC < 0.55,False,126,86,40,-0.07201243791410841,1.241556533489782e-06,0.5,descriptive_correlated_variants_no_ci,adversarial_rf_feature:0.487445;adversarial_lgbm_feature:0.472995;adversarial_lgbm_both_ratio:0.472991;adversarial_lgbm_cal_iso_both_ratio:0.458633;adversarial_lgbm_cal_iso_feature:0.458631
tabicl,in_vehicle_coupon_recommendation,TabArena_IID,0.4999967486682508,DAUC < 0.55,False,135,85,50,0.016465158291883466,0.0002476523587083,0.56,descriptive_correlated_variants_no_ci,freq_ratio_log__sel_combined_intersection:2.708954;freq_ratio_log:1.883672;target_enc_inv_ratio:1.857141;target_enc_standard_m10:1.850565;target_enc_diff:1.850258
tabicl,jm1,TabArena_IID,0.5013936268693818,DAUC < 0.55,False,135,85,50,-2.25478251294831,-0.6350642116969345,0.24,descriptive_correlated_variants_no_ci,target_enc_ratio_cap5:0.000446;freq_ratio_log:0.000335;target_enc_diff:0.000335;target_enc_inv_ratio:0.000335;target_enc_standard_m5:0.000260
tabicl,maternal_health_risk,TabArena_IID,0.4809925428071595,DAUC < 0.55,False,135,86,49,-5.332666931558026,-0.1784401488367225,0.12244897959183673,descriptive_correlated_variants_no_ci,joint_groupby_combined__sel_combined_intersection:0.274420;target_enc_ratio__sel_combined_intersection:0.229031;freq_ratio_v2_ratio_ungated:0.168659;freq_ratio_log__sel_combined_intersection:0.096434;groupby_shift_cohen_d__sel_combined_intersection:0.051044
tabicl,miami_housing,TabArena_IID,0.5000548768378967,DAUC < 0.55,False,126,88,38,0.3107784938427554,0.6641104782280423,0.631578947368421,descriptive_correlated_variants_no_ci,target_enc_ratio__sel_combined_union:1.417841;joint_freq_combined__sel_combined_union:1.417795;freq_ratio_log__sel_combined_union:1.388745;joint_freq_separate__sel_combined_union:1.183259;adversarial_lgbm_cal_iso_feature:0.801522
tabicl,online_shoppers_intention,TabArena_IID,0.5085433381403395,DAUC < 0.55,False,135,85,50,-0.8935861488429886,-0.8643650039059502,0.32,descriptive_correlated_variants_no_ci,joint_freq_combined__sel_combined_union:1.280832;joint_freq_combined__sel_combined_intersection:1.087890;joint_groupby_combined__sel_combined_intersection:1.074930;joint_freq_separate__sel_combined_intersection:0.897612;joint_freq_separate__sel_combined_union:0.790543
tabicl,polish_companies_bankruptcy,TabArena_IID,0.4797271737327021,DAUC < 0.55,True,135,87,0,,,,absolute_only_near_perfect,
tabicl,qsar-biodeg,TabArena_IID,0.5242964850267431,DAUC < 0.55,False,135,86,49,-2.9389543552251216,-1.3141510113006942,0.061224489795918366,descriptive_correlated_variants_no_ci,leaf_density_conf_deep:1.158317;joint_freq_separate:0.760815;target_enc_ratio__sel_combined_union:0.150975;freq_ratio_v2_both_gated:0.000000;freq_ratio_v2_diff_gated:0.000000
tabicl,seismic-bumps,TabArena_IID,0.5032746248400783,DAUC < 0.55,False,135,86,49,-0.42070721999205646,-0.493435190497229,0.32653061224489793,descriptive_correlated_variants_no_ci,joint_freq_separate__sel_combined_union:1.296968;leaf_density_conf_shallow:0.612875;freq_ratio_v2_diff_gated:0.438442;freq_ratio_v2_ratio_gated:0.438442;pseudo_label_lgbm_conf80_iter5:0.437781
tabicl,splice,TabArena_IID,0.4935215615848055,DAUC < 0.55,True,135,87,0,,,,absolute_only_near_perfect,
tabicl,students_dropout_and_academic_success,TabArena_IID,0.4990070724969652,DAUC < 0.55,False,135,85,50,0.4864130914489767,0.789268687004586,0.76,descriptive_correlated_variants_no_ci,groupby_shift_cohen_d__sel_combined_intersection:3.260512;joint_freq_separate:2.583316;joint_pca_10:2.529803;joint_freq_combined:2.472472;freq_enc_train_only:2.339486
tabicl,superconductivity,TabArena_IID,0.4966916245247805,DAUC < 0.55,False,123,83,40,0.06299073122043951,3.841955783767972e-06,0.5,descriptive_correlated_variants_no_ci,joint_freq_separate__sel_combined_union:0.799642;target_enc_ratio__sel_combined_union:0.799642;freq_ratio_log__sel_combined_union:0.799638;joint_freq_combined__sel_combined_union:0.799638;adversarial_lgbm_cal_iso_both_ratio:0.239008
tabicl,synthetic_large_test,synthetic,0.64072835,0.55 <= DAUC < 0.75,False,135,87,48,-1.374746965490422,0.0171340772257404,0.5416666666666666,descriptive_correlated_variants_no_ci,joint_pca_10:0.368013;pca_train_only_10:0.363757;pca_train_only_var95:0.363757;joint_freq_separate:0.305907;freq_enc_train_only:0.214961
tabicl,synthetic_shift_0.0,synthetic,0.49784605,DAUC < 0.55,False,135,88,47,-0.12400213100673979,-0.0481013294080653,0.3404255319148936,descriptive_correlated_variants_no_ci,joint_freq_combined__sel_combined_intersection:0.146410;freq_ratio_log__sel_combined_intersection:0.115264;target_enc_ratio__sel_combined_intersection:0.091492;freq_ratio_log__sel_combined_union:0.061505;groupby_shift_cohen_d__sel_combined_intersection:0.061319
tabicl,synthetic_shift_0.5,synthetic,0.5719888750000001,0.55 <= DAUC < 0.75,False,135,87,48,-0.16123637165798846,-0.1283282646598128,0.3333333333333333,descriptive_correlated_variants_no_ci,joint_freq_combined__sel_combined_union:0.100008;joint_groupby_combined__sel_combined_intersection:0.084103;freq_ratio_log__sel_combined_union:0.079342;target_enc_ratio__sel_combined_intersection:0.049129;target_enc_standard_m20:0.043334
tabicl,synthetic_shift_1.0,synthetic,0.643362075,0.55 <= DAUC < 0.75,False,135,87,48,-0.167123695485581,-0.09225481467582725,0.3958333333333333,descriptive_correlated_variants_no_ci,joint_groupby_combined__sel_combined_intersection:0.170284;target_enc_ratio__sel_combined_union:0.140568;target_enc_ratio__sel_combined_intersection:0.123337;freq_ratio_log__sel_combined_union:0.104206;target_enc_standard_m20:0.079635
tabicl,synthetic_shift_3.0,synthetic,0.8405509999999999,0.75 <= DAUC < 0.95,False,135,87,48,-0.6045821242154154,-0.09607121510317265,0.4166666666666667,descriptive_correlated_variants_no_ci,freq_ratio_log__sel_combined_union:0.364506;target_enc_ratio__sel_combined_union:0.300695;target_enc_ratio__sel_combined_intersection:0.259559;freq_ratio_log__sel_combined_intersection:0.225495;freq_ratio_v2_both_gated:0.171153
tabicl,synthetic_shift_5.0,synthetic,0.93479215,0.75 <= DAUC < 0.95,False,135,87,48,-1.6654559373285167,-0.1404532745188254,0.3958333333333333,descriptive_correlated_variants_no_ci,target_enc_ratio__sel_combined_intersection:0.566808;freq_ratio_log__sel_combined_union:0.485280;target_enc_ratio__sel_combined_union:0.458243;freq_ratio_log__sel_combined_intersection:0.450092;joint_freq_combined__sel_combined_union:0.421798
tabicl,synthetic_small_test,synthetic,0.6399588,0.55 <= DAUC < 0.75,False,135,88,47,-0.04801672408480219,-0.0011445438007038,0.46808510638297873,descriptive_correlated_variants_no_ci,joint_freq_combined__sel_combined_union:0.320250;target_enc_ratio__sel_combined_union:0.275549;adversarial_lgbm_cal_iso_both_ratio:0.267569;adversarial_lgbm_cal_iso_feature:0.267569;joint_freq_separate:0.263531
tabicl,tabred_delivery_eta__gap_far,TabReD_gap,0.999999625,DAUC >= 0.95,False,123,82,41,-1.2490453316371224,-0.8318042068128216,0.024390243902439025,descriptive_correlated_variants_no_ci,pca_train_only_var95:0.247264;freq_ratio_v2_both_gated:0.000000;freq_ratio_v2_diff_gated:0.000000;freq_ratio_v2_ratio_gated:0.000000;joint_scaling:-0.187216
tabicl,tabred_delivery_eta__gap_maxdiff,TabReD_gap,1.0,DAUC >= 0.95,False,123,83,40,-0.4156008244451262,-0.397034332371053,0.05,descriptive_correlated_variants_no_ci,freq_ratio_v2_both_gated:0.164510;joint_freq_separate:0.164506;joint_scaling:-0.014233;train_only_scaling:-0.014233;groupby_shift_cohen_d:-0.162782
tabicl,tabred_delivery_eta__gap_near,TabReD_gap,0.946211,0.75 <= DAUC < 0.95,False,124,84,40,-0.08371592671390884,0.1071813804090765,0.625,descriptive_correlated_variants_no_ci,adversarial_rf_feature:0.641870;leaf_density_conf_deep:0.450242;adversarial_lgbm_feature:0.246770;adversarial_lgbm_both_ratio:0.246761;joint_freq_combined__sel_combined_intersection:0.129168
tabicl,tabred_homesite__gap_far,TabReD_gap,1.0,DAUC >= 0.95,False,124,78,46,-3.5756671142772514,-5.872970880983839,0.34782608695652173,descriptive_correlated_variants_no_ci,pseudo_label_lgbm_conf80_iter5:39.590306;pseudo_label_lgbm_conf90_iter3:32.497956;pseudo_label_lgbm_conf90_iter1:24.826714;pseudo_label_v2_cal_platt_wprop_conf90:19.671852;freq_ratio_v2_ratio_gated:15.435586
tabicl,tabred_homesite__gap_near,TabReD_gap,1.0,DAUC >= 0.95,False,124,80,44,-15.776145606471738,-2.9781323614386475,0.25,descriptive_correlated_variants_no_ci,pseudo_label_lgbm_conf80_iter5:16.953198;pseudo_label_lgbm_conf90_iter1:16.641184;joint_freq_separate__sel_combined_intersection:6.403840;joint_freq_combined__sel_combined_intersection:5.474021;target_enc_ratio__sel_combined_intersection:5.016223
tabicl,tabred_weather__gap_far,TabReD_gap,1.0,DAUC >= 0.95,False,118,79,39,-0.44235332313609294,-0.0901595407118029,0.358974358974359,descriptive_correlated_variants_no_ci,leaf_density_conf_shallow:0.466446;freq_ratio_log:0.000004;freq_ratio_v2_both_gated:0.000004;freq_ratio_v2_ratio_gated:0.000004;freq_ratio_v2_ratio_ungated:0.000004
tabicl,tabred_weather__gap_maxdiff,TabReD_gap,1.0,DAUC >= 0.95,False,123,82,41,-0.49393202870837494,-0.131863488305575,0.07317073170731707,descriptive_correlated_variants_no_ci,adversarial_rf_feature:0.118666;joint_scaling:0.000691;train_only_scaling:0.000680;freq_ratio_v2_ratio_gated:0.000000;joint_freq_separate:0.000000
tabicl,tabred_weather__gap_near,TabReD_gap,1.0,DAUC >= 0.95,False,123,83,40,-0.1963381208036949,3.985433241911166e-06,0.5,descriptive_correlated_variants_no_ci,pca_train_only_10:1.215855;pca_train_only_var95:0.917857;joint_pca_10:0.896215;adversarial_lgbm_feature:0.521026;adversarial_lgbm_both_ratio:0.521010
tabicl,taiwanese_bankruptcy_prediction,TabArena_IID,0.4813707690648705,DAUC < 0.55,False,135,88,47,-0.7163537054548635,0.0,0.3829787234042553,descriptive_correlated_variants_no_ci,leaf_density_conf_shallow:1.763594;freq_ratio_log__sel_combined_intersection:1.663589;groupby_shift_cohen_d__sel_combined_intersection:1.663589;joint_groupby_combined__sel_combined_intersection:1.663589;joint_freq_combined__sel_combined_intersection:1.663589
tabicl,website_phishing,TabArena_IID,0.4974870109756609,DAUC < 0.55,True,135,87,0,,,,absolute_only_near_perfect,
tabicl,wine_quality,TabArena_IID,0.4933509159780399,DAUC < 0.55,False,135,87,48,-4.650715261410301,-0.4489651845786907,0.1875,descriptive_correlated_variants_no_ci,joint_freq_separate:2.736482;pca_train_only_10:0.650052;joint_pca_10:0.503549;pca_train_only_var95:0.038666;joint_scaling:0.000362
tabpfn,Another-Dataset-on-used-Fiat-500,TabArena_IID,0.5250604059451488,DAUC < 0.55,False,126,40,86,-0.14863604191491317,-0.11114882094206645,0.45348837209302323,descriptive_correlated_variants_no_ci,freq_enc_train_only:0.831138;joint_freq_combined:0.831138;target_enc_absolute:0.831138;target_enc_diff:0.831138;target_enc_inv_ratio:0.831138
tabpfn,Bank_Customer_Churn,TabArena_IID,0.4985240625,DAUC < 0.55,False,123,28,95,-0.6575596578246111,-0.4720160147818428,0.2,descriptive_correlated_variants_no_ci,ot_disp_v2_selective_and_summary_abs:0.916124;freq_ratio_v2_diff_gated:0.727205;freq_ratio_v2_ratio_gated:0.727205;freq_ratio_v2_both_gated:0.611162;freq_ratio_log__sel_combined_intersection:0.517808
tabpfn,E-CommereShippingData,TabArena_IID,0.500688337854552,DAUC < 0.55,False,123,30,93,0.013292686446071338,0.0392888985647379,0.5161290322580645,descriptive_correlated_variants_no_ci,leaf_density_embed_k5:1.292428;leaf_density_embed_k10:1.081345;target_enc_ratio__sel_combined_union:0.935233;leaf_density_conf:0.911606;cluster_membership_k5_feature:0.861858
tabpfn,Fitness_Club,TabArena_IID,0.5044166666666666,DAUC < 0.55,False,135,40,95,-0.380756788678829,-0.3295861079063298,0.06315789473684211,descriptive_correlated_variants_no_ci,adversarial_logreg_feature:0.235392;joint_groupby_combined__sel_combined_union:0.068193;train_only_scaling:0.055323;cluster_membership_k10_weight:0.022079;joint_tsne_3d_p30:0.011434
tabpfn,Is-this-a-good-customer,TabArena_IID,0.5089344102652231,DAUC < 0.55,False,135,42,93,1.023547707284655,0.7769750674786309,0.6989247311827957,descriptive_correlated_variants_no_ci,target_enc_ratio__sel_combined_union:5.279380;target_enc_standard_m20:4.815010;target_enc_diff:4.785793;target_enc_oof_diff:4.632982;target_enc_standard_m5:4.368102
tabpfn,MIC,TabArena_IID,0.5315440298650391,DAUC < 0.55,False,125,42,83,-11.25119423436484,-4.189978528395929,0.26506024096385544,descriptive_correlated_variants_no_ci,targeted_groupby_top3:5.862403;targeted_groupby_top3_shifted_agg:5.538561;targeted_groupby_top5:4.400631;targeted_groupby_top5_shifted_agg:4.400631;joint_pca_var95:3.636223
tabpfn,Marketing_Campaign,TabArena_IID,0.4893010633270867,DAUC < 0.55,False,134,40,94,-1.053695726737098,-0.960063198195461,0.3191489361702128,descriptive_correlated_variants_no_ci,target_enc_ratio:3.671473;target_enc_ratio_cap5:3.671473;target_enc_standard_m10:3.252041;target_enc_diff:3.085508;target_enc_standard_m20:2.960226
tabpfn,NATICUSdroid,TabArena_IID,0.4909448935914827,DAUC < 0.55,True,134,40,0,,,,absolute_only_near_perfect,
tabpfn,QSAR_fish_toxicity,TabArena_IID,0.4678368023195609,DAUC < 0.55,False,126,40,86,-0.4072372358997823,-0.22008173289688235,0.11627906976744186,descriptive_correlated_variants_no_ci,joint_tsne_2d_p30:0.492229;cluster_membership_k10_weight:0.274893;cluster_membership_k10_both:0.265743;groupby_shift_cohen_d__sel_combined_union:0.249168;joint_groupby_combined__sel_combined_union:0.198233
tabpfn,airfoil_self_noise,TabArena_IID,0.5474124587140708,DAUC < 0.55,False,126,45,81,3.84851922202976,3.398108395245121,0.6172839506172839,descriptive_correlated_variants_no_ci,cluster_membership_k10_weight:20.095256;joint_groupby_combined__sel_combined_union:18.062626;joint_freq_separate__sel_combined_union:17.932081;groupby_shift_cohen_d:17.693845;cluster_membership_k5_both:17.423195
tabpfn,anneal,TabArena_IID,0.43732935660019,DAUC < 0.55,True,132,41,0,,,,absolute_only_near_perfect,
tabpfn,bike_sharing,real_shift,0.724417889739124,0.55 <= DAUC < 0.75,False,114,29,85,0.042289502926348366,0.12326498665074,0.6235294117647059,descriptive_correlated_variants_no_ci,target_enc_oof_inv_ratio:0.785950;target_enc_oof_absolute:0.776359;target_enc_oof_ratio:0.740770;target_enc_oof_ratio_cap5:0.740770;target_enc_oof_diff:0.713950
tabpfn,blood-transfusion-service-center,TabArena_IID,0.5146430905695611,DAUC < 0.55,False,135,42,93,-0.10699370600172306,0.0,0.3225806451612903,descriptive_correlated_variants_no_ci,pca_train_only_10:2.727786;pca_train_only_5:2.727786;joint_pca_var95:1.699082;adversarial_logreg_feature:1.482825;cluster_membership_k10_both:1.466053
tabpfn,churn,TabArena_IID,0.4777912499999999,DAUC < 0.55,False,135,42,93,0.9515341867761395,0.9384178974684804,0.7204301075268817,descriptive_correlated_variants_no_ci,joint_groupby_combined__sel_combined_union:8.395428;groupby_shift_cohen_d__sel_combined_union:5.801043;freq_ratio_log__sel_combined_union:5.226202;leaf_density_conf_shallow:4.979292;leaf_density_conf:4.821731
tabpfn,coil2000_insurance_policies,TabArena_IID,0.4998567392475893,DAUC < 0.55,False,119,29,90,-0.8457689465232415,-0.7166987447499902,0.13333333333333333,descriptive_correlated_variants_no_ci,joint_tsne_2d_p30:0.708380;joint_pca_var95:0.510118;joint_tsne_2d_p50:0.410423;target_enc_ratio__sel_combined_union:0.296637;ot_disp_v2_selective_and_summary_abs:0.277118
tabpfn,concrete_compressive_strength,TabArena_IID,0.5128188681237462,DAUC < 0.55,False,126,41,85,-1.6075585333139797,0.0,0.3058823529411765,descriptive_correlated_variants_no_ci,pca_train_only_10:3.375667;joint_pca_10:3.252210;freq_ratio_log__sel_combined_intersection:1.773021;groupby_shift_cohen_d__sel_combined_intersection:1.773021;joint_freq_combined__sel_combined_intersection:1.773021
tabpfn,credit-g,TabArena_IID,0.4666875,DAUC < 0.55,False,134,40,94,0.19554553417215623,-0.2276169524972663,0.43617021276595747,descriptive_correlated_variants_no_ci,target_enc_ratio__sel_combined_union:5.079903;joint_groupby_combined__sel_combined_union:4.736858;groupby_shift_cohen_d:4.639927;target_enc_standard_m20:4.559741;target_enc_inv_ratio:4.247065
tabpfn,diabetes,TabArena_IID,0.5164146241145119,DAUC < 0.55,False,135,41,94,-1.233720997195283,-0.8076931136753539,0.0851063829787234,descriptive_correlated_variants_no_ci,pseudo_label_lgbm_conf90_iter1:0.746030;leaf_density_embed_k10:0.683494;leaf_density_conf_shallow:0.478908;adversarial_rf_feature:0.325336;pseudo_label_lgbm_conf95_iter3:0.200948
tabpfn,gas_sensor_drift,real_shift,0.9997012367140782,DAUC >= 0.95,False,119,32,87,-6.261900140324326,0.0,0.4367816091954023,descriptive_correlated_variants_no_ci,nearest_test_k10_cumshift_both:23.836982;nearest_test_rel_k10_both:23.466926;nearest_test_k5_both:22.628244;nearest_test_k10_both:20.287943;nearest_test_k10_filter_both:20.287943
tabpfn,hazelnut-spread-contaminant-detection,TabArena_IID,0.5092881944444444,DAUC < 0.55,True,135,41,0,,,,absolute_only_near_perfect,
tabpfn,healthcare_insurance_expenses,TabArena_IID,0.5250682484635931,DAUC < 0.55,False,126,42,84,3.811339540521198,0.9275229944200021,0.8333333333333334,descriptive_correlated_variants_no_ci,groupby_shift_cohen_d__sel_combined_union:10.918897;nearest_test_rel_k10_cumshift_both:10.606113;targeted_groupby_top5:10.520774;targeted_groupby_top5_shifted_agg:10.520774;nearest_test_rel_k5_both:10.505955
tabpfn,heloc,TabArena_IID,0.5007809088419239,DAUC < 0.55,False,123,29,94,-0.09641314468837843,-0.0055378647346588,0.22340425531914893,descriptive_correlated_variants_no_ci,targeted_groupby_top5_shifted_agg:0.172305;pseudo_label_v2_cal_iso_wprop_conf85:0.153961;adversarial_rf_feature:0.136324;pseudo_label_lgbm_conf90_iter1:0.129238;cluster_membership_k10_weight:0.128810
tabpfn,jm1,TabArena_IID,0.5013936268693818,DAUC < 0.55,False,121,30,91,0.23600585954088735,0.0,0.3626373626373626,descriptive_correlated_variants_no_ci,joint_pca_10:4.306043;joint_tsne_2d_p30:4.145933;joint_tsne_2d_p50:3.855839;pca_train_only_10:3.094817;joint_tsne_3d_p30:2.965360
tabpfn,maternal_health_risk,TabArena_IID,0.4809925428071595,DAUC < 0.55,False,135,39,96,-6.561405751741044,0.0,0.25,descriptive_correlated_variants_no_ci,targeted_groupby_top3:4.622899;targeted_groupby_top3_shifted_agg:4.622899;freq_ratio_log__sel_combined_union:3.234270;groupby_shift_cohen_d__sel_combined_union:3.234270;joint_freq_combined__sel_combined_union:3.234270
tabpfn,online_shoppers_intention,TabArena_IID,0.5085433381403395,DAUC < 0.55,False,114,30,84,1.3463879099088742,1.1955553708743603,0.9285714285714286,descriptive_correlated_variants_no_ci,joint_freq_separate__sel_combined_union:5.272550;target_enc_ratio__sel_combined_union:4.568840;joint_freq_combined__sel_combined_union:4.515045;joint_freq_separate:3.813918;freq_ratio_log__sel_combined_union:3.811335
tabpfn,polish_companies_bankruptcy,TabArena_IID,0.4797271737327021,DAUC < 0.55,False,134,39,95,-1.7862780099998843,0.0,0.29473684210526313,descriptive_correlated_variants_no_ci,joint_pca_5:14.765225;pca_train_only_5:11.867906;freq_ratio_log__sel_combined_union:8.398180;groupby_shift_cohen_d__sel_combined_union:8.398180;joint_freq_combined__sel_combined_union:8.398180
tabpfn,qsar-biodeg,TabArena_IID,0.5242964850267431,DAUC < 0.55,False,132,41,91,0.3637218078515976,0.495122208801045,0.6263736263736264,descriptive_correlated_variants_no_ci,cluster_membership_k10_both_cumshift:4.740995;nearest_test_k5_both:3.458265;cluster_membership_k15_both:3.180218;joint_tsne_2d_p50:3.055798;nearest_test_k10_both:2.971641
tabpfn,seismic-bumps,TabArena_IID,0.5032746248400783,DAUC < 0.55,False,135,41,94,0.12881807027712627,-0.09375482221491135,0.4574468085106383,descriptive_correlated_variants_no_ci,joint_groupby_combined__sel_combined_union:3.646931;groupby_shift_ratio_log:2.755838;groupby_shift_ratio_raw:2.755838;pca_train_only_10:2.667653;groupby_shift_cohen_d:2.562258
tabpfn,splice,TabArena_IID,0.4935215615848055,DAUC < 0.55,True,135,41,0,,,,absolute_only_near_perfect,
tabpfn,students_dropout_and_academic_success,TabArena_IID,0.4990070724969652,DAUC < 0.55,False,132,40,92,-0.5338692923308799,-0.6124777849827583,0.30434782608695654,descriptive_correlated_variants_no_ci,targeted_groupby_top3_shifted_agg:1.185967;joint_groupby_combined__sel_combined_intersection:1.074667;target_enc_oof_ratio_cap5:0.859045;target_enc_oof_ratio:0.848991;target_enc_oof_diff:0.819663
