model,method_key,method_role,family,n_sources,mean_lift_pct,median_lift_pct,median_ci95_low_pct,median_ci95_high_pct,median_ci_coverage,ci95_low_pct,ci95_high_pct,wins,ties,losses,win_rate_decided,win_ci95_low,win_ci95_high,t_p_positive,t_p_negative,sign_p_positive,sign_p_negative,p10_lift_pct,p90_lift_pct,worst_lift_pct,best_lift_pct,finite_denominator_consistent,n_datasets,t_p_positive_bh,t_p_positive_holm,t_p_negative_bh,t_p_negative_holm,sign_p_positive_bh,sign_p_positive_holm,sign_p_negative_bh,sign_p_negative_holm,positive_mean_ci,negative_mean_ci,reliable_positive_strict,consistently_harmful_strict,never_exceeds_inductive
bag8,adversarial_reweight_lgbm_ratio_hard_tempered,test_time_variant,M6_adversarial,61,0.0966196213565915,0.0394198999591797,-0.0341978543691627,0.1227204191400405,0.9603829851015003,-0.20075235250214266,0.3939915952153257,31,2,28,0.5254237288135594,0.39119289567264237,0.6570163507523057,0.2591122649412644,0.7408877350587357,0.3974218269914305,0.6985383993714248,-1.0056443616750286,0.7292174207857454,-2.731714811191958,5.039366173664823,True,61,0.9999988827818006,1.0,0.7961778645407309,1.0,0.9999999999995458,1.0,0.8671511164610791,1.0,False,False,False,False,False
bag8,adversarial_reweight_lgbm_ratio_normalize,test_time_variant,M6_adversarial,61,-0.858552854477682,-0.3321770616448861,-0.7364304264928261,-0.079839335810256,0.9603829851015003,-1.4554693974476631,-0.26163631150770084,19,0,42,0.3114754098360656,0.19903359311727997,0.4429366277110674,0.9972242989369727,0.0027757010630272867,0.9990659494845123,0.0022220097355334346,-3.354893134896724,0.4530808803245419,-9.173672384253992,6.476956000674282,True,61,0.9999988827818006,1.0,0.008200652149837642,0.2692430031136468,0.9999999999995458,1.0,0.004999521904950227,0.1866488177848085,False,True,False,True,False
bag8,adversarial_reweight_lgbm_ratio_winsorize,test_time_variant,M6_adversarial,61,-0.47034889891398296,-0.22895823506575935,-0.3840096019921907,0.0178556811449634,0.9603829851015003,-0.9326499887439827,-0.008047809083983226,23,0,38,0.3770491803278688,0.25609350034389966,0.510366941205278,0.976868174633949,0.02313182536605093,0.9801914925507501,0.03608871925046129,-2.94624017055933,0.5360370693258746,-7.080422857411418,6.549301557688434,True,61,0.9999988827818006,1.0,0.04382872174620176,1.0,0.9999999999995458,1.0,0.06578196926666362,1.0,False,True,False,False,False
bag8,adversarial_reweight_lgbm_ratio_winsorize_tempered,test_time_variant,M6_adversarial,61,-0.04462990933558577,0.0262644403725121,-0.1071459733657458,0.0960168612004454,0.9603829851015003,-0.38860952511792035,0.29934970644674885,32,0,29,0.5245901639344263,0.39266858991006065,0.6540446683336969,0.6019427000997905,0.39805729990020955,0.39907631365285895,0.6955396422975857,-1.0639520321909612,0.7757502461106842,-3.640880095809253,6.878205037369422,True,61,0.9999988827818006,1.0,0.46226009020669495,1.0,0.9999999999995458,1.0,0.8671511164610791,1.0,False,False,False,False,False
bag8,adversarial_reweight_lgbm_raw_hard,test_time_variant,M6_adversarial,61,-0.10988447984126905,0.0,-0.0926883676431242,0.0988961901641151,0.9603829851015003,-0.3872996091235072,0.16753064944096913,30,2,29,0.5084745762711864,0.37498254973497636,0.6410872721994678,0.7843522675467491,0.2156477324532508,0.5,0.6025781730085695,-1.0328478438639888,0.7840326583485415,-4.456257044380019,3.4231649995773963,True,61,0.9999988827818006,1.0,0.28489241718594605,1.0,0.9999999999995458,1.0,0.8007812325115311,1.0,False,False,False,False,False
bag8,adversarial_rf_feature,test_time_variant,M6_adversarial,61,-2.870442852213585,-0.4417106712112129,-1.132151065114513,-0.2042664603652887,0.9603829851015003,-5.193742374470085,-0.5471433299570858,13,1,47,0.21666666666666667,0.12071602446269676,0.3419561787346524,0.9918422662547398,0.008157733745260205,0.999998408185631,6.073354011478654e-06,-4.919336606254464,0.4172949836547913,-57.298127308212,5.953885231216051,True,61,0.9999988827818006,1.0,0.01835490092683546,0.6607764333660766,0.9999999999995458,1.0,3.975286262058756e-05,0.0007470225434118745,False,True,False,True,False
bag8,cluster_membership_k10_both,test_time_variant,M20_cluster_membership,61,-1.3948858889260105,-0.2850546057001189,-1.0243310563764183,-0.0744248065566511,0.9603829851015003,-2.5444838364189373,-0.24528794143308374,19,0,42,0.3114754098360656,0.19903359311727997,0.4429366277110674,0.9908802381987758,0.009119761801224265,0.9990659494845123,0.0022220097355334346,-3.847849793548854,0.549265557794049,-29.713206718466544,9.15965385706228,True,61,0.9999988827818006,1.0,0.019600682080243195,0.7201949186284082,0.9999999999995458,1.0,0.004999521904950227,0.1866488177848085,False,True,False,True,False
bag8,cluster_membership_k10_both_cumshift,test_time_variant,M20_cluster_membership,61,-1.2685180462496575,-0.23927460876368264,-0.7588038224746653,-0.0480954063380298,0.9603829851015003,-2.0504183894481662,-0.4866177030511486,21,0,40,0.3442622950819672,0.22725762859049994,0.4769484844818761,0.9990393526279067,0.0009606473720933528,0.9950732759023704,0.01020735689981745,-4.584550591249568,0.6556065855331898,-14.322985627942169,3.3664428485363045,True,61,0.9999988827818006,1.0,0.00436274438224673,0.11047444779073556,0.9999999999995458,1.0,0.02013506018594127,0.7349296967868564,False,True,False,True,False
bag8,cluster_membership_k10_feature,test_time_variant,M20_cluster_membership,61,-0.82134230715516,-0.0903240202905267,-0.3199035705910585,0.0014110678025939,0.9603829851015003,-1.8521226294058295,0.20943801509550952,23,0,38,0.3770491803278688,0.25609350034389966,0.510366941205278,0.9418899517401955,0.05811004825980442,0.9801914925507501,0.03608871925046129,-2.9434520818367726,1.014059729006754,-26.36334926599244,10.149817620047148,True,61,0.9999988827818006,1.0,0.09844525822837455,1.0,0.9999999999995458,1.0,0.06578196926666362,1.0,False,False,False,False,False
bag8,cluster_membership_k10_feature_cumshift,test_time_variant,M20_cluster_membership,61,-0.9014859922832482,-0.103946395499141,-0.4011387918468983,0.0319578441323685,0.9603829851015003,-1.5547400737223942,-0.24823191084410212,25,0,36,0.4098360655737705,0.2855043824073238,0.5432236267384243,0.9961767183296902,0.0038232816703097517,0.9381342787309539,0.10001568425655157,-3.0511346406507784,0.555723781717933,-11.784867758793574,2.423520038823085,True,61,0.9999988827818006,1.0,0.009831295723653646,0.3437590558273553,0.9999999999995458,1.0,0.17145545872551698,1.0,False,True,False,False,False
bag8,cluster_membership_k10_weight,test_time_variant,M20_cluster_membership,61,-0.626621873882104,-0.0273425003957985,-0.3169197616903113,0.07100456842323764,0.9603829851015003,-1.1517148381266615,-0.10152890963754646,29,0,32,0.47540983606557374,0.345955331666303,0.6073314100899394,0.9899239665115329,0.010076033488467022,0.6955396422975857,0.39907631365285895,-2.2783236443193093,0.6489585473389946,-10.6920940407142,3.203393666810237,True,61,0.9999988827818006,1.0,0.021028243802018134,0.7657785451234936,0.9999999999995458,1.0,0.5746698916601168,1.0,False,True,False,False,False
bag8,cluster_membership_k15_both,test_time_variant,M20_cluster_membership,61,-1.4714798343110873,-0.4101874860593657,-0.9031279889132048,-0.140338621627381,0.9603829851015003,-2.314517863134126,-0.6284418054880486,14,0,47,0.22950819672131148,0.13153147464979353,0.35498082921750024,0.9995460967938404,0.0004539032061595989,0.9999961674158098,1.3595938411409271e-05,-4.092878847475712,0.15961861954339,-13.73294010899763,7.402270231800842,True,61,0.9999988827818006,1.0,0.0029710028039537386,0.055830094357630665,0.9999999999995458,1.0,6.751086659458397e-05,0.0016451085477805218,False,True,False,True,False
