model,dataset,method_key,method_role,family,dataset_family,task_type,n_folds,single_fold,n_train,n_test,n_features,n_cat,n_num,cat_frac,domain_auc,mean_ks,shift_bin,source_id,source_dataset,err_base_mean,err_method_mean,abs_delta_mean,near_perfect_base,relative_mask_reason,primary_effect_unmasked_pct,primary_effect_pct,sensitivity_effect_unmasked_pct,sensitivity_effect_pct,relative_effect_available,allowed_estimand
bag8,APSFailure,adversarial_lgbm_both_ratio,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079852747515041,-0.0001898755606002,True,near_perfect_baseline,-2.435738772965378,,-2.226839501427755,,False,abs_delta_mean
bag8,APSFailure,adversarial_lgbm_cal_iso_both_ratio,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0080484417948087,-0.0002530426039048,True,near_perfect_baseline,-3.246050621758193,,-3.106652280414288,,False,abs_delta_mean
bag8,APSFailure,adversarial_lgbm_cal_iso_feature,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079828524896556,-0.0001874532987517,True,near_perfect_baseline,-2.404665805574931,,-3.057190179841839,,False,abs_delta_mean
bag8,APSFailure,adversarial_lgbm_cal_platt_feature,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079766797377971,-0.0001812805468932,True,near_perfect_baseline,-2.3254812544397865,,-2.940214126993624,,False,abs_delta_mean
bag8,APSFailure,adversarial_lgbm_feature,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079831590970107,-0.0001877599061068,True,near_perfect_baseline,-2.408598989080033,,-2.2599741466594163,,False,abs_delta_mean
bag8,APSFailure,adversarial_logreg_feature,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077576828528418,3.7716338062043775e-05,True,near_perfect_baseline,0.4838281804227956,,0.4949397737798905,,False,abs_delta_mean
bag8,APSFailure,adversarial_reweight_lgbm_cal_iso_ratio_hard,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077566095039962,3.878968690769943e-05,True,near_perfect_baseline,0.4975971846696681,,0.7215225626514422,,False,abs_delta_mean
bag8,APSFailure,adversarial_reweight_lgbm_cal_iso_ratio_hard_tempered,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0080458730498621,-0.0002504738589582,True,near_perfect_baseline,-3.213098557550399,,-2.6742928131104224,,False,abs_delta_mean
bag8,APSFailure,adversarial_reweight_lgbm_cal_iso_ratio_winsorize,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0080069337882851,-0.0002115345973812,True,near_perfect_baseline,-2.713582617142688,,-2.590700261883686,,False,abs_delta_mean
bag8,APSFailure,adversarial_reweight_lgbm_ratio_hard,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0081295838695973,-0.0003341846786934,True,near_perfect_baseline,-4.286947602162258,,-4.287600744117495,,False,abs_delta_mean
bag8,APSFailure,adversarial_reweight_lgbm_ratio_hard_tempered,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077789285115151,1.6470679388776627e-05,True,near_perfect_baseline,0.2112871834452821,,-0.2870512593587186,,False,abs_delta_mean
bag8,APSFailure,adversarial_reweight_lgbm_ratio_normalize,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079768959565389,-0.000181496765635,True,near_perfect_baseline,-2.328254925633586,,-1.440389296476157,,False,abs_delta_mean
bag8,APSFailure,adversarial_reweight_lgbm_ratio_winsorize,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079389375197794,-0.0001435383288754,True,near_perfect_baseline,-1.8413210838896887,,-2.014742020166833,,False,abs_delta_mean
bag8,APSFailure,adversarial_reweight_lgbm_ratio_winsorize_tempered,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0081498106484447,-0.0003544114575408,True,near_perfect_baseline,-4.546418327805009,,-4.665989355189468,,False,abs_delta_mean
bag8,APSFailure,adversarial_reweight_lgbm_raw_hard,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0078424726627433,-4.707347183940946e-05,True,near_perfect_baseline,-0.6038622357445964,,-0.6751034383408706,,False,abs_delta_mean
bag8,APSFailure,adversarial_rf_feature,test_time_variant,M6_adversarial,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.007919040264159,-0.0001236410732551,True,near_perfect_baseline,-1.586077508377016,,-1.5455847318962253,,False,abs_delta_mean
bag8,APSFailure,cluster_membership_k10_both,test_time_variant,M20_cluster_membership,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077820734998067,1.3325691097206455e-05,True,near_perfect_baseline,0.1709430238384218,,0.2930769854796413,,False,abs_delta_mean
bag8,APSFailure,cluster_membership_k10_both_cumshift,test_time_variant,M20_cluster_membership,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.007275101935392,0.0005202972555119,True,near_perfect_baseline,6.674414520285521,,6.845008712953305,,False,abs_delta_mean
bag8,APSFailure,cluster_membership_k10_feature,test_time_variant,M20_cluster_membership,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079879602749693,-0.0001925610840654,True,near_perfect_baseline,-2.470188881284814,,-2.630806558212113,,False,abs_delta_mean
bag8,APSFailure,cluster_membership_k10_feature_cumshift,test_time_variant,M20_cluster_membership,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0074044151490996,0.0003909840418042,True,near_perfect_baseline,5.015574343651952,,4.2414069350297785,,False,abs_delta_mean
bag8,APSFailure,cluster_membership_k10_weight,test_time_variant,M20_cluster_membership,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0080055896241903,-0.0002101904332864,True,near_perfect_baseline,-2.696339573368687,,-2.922742355338374,,False,abs_delta_mean
bag8,APSFailure,cluster_membership_k15_both,test_time_variant,M20_cluster_membership,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0075819858107406,0.0002134133801632,True,near_perfect_baseline,2.7376837918993515,,2.353596144149489,,False,abs_delta_mean
bag8,APSFailure,cluster_membership_k5_both,test_time_variant,M20_cluster_membership,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0084202127743491,-0.0006248135834452,True,near_perfect_baseline,-8.015158276619635,,-8.704539142683885,,False,abs_delta_mean
bag8,APSFailure,cluster_membership_k5_feature,test_time_variant,M20_cluster_membership,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.00824634874703,-0.0004509495561261,True,near_perfect_baseline,-5.784816724361623,,-6.317803671005287,,False,abs_delta_mean
bag8,APSFailure,freq_enc_train_only,train_only_version,baselines,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077953991909039,0.0,True,near_perfect_baseline,0.0,,0.0,,False,abs_delta_mean
bag8,APSFailure,freq_ratio_log,test_time_variant,M2_freq_ratio,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077953991909039,0.0,True,near_perfect_baseline,0.0,,0.0,,False,abs_delta_mean
bag8,APSFailure,freq_ratio_log__sel_combined_intersection,test_time_variant,selective,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079898989131166,-0.0001944997222127,True,near_perfect_baseline,-2.495057885421702,,-2.537956374277425,,False,abs_delta_mean
bag8,APSFailure,freq_ratio_log__sel_combined_union,test_time_variant,selective,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0078615815677474,-6.618237684356358e-05,True,near_perfect_baseline,-0.8489927869350028,,-0.7682346908541916,,False,abs_delta_mean
bag8,APSFailure,freq_ratio_v2_both_gated,test_time_variant,M2_freq_ratio,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077953991909039,0.0,True,near_perfect_baseline,0.0,,0.0,,False,abs_delta_mean
bag8,APSFailure,freq_ratio_v2_diff_gated,test_time_variant,M2_freq_ratio,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077953991909039,0.0,True,near_perfect_baseline,0.0,,0.0,,False,abs_delta_mean
bag8,APSFailure,freq_ratio_v2_ratio_gated,test_time_variant,M2_freq_ratio,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077953991909039,0.0,True,near_perfect_baseline,0.0,,0.0,,False,abs_delta_mean
bag8,APSFailure,freq_ratio_v2_ratio_ungated,test_time_variant,M2_freq_ratio,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077953991909039,0.0,True,near_perfect_baseline,0.0,,0.0,,False,abs_delta_mean
bag8,APSFailure,groupby_shift_cohen_d,test_time_variant,M14_groupby,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0072746261521699,0.0005207730387339,True,near_perfect_baseline,6.680517905249234,,5.729535776111065,,False,abs_delta_mean
bag8,APSFailure,groupby_shift_cohen_d__sel_combined_intersection,test_time_variant,selective,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079898989131166,-0.0001944997222127,True,near_perfect_baseline,-2.495057885421702,,-2.537956374277425,,False,abs_delta_mean
bag8,APSFailure,groupby_shift_cohen_d__sel_combined_union,test_time_variant,selective,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0078710775991183,-7.567840821446718e-05,True,near_perfect_baseline,-0.970808631619186,,-1.3049590165437606,,False,abs_delta_mean
bag8,APSFailure,groupby_shift_cohen_d_min10,test_time_variant,M14_groupby,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0075525611299609,0.0002428380609429,True,near_perfect_baseline,3.1151459341085928,,2.5150581178252183,,False,abs_delta_mean
bag8,APSFailure,groupby_shift_ratio_log,test_time_variant,M14_groupby,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0074849868449667,0.0003104123459371,True,near_perfect_baseline,3.98199422935694,,3.711607590915978,,False,abs_delta_mean
bag8,APSFailure,groupby_shift_ratio_raw,test_time_variant,M14_groupby,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0075225555525437,0.0002728436383601,True,near_perfect_baseline,3.500059864523069,,2.502031384085223,,False,abs_delta_mean
bag8,APSFailure,groupby_train_only,train_only_version,baselines,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0076288484183115,0.0001665507725923,True,near_perfect_baseline,2.1365265397401125,,0.6410970167282626,,False,abs_delta_mean
bag8,APSFailure,joint_freq_combined,test_time_variant,M1_joint_freq,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077953991909039,0.0,True,near_perfect_baseline,0.0,,0.0,,False,abs_delta_mean
bag8,APSFailure,joint_freq_combined__sel_combined_intersection,test_time_variant,selective,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079898989131166,-0.0001944997222127,True,near_perfect_baseline,-2.495057885421702,,-2.537956374277425,,False,abs_delta_mean
bag8,APSFailure,joint_freq_combined__sel_combined_union,test_time_variant,selective,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0078615815677474,-6.618237684356358e-05,True,near_perfect_baseline,-0.8489927869350028,,-0.7682346908541916,,False,abs_delta_mean
bag8,APSFailure,joint_freq_separate,test_time_variant,M1_joint_freq,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077953991909039,0.0,True,near_perfect_baseline,0.0,,0.0,,False,abs_delta_mean
bag8,APSFailure,joint_freq_separate__sel_combined_intersection,test_time_variant,selective,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079898989131166,-0.0001944997222127,True,near_perfect_baseline,-2.495057885421702,,-2.537956374277425,,False,abs_delta_mean
bag8,APSFailure,joint_freq_separate__sel_combined_union,test_time_variant,selective,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0078615815677474,-6.618237684356358e-05,True,near_perfect_baseline,-0.8489927869350028,,-0.7682346908541916,,False,abs_delta_mean
bag8,APSFailure,joint_groupby_combined,test_time_variant,M14_groupby,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.007425056389698,0.0003703428012059,True,near_perfect_baseline,4.750786869748214,,3.4650155289965543,,False,abs_delta_mean
bag8,APSFailure,joint_groupby_combined__sel_combined_intersection,test_time_variant,selective,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079898989131166,-0.0001944997222127,True,near_perfect_baseline,-2.495057885421702,,-2.537956374277425,,False,abs_delta_mean
bag8,APSFailure,joint_groupby_combined__sel_combined_union,test_time_variant,selective,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0078829262204378,-8.752702953396252e-05,True,near_perfect_baseline,-1.12280368702725,,-0.9504981815387912,,False,abs_delta_mean
bag8,APSFailure,joint_groupby_mean_only,test_time_variant,M14_groupby,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077241653144628,7.123387644110875e-05,True,near_perfect_baseline,0.9137938250067904,,0.4516906833545147,,False,abs_delta_mean
bag8,APSFailure,joint_groupby_separate,test_time_variant,M14_groupby,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0073676210553644,0.0004277781355394,True,near_perfect_baseline,5.487571900597393,,4.907943599535875,,False,abs_delta_mean
bag8,APSFailure,joint_pca_10,test_time_variant,M3_joint_pca,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0078311649707408,-3.576577983688267e-05,True,near_perfect_baseline,-0.4588062645799484,,-0.4397253850978084,,False,abs_delta_mean
bag8,APSFailure,joint_pca_5,test_time_variant,M3_joint_pca,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077641445550414,3.125463586250987e-05,True,near_perfect_baseline,0.4009369513620214,,0.4903786664783716,,False,abs_delta_mean
bag8,APSFailure,joint_pca_var90,test_time_variant,M3_joint_pca,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.007633040014953,0.0001623591759509,True,near_perfect_baseline,2.082756405090226,,1.1193531971205417,,False,abs_delta_mean
bag8,APSFailure,joint_pca_var95,test_time_variant,M3_joint_pca,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0074688557921866,0.0003265433987172,True,near_perfect_baseline,4.188924655690312,,3.687845579583808,,False,abs_delta_mean
bag8,APSFailure,joint_scaling,test_time_variant,M5_joint_scaling,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079726614603654,-0.0001772622694615,True,near_perfect_baseline,-2.273934472378793,,-2.684940139474892,,False,abs_delta_mean
bag8,APSFailure,joint_tsne_2d_p30,test_time_variant,M3b_joint_tsne,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0075779736527073,0.0002174255381965,True,near_perfect_baseline,2.7891520738321542,,3.584245296247501,,False,abs_delta_mean
bag8,APSFailure,joint_tsne_2d_p50,test_time_variant,M3b_joint_tsne,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0076082626985045,0.0001871364923993,True,near_perfect_baseline,2.4006017885236126,,3.3700006127247804,,False,abs_delta_mean
bag8,APSFailure,joint_tsne_3d_p30,test_time_variant,M3b_joint_tsne,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0073897843050722,0.0004056148858317,True,near_perfect_baseline,5.20325997294679,,4.591409608050248,,False,abs_delta_mean
bag8,APSFailure,label_prop_k10_a05,test_time_variant,M8_label_prop,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0081880465616733,-0.0003926473707694,True,near_perfect_baseline,-5.036911659734097,,-5.310491185563811,,False,abs_delta_mean
bag8,APSFailure,label_prop_k15_a05,test_time_variant,M8_label_prop,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0078807457066963,-8.534651579243195e-05,True,near_perfect_baseline,-1.094831883555354,,-2.661869306845071,,False,abs_delta_mean
bag8,APSFailure,label_prop_k15_a08,test_time_variant,M8_label_prop,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079615942097232,-0.0001661950188193,True,near_perfect_baseline,-2.131962902083031,,-3.375208993532409,,False,abs_delta_mean
bag8,APSFailure,label_prop_v3_adaptive,test_time_variant,M8_label_prop,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0080168179233734,-0.0002214187324695,True,near_perfect_baseline,-2.840377087140571,,-1.5657352793616264,,False,abs_delta_mean
bag8,APSFailure,label_prop_v3_t005_k10,test_time_variant,M8_label_prop,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0081197976767544,-0.0003243984858505,True,near_perfect_baseline,-4.161409543068588,,-4.330500674424566,,False,abs_delta_mean
bag8,APSFailure,label_prop_v3_t005_k15,test_time_variant,M8_label_prop,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0082998063449459,-0.000504407154042,True,near_perfect_baseline,-6.470575036498346,,-6.074945523477258,,False,abs_delta_mean
bag8,APSFailure,label_prop_v3_t01_k15,test_time_variant,M8_label_prop,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079443452193562,-0.0001489460284523,True,near_perfect_baseline,-1.910691483588352,,-1.952644687958136,,False,abs_delta_mean
bag8,APSFailure,label_prop_weighted_adaptive_a05,test_time_variant,M8_label_prop,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0081583183969815,-0.0003629192060776,True,near_perfect_baseline,-4.655556401795873,,-6.696610873420736,,False,abs_delta_mean
bag8,APSFailure,label_prop_weighted_k10_a05,test_time_variant,M8_label_prop,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0085021669442944,-0.0007067677533905,True,near_perfect_baseline,-9.066472878197752,,-10.32596800957081,,False,abs_delta_mean
bag8,APSFailure,label_prop_weighted_k15_a05,test_time_variant,M8_label_prop,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.00811916304415,-0.0003237638532461,True,near_perfect_baseline,-4.153268425611309,,-5.491297973557828,,False,abs_delta_mean
bag8,APSFailure,label_prop_weighted_k15_a08,test_time_variant,M8_label_prop,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077077997803614,8.759941054251967e-05,True,near_perfect_baseline,1.1237321963541715,,-1.0510219960755147,,False,abs_delta_mean
bag8,APSFailure,leaf_density_conf,test_time_variant,M18_leaf_density,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0077595544325821,3.5844758321782834e-05,True,near_perfect_baseline,0.4598194068574276,,0.0065118259581618,,False,abs_delta_mean
bag8,APSFailure,leaf_density_conf_cumshift,test_time_variant,M18_leaf_density,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0080409732603485,-0.0002455740694446,True,near_perfect_baseline,-3.1502436684860182,,-2.823681241802016,,False,abs_delta_mean
bag8,APSFailure,leaf_density_conf_deep,test_time_variant,M18_leaf_density,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0079249320017712,-0.0001295328108673,True,near_perfect_baseline,-1.661657186439783,,-1.2103890356466096,,False,abs_delta_mean
bag8,APSFailure,leaf_density_conf_shallow,test_time_variant,M18_leaf_density,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.008225962736338,-0.0004305635454341,True,near_perfect_baseline,-5.523303359968769,,-5.932829319151576,,False,abs_delta_mean
bag8,APSFailure,leaf_density_embed_k10,test_time_variant,M18_leaf_density,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0078504742222974,-5.507503139353295e-05,True,near_perfect_baseline,-0.7065068772590514,,0.40588454566816,,False,abs_delta_mean
bag8,APSFailure,leaf_density_embed_k10_cumshift,test_time_variant,M18_leaf_density,TabArena_IID,classification,2,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0069729917007093,0.0071286043674624,-0.0001556126667531,True,near_perfect_baseline,-2.2316485295299446,,-2.275332597394619,,False,abs_delta_mean
bag8,APSFailure,leaf_density_embed_k20,test_time_variant,M18_leaf_density,TabArena_IID,classification,1,True,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0053627177280738,0.0046180795042751,0.0007446382237986,True,near_perfect_baseline,13.885463706219014,,13.885463706219014,,False,abs_delta_mean
bag8,APSFailure,leaf_density_embed_k5,test_time_variant,M18_leaf_density,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.007673613984559,0.0001217852063448,True,near_perfect_baseline,1.5622703002424805,,1.439665105956937,,False,abs_delta_mean
bag8,APSFailure,nearest_test_k10_both,test_time_variant,M16_nearest_test_dist,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0110159601080245,-0.0032205609171206,True,near_perfect_baseline,-41.313611250063474,,-48.43497812360178,,False,abs_delta_mean
bag8,APSFailure,nearest_test_k10_cumshift_both,test_time_variant,M16_nearest_test_dist,TabArena_IID,classification,3,False,50666,25334,170,0,170,0.0,0.5018079,0.0059871498851508,DAUC < 0.55,source::APSFailure,,0.0077953991909039,0.0113206048253973,-0.0035252056344933,True,near_perfect_baseline,-45.221617882080885,,-49.37665624493054,,False,abs_delta_mean
