model,method_key,method_role,estimator,near_perfect_policy,n_tabarena_datasets,datasets_with_any_positive_fold,datasets_all_folds_positive,datasets_all_folds_nonnegative,datasets_mixed_positive_negative
tabpfn,target_enc_standard_m5,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,26,12,3,3,9
tabpfn,targeted_groupby_top3,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,26,18,2,2,16
tabpfn,targeted_groupby_top3_shifted_agg,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,26,19,2,2,17
tabpfn,targeted_groupby_top5,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,26,17,3,3,14
tabpfn,targeted_groupby_top5_shifted_agg,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,26,20,3,3,17
tabpfn,tdda_k10_lam07_aug1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,20,9,3,3,6
tabpfn,tdda_k5_lam06_aug1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,20,9,3,3,6
tabpfn,tdda_k5_lam07_aug1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,20,9,3,3,6
tabpfn,tdda_k5_lam07_aug1_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,20,9,3,3,6
tabpfn,tdda_k5_lam07_aug2,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,17,2,1,1,1
tabpfn,tdda_k5_lam08_aug1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,20,6,3,3,3
tabpfn,tdda_v2_k10_lam07_pfl_dw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,20,8,3,3,5
tabpfn,tdda_v2_k5_lam06_pfl_dw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,20,9,3,3,6
tabpfn,tdda_v2_k5_lam07_nopfl_dw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,20,9,3,3,6
tabpfn,tdda_v2_k5_lam07_pfl_dw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,20,8,2,2,6
tabpfn,tdda_v2_k5_lam07_pfl_dw_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,20,10,3,3,7
tabpfn,tdda_v2_k5_lam07_pfl_nodw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,20,8,2,2,6
tabpfn,train_only_scaling,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,26,21,4,4,17
