model,method_key,dataset,dataset_lift_pct,variant_mean_all_pct,variant_mean_without_dataset_pct,mean_change_when_removed_pct,influence_direction,absolute_influence_rank
bag8,joint_freq_separate__sel_combined_intersection,diamonds,0.4797844983284417,0.2604726634142643,0.2578925241799799,-0.0025801392342844065,pulls_mean_up,70.0
bag8,joint_freq_separate__sel_combined_intersection,tabred_homesite__gap_near,0.4838757265516999,0.2604726634142643,0.2578443920832357,-0.0026282713310286088,pulls_mean_up,69.0
bag8,joint_freq_separate__sel_combined_intersection,hiva_agnostic,0.5436963931460224,0.2604726634142643,0.25714061953506717,-0.0033320438791971108,pulls_mean_up,31.0
bag8,joint_freq_separate__sel_combined_intersection,students_dropout_and_academic_success,0.7318462206379175,0.2604726634142643,0.2549270921528096,-0.005545571261454663,pulls_mean_up,21.0
bag8,joint_freq_separate__sel_combined_intersection,churn,1.0356445237310057,0.2604726634142643,0.2513529944693615,-0.009119668944902792,pulls_mean_up,17.0
bag8,joint_freq_separate__sel_combined_intersection,Is-this-a-good-customer,1.0921634885063245,0.2604726634142643,0.25068806547200473,-0.009784597942259554,pulls_mean_up,16.0
bag8,joint_freq_separate__sel_combined_intersection,tabred_homesite,1.1656861487325625,0.2604726634142643,0.2498230929987549,-0.010649570415509374,pulls_mean_up,14.0
bag8,joint_freq_separate__sel_combined_intersection,online_shoppers_intention,1.209874111717047,0.2604726634142643,0.2493032346107022,-0.011169428803562087,pulls_mean_up,12.0
bag8,joint_freq_separate__sel_combined_intersection,maternal_health_risk,1.7007154195693202,0.2604726634142643,0.24352863098891073,-0.016944032425353556,pulls_mean_up,8.0
bag8,joint_freq_separate__sel_combined_intersection,in_vehicle_coupon_recommendation,2.3313744771539904,0.2604726634142643,0.23610911266438522,-0.02436355074987906,pulls_mean_up,6.0
bag8,joint_freq_separate__sel_combined_intersection,Marketing_Campaign,2.728737555549537,0.2604726634142643,0.2314342529185552,-0.02903841049570907,pulls_mean_up,5.0
bag8,joint_freq_separate__sel_combined_intersection,kddcup09_appetency,3.881472912925229,0.2604726634142643,0.2178726604788412,-0.04260000293542307,pulls_mean_up,3.0
bag8,joint_freq_separate__sel_combined_intersection,MIC,3.883535759569388,0.2604726634142643,0.21784839169479225,-0.04262427171947203,pulls_mean_up,2.0
bag8,joint_freq_separate__sel_combined_intersection,Amazon_employee_access,6.861174034732215,0.2604726634142643,0.18281735316346487,-0.07765531025079941,pulls_mean_up,1.0
tabpfn,freq_ratio_log__sel_combined_intersection,taiwanese_bankruptcy_prediction,-1.4457740079734345,1.015344501018552,1.0712790125865517,0.05593451156799967,pulls_mean_down,7.0
tabpfn,freq_ratio_log__sel_combined_intersection,Is-this-a-good-customer,-0.9888323839040288,1.015344501018552,1.0608939756758835,0.0455494746573315,pulls_mean_down,8.0
tabpfn,freq_ratio_log__sel_combined_intersection,diabetes,-0.8074278471983178,1.015344501018552,1.056771145296208,0.04142664427765608,pulls_mean_down,9.0
tabpfn,freq_ratio_log__sel_combined_intersection,coil2000_insurance_policies,-0.4537056834587121,1.015344501018552,1.0487320052112172,0.03338750419266523,pulls_mean_down,10.0
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_delivery_eta__gap_far,-0.4261165011360588,1.015344501018552,1.0481049783402476,0.032760477321695625,pulls_mean_down,11.0
tabpfn,freq_ratio_log__sel_combined_intersection,QSAR_fish_toxicity,-0.288781449201989,1.015344501018552,1.044983727159928,0.02963922614137604,pulls_mean_down,12.0
tabpfn,freq_ratio_log__sel_combined_intersection,synthetic_shift_0.0,-0.2428284755645351,1.015344501018552,1.0439393413954403,0.02859484037688831,pulls_mean_down,13.0
tabpfn,freq_ratio_log__sel_combined_intersection,Marketing_Campaign,-0.2373779157732131,1.015344501018552,1.0438154650365468,0.02847096401799476,pulls_mean_down,14.0
tabpfn,freq_ratio_log__sel_combined_intersection,Fitness_Club,-0.2237124062066948,1.015344501018552,1.0435048852736712,0.028160384255119242,pulls_mean_down,15.0
