model,method_key,dataset,dataset_family,n_folds,positive_folds,tie_folds,negative_folds,all_folds_positive,all_folds_nonnegative,mixed_positive_negative
bag8,joint_freq_separate,diabetes_hospital,real_shift,1,0,0,1,False,False,False
bag8,joint_freq_separate,diamonds,TabArena_IID,3,3,0,0,True,True,False
bag8,joint_freq_separate,folktables_coverage,Folktables,1,1,0,0,False,True,False
bag8,joint_freq_separate,folktables_coverage_covid,Folktables,1,1,0,0,False,True,False
bag8,joint_freq_separate,folktables_employment,Folktables,1,0,0,1,False,False,False
bag8,joint_freq_separate,folktables_income,Folktables,1,0,0,1,False,False,False
bag8,joint_freq_separate,folktables_mobility,Folktables,1,0,0,1,False,False,False
bag8,joint_freq_separate,folktables_travel_time,Folktables,1,0,0,1,False,False,False
bag8,joint_freq_separate,folktables_travel_time_covid,Folktables,1,0,0,1,False,False,False
bag8,joint_freq_separate,gas_sensor_drift,real_shift,1,0,1,0,False,True,False
bag8,joint_freq_separate,hazelnut-spread-contaminant-detection,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate,healthcare_insurance_expenses,TabArena_IID,3,2,0,1,False,False,True
bag8,joint_freq_separate,heloc,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate,hiva_agnostic,TabArena_IID,3,2,0,1,False,False,True
bag8,joint_freq_separate,houses,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate,in_vehicle_coupon_recommendation,TabArena_IID,3,3,0,0,True,True,False
bag8,joint_freq_separate,jm1,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate,kddcup09_appetency,TabArena_IID,3,3,0,0,True,True,False
bag8,joint_freq_separate,lending_club,real_shift,1,1,0,0,False,True,False
bag8,joint_freq_separate,maternal_health_risk,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate,miami_housing,TabArena_IID,3,0,1,2,False,False,False
bag8,joint_freq_separate,online_shoppers_intention,TabArena_IID,3,3,0,0,True,True,False
bag8,joint_freq_separate,physiochemical_protein,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate,polish_companies_bankruptcy,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate,qsar-biodeg,TabArena_IID,3,2,0,1,False,False,True
bag8,joint_freq_separate,seismic-bumps,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate,shifts_weather,real_shift,1,0,1,0,False,True,False
bag8,joint_freq_separate,students_dropout_and_academic_success,TabArena_IID,3,2,0,1,False,False,True
bag8,joint_freq_separate,superconductivity,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate,synthetic_label_shift,synthetic,1,1,0,0,False,True,False
bag8,joint_freq_separate,synthetic_large_test,synthetic,1,1,0,0,False,True,False
bag8,joint_freq_separate,synthetic_partial_shift,synthetic,1,1,0,0,False,True,False
bag8,joint_freq_separate,synthetic_shift_0.0,synthetic,1,1,0,0,False,True,False
bag8,joint_freq_separate,synthetic_shift_0.5,synthetic,1,1,0,0,False,True,False
bag8,joint_freq_separate,synthetic_shift_1.0,synthetic,1,0,0,1,False,False,False
bag8,joint_freq_separate,synthetic_shift_3.0,synthetic,1,0,0,1,False,False,False
bag8,joint_freq_separate,synthetic_shift_5.0,synthetic,1,1,0,0,False,True,False
bag8,joint_freq_separate,synthetic_small_test,synthetic,1,0,0,1,False,False,False
bag8,joint_freq_separate,tabred_cooking_time,TabReD,1,0,0,1,False,False,False
bag8,joint_freq_separate,tabred_delivery_eta,TabReD,1,0,1,0,False,True,False
bag8,joint_freq_separate,tabred_delivery_eta__gap_far,TabReD_gap,1,0,1,0,False,True,False
bag8,joint_freq_separate,tabred_delivery_eta__gap_maxdiff,TabReD_gap,1,0,1,0,False,True,False
bag8,joint_freq_separate,tabred_delivery_eta__gap_near,TabReD_gap,1,0,1,0,False,True,False
bag8,joint_freq_separate,tabred_ecom_offers,TabReD,1,0,1,0,False,True,False
bag8,joint_freq_separate,tabred_homesite,TabReD,1,1,0,0,False,True,False
bag8,joint_freq_separate,tabred_homesite__gap_far,TabReD_gap,1,0,0,1,False,False,False
bag8,joint_freq_separate,tabred_homesite__gap_near,TabReD_gap,1,1,0,0,False,True,False
bag8,joint_freq_separate,tabred_sberbank,TabReD,1,0,0,1,False,False,False
bag8,joint_freq_separate,tabred_sberbank__gap_far,TabReD_gap,1,1,0,0,False,True,False
bag8,joint_freq_separate,tabred_sberbank__gap_near,TabReD_gap,1,1,0,0,False,True,False
bag8,joint_freq_separate,tabred_weather,TabReD,1,0,1,0,False,True,False
bag8,joint_freq_separate,tabred_weather__gap_far,TabReD_gap,1,0,1,0,False,True,False
bag8,joint_freq_separate,tabred_weather__gap_maxdiff,TabReD_gap,1,0,1,0,False,True,False
bag8,joint_freq_separate,tabred_weather__gap_near,TabReD_gap,1,0,1,0,False,True,False
bag8,joint_freq_separate,taiwanese_bankruptcy_prediction,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate,tschalzev_mbgm,tschalzev_IID,1,1,0,0,False,True,False
bag8,joint_freq_separate,tschalzev_ogpcc,tschalzev_IID,1,0,1,0,False,True,False
bag8,joint_freq_separate,tschalzev_sctp,tschalzev_IID,1,0,1,0,False,True,False
bag8,joint_freq_separate,website_phishing,TabArena_IID,3,0,0,3,False,False,False
bag8,joint_freq_separate,wine_quality,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,Amazon_employee_access,TabArena_IID,3,3,0,0,True,True,False
bag8,joint_freq_separate__sel_combined_intersection,Another-Dataset-on-used-Fiat-500,TabArena_IID,3,0,1,2,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,Bank_Customer_Churn,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,Bioresponse,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,Diabetes130US,TabArena_IID,3,3,0,0,True,True,False
bag8,joint_freq_separate__sel_combined_intersection,E-CommereShippingData,TabArena_IID,3,1,1,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,Fitness_Club,TabArena_IID,3,1,1,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,Food_Delivery_Time,TabArena_IID,3,2,0,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,GiveMeSomeCredit,TabArena_IID,3,0,2,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,HR_Analytics_Job_Change_of_Data_Scientists,TabArena_IID,3,3,0,0,True,True,False
bag8,joint_freq_separate__sel_combined_intersection,Is-this-a-good-customer,TabArena_IID,3,1,0,2,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,MIC,TabArena_IID,3,2,0,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,Marketing_Campaign,TabArena_IID,3,3,0,0,True,True,False
bag8,joint_freq_separate__sel_combined_intersection,QSAR-TID-11,TabArena_IID,3,1,0,2,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,QSAR_fish_toxicity,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,airfoil_self_noise,TabArena_IID,3,1,2,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,bank-marketing,TabArena_IID,3,2,0,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,bike_sharing,real_shift,1,0,1,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,blood-transfusion-service-center,TabArena_IID,3,0,2,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,brfss_diabetes,real_shift,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,churn,TabArena_IID,3,1,1,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,coil2000_insurance_policies,TabArena_IID,3,2,0,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,concrete_compressive_strength,TabArena_IID,3,1,0,2,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,credit-g,TabArena_IID,3,1,0,2,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,credit_card_clients_default,TabArena_IID,3,2,1,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,diabetes,TabArena_IID,3,1,1,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,diabetes_hospital,real_shift,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,diamonds,TabArena_IID,3,3,0,0,True,True,False
bag8,joint_freq_separate__sel_combined_intersection,folktables_coverage,Folktables,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,folktables_coverage_covid,Folktables,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,folktables_employment,Folktables,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,folktables_income,Folktables,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,folktables_mobility,Folktables,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,folktables_travel_time,Folktables,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,folktables_travel_time_covid,Folktables,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,gas_sensor_drift,real_shift,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,hazelnut-spread-contaminant-detection,TabArena_IID,3,2,0,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,healthcare_insurance_expenses,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,heloc,TabArena_IID,3,0,3,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,hiva_agnostic,TabArena_IID,3,2,0,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,houses,TabArena_IID,3,3,0,0,True,True,False
bag8,joint_freq_separate__sel_combined_intersection,in_vehicle_coupon_recommendation,TabArena_IID,3,3,0,0,True,True,False
bag8,joint_freq_separate__sel_combined_intersection,jm1,TabArena_IID,3,2,0,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,kddcup09_appetency,TabArena_IID,3,3,0,0,True,True,False
bag8,joint_freq_separate__sel_combined_intersection,lending_club,real_shift,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,maternal_health_risk,TabArena_IID,3,2,1,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,miami_housing,TabArena_IID,3,0,0,3,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,online_shoppers_intention,TabArena_IID,3,3,0,0,True,True,False
bag8,joint_freq_separate__sel_combined_intersection,physiochemical_protein,TabArena_IID,3,1,0,2,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,polish_companies_bankruptcy,TabArena_IID,3,2,0,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,qsar-biodeg,TabArena_IID,3,1,1,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,seismic-bumps,TabArena_IID,3,0,2,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,shifts_weather,real_shift,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,students_dropout_and_academic_success,TabArena_IID,3,2,0,1,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,superconductivity,TabArena_IID,3,0,0,3,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,synthetic_label_shift,synthetic,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,synthetic_large_test,synthetic,1,0,1,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,synthetic_partial_shift,synthetic,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,synthetic_shift_0.0,synthetic,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,synthetic_shift_0.5,synthetic,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,synthetic_shift_1.0,synthetic,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,synthetic_shift_3.0,synthetic,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,synthetic_shift_5.0,synthetic,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,synthetic_small_test,synthetic,1,0,1,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_cooking_time,TabReD,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_delivery_eta,TabReD,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_delivery_eta__gap_far,TabReD_gap,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_delivery_eta__gap_maxdiff,TabReD_gap,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_delivery_eta__gap_near,TabReD_gap,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_ecom_offers,TabReD,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_homesite,TabReD,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_homesite__gap_far,TabReD_gap,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_homesite__gap_near,TabReD_gap,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_sberbank,TabReD,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_sberbank__gap_far,TabReD_gap,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_sberbank__gap_near,TabReD_gap,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_weather,TabReD,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_weather__gap_far,TabReD_gap,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_weather__gap_maxdiff,TabReD_gap,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,tabred_weather__gap_near,TabReD_gap,1,0,0,1,False,False,False
bag8,joint_freq_separate__sel_combined_intersection,taiwanese_bankruptcy_prediction,TabArena_IID,3,1,0,2,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,tschalzev_mbgm,tschalzev_IID,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,tschalzev_ogpcc,tschalzev_IID,1,1,0,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,tschalzev_sctp,tschalzev_IID,1,0,1,0,False,True,False
bag8,joint_freq_separate__sel_combined_intersection,website_phishing,TabArena_IID,3,1,0,2,False,False,True
bag8,joint_freq_separate__sel_combined_intersection,wine_quality,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,Another-Dataset-on-used-Fiat-500,TabArena_IID,3,3,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,Bank_Customer_Churn,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,E-CommereShippingData,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,Fitness_Club,TabArena_IID,3,0,1,2,False,False,False
tabpfn,freq_ratio_log__sel_combined_intersection,Is-this-a-good-customer,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,MIC,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,Marketing_Campaign,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,QSAR_fish_toxicity,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,airfoil_self_noise,TabArena_IID,3,1,2,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,bike_sharing,real_shift,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,blood-transfusion-service-center,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,churn,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,coil2000_insurance_policies,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,concrete_compressive_strength,TabArena_IID,3,3,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,credit-g,TabArena_IID,3,3,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,diabetes,TabArena_IID,3,0,0,3,False,False,False
tabpfn,freq_ratio_log__sel_combined_intersection,gas_sensor_drift,real_shift,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,healthcare_insurance_expenses,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,heloc,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,jm1,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,maternal_health_risk,TabArena_IID,3,3,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,online_shoppers_intention,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,polish_companies_bankruptcy,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,qsar-biodeg,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,seismic-bumps,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,students_dropout_and_academic_success,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,synthetic_large_test,synthetic,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_intersection,synthetic_shift_0.0,synthetic,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_intersection,synthetic_shift_0.5,synthetic,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_intersection,synthetic_shift_1.0,synthetic,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,synthetic_shift_3.0,synthetic,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,synthetic_shift_5.0,synthetic,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_delivery_eta__gap_far,TabReD_gap,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_delivery_eta__gap_maxdiff,TabReD_gap,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_delivery_eta__gap_near,TabReD_gap,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_homesite__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_homesite__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_sberbank__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_sberbank__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_weather__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_weather__gap_maxdiff,TabReD_gap,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_weather__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,taiwanese_bankruptcy_prediction,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_intersection,tschalzev_mbgm,tschalzev_IID,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,website_phishing,TabArena_IID,2,2,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_intersection,wine_quality,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,Another-Dataset-on-used-Fiat-500,TabArena_IID,3,3,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_union,Bank_Customer_Churn,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,E-CommereShippingData,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,Fitness_Club,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,Is-this-a-good-customer,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,MIC,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,Marketing_Campaign,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,QSAR_fish_toxicity,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,airfoil_self_noise,TabArena_IID,3,3,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_union,bike_sharing,real_shift,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_union,blood-transfusion-service-center,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,churn,TabArena_IID,3,3,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_union,coil2000_insurance_policies,TabArena_IID,3,0,0,3,False,False,False
tabpfn,freq_ratio_log__sel_combined_union,concrete_compressive_strength,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,credit-g,TabArena_IID,3,3,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_union,diabetes,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,gas_sensor_drift,real_shift,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_union,healthcare_insurance_expenses,TabArena_IID,3,3,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_union,heloc,TabArena_IID,3,0,0,3,False,False,False
tabpfn,freq_ratio_log__sel_combined_union,jm1,TabArena_IID,3,3,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_union,maternal_health_risk,TabArena_IID,3,3,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_union,online_shoppers_intention,TabArena_IID,3,3,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_union,polish_companies_bankruptcy,TabArena_IID,3,3,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_union,qsar-biodeg,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,seismic-bumps,TabArena_IID,3,2,0,1,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,students_dropout_and_academic_success,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,synthetic_large_test,synthetic,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_union,synthetic_shift_0.0,synthetic,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_union,synthetic_shift_0.5,synthetic,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_union,synthetic_shift_1.0,synthetic,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_union,synthetic_shift_3.0,synthetic,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_union,synthetic_shift_5.0,synthetic,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_union,tabred_delivery_eta__gap_far,TabReD_gap,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_union,tabred_delivery_eta__gap_maxdiff,TabReD_gap,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_union,tabred_delivery_eta__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_union,tabred_homesite__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_union,tabred_homesite__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_union,tabred_sberbank__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_union,tabred_sberbank__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,freq_ratio_log__sel_combined_union,tabred_weather__gap_far,TabReD_gap,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_union,tabred_weather__gap_maxdiff,TabReD_gap,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_union,tabred_weather__gap_near,TabReD_gap,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_union,taiwanese_bankruptcy_prediction,TabArena_IID,3,1,0,2,False,False,True
tabpfn,freq_ratio_log__sel_combined_union,tschalzev_mbgm,tschalzev_IID,1,0,0,1,False,False,False
tabpfn,freq_ratio_log__sel_combined_union,website_phishing,TabArena_IID,2,2,0,0,True,True,False
tabpfn,freq_ratio_log__sel_combined_union,wine_quality,TabArena_IID,3,1,0,2,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,Another-Dataset-on-used-Fiat-500,TabArena_IID,3,3,0,0,True,True,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,Bank_Customer_Churn,TabArena_IID,3,2,0,1,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,E-CommereShippingData,TabArena_IID,3,1,0,2,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,Fitness_Club,TabArena_IID,3,1,0,2,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,Is-this-a-good-customer,TabArena_IID,3,1,0,2,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,MIC,TabArena_IID,3,2,0,1,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,Marketing_Campaign,TabArena_IID,3,1,0,2,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,QSAR_fish_toxicity,TabArena_IID,3,1,0,2,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,airfoil_self_noise,TabArena_IID,3,1,2,0,False,True,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,bike_sharing,real_shift,1,1,0,0,False,True,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,blood-transfusion-service-center,TabArena_IID,3,2,0,1,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,churn,TabArena_IID,3,2,0,1,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,coil2000_insurance_policies,TabArena_IID,3,1,0,2,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,concrete_compressive_strength,TabArena_IID,3,3,0,0,True,True,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,credit-g,TabArena_IID,3,2,0,1,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,diabetes,TabArena_IID,3,0,0,3,False,False,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,gas_sensor_drift,real_shift,1,1,0,0,False,True,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,healthcare_insurance_expenses,TabArena_IID,3,2,0,1,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,heloc,TabArena_IID,3,2,0,1,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,jm1,TabArena_IID,3,1,0,2,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,maternal_health_risk,TabArena_IID,3,3,0,0,True,True,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,online_shoppers_intention,TabArena_IID,3,2,0,1,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,polish_companies_bankruptcy,TabArena_IID,3,2,0,1,False,False,True
