model,pair_label,pair_quality,joint_key,train_only_key,estimand,execution_n_datasets,near_perfect_datasets_masked,n_fold_cells,n_datasets,mean_lift_pct,median_lift_pct,median_ci95_low_pct,median_ci95_high_pct,median_ci_coverage,ci95_low_pct,ci95_high_pct,wins,ties,losses,win_rate_decided,win_ci95_low,win_ci95_high,t_p_positive,t_p_negative,sign_p_positive,sign_p_negative,p10_lift_pct,p90_lift_pct,worst_lift_pct,best_lift_pct,finite_denominator_consistent,t_p_positive_bh,t_p_positive_holm,t_p_negative_bh,t_p_negative_holm,sign_p_positive_bh,sign_p_positive_holm,sign_p_negative_bh,sign_p_negative_holm,positive_mean_ci,negative_mean_ci,reliable_positive_strict,consistently_harmful_strict,never_exceeds_inductive
tabicl,pca_5,same_hyperparameters,joint_pca_5,pca_train_only_5,direct_test_time_premium_pct,55,6,131,49,0.1113679503671797,-8.434083769414072e-05,-0.05542940320226058,0.06787836085769738,0.9556158390128502,-0.1458245363656486,0.36856043710000796,24,0,25,0.4897959183673469,0.34424742308761874,0.6366217418612179,0.1941440347874006,0.8058559652125994,0.612275172659217,0.5,-0.581049801134479,0.3793244763706532,-1.1948691177410449,4.951506359638309,True,0.3882880695748012,1.0,0.8623244983038278,1.0,0.76793371276128,1.0,0.8017040508912032,1.0,False,False,False,False,False
tabicl,pca_5,same_hyperparameters,joint_pca_5,pca_train_only_5,additive_test_time_premium_pct,55,6,131,49,0.1305191822801055,-8.434083769414072e-05,-0.0576525946694862,0.06803257631045294,0.9556158390128502,-0.14895962237144317,0.4099979869316542,24,0,25,0.4897959183673469,0.34424742308761874,0.6366217418612179,0.17621983731132074,0.8237801626886793,0.612275172659217,0.5,-0.5789901792153699,0.38417813229896297,-1.2359373498165174,5.226069011012684,True,0.36675488783681187,1.0,0.8623273348178075,1.0,0.76793371276128,1.0,0.8017040508912032,1.0,False,False,False,False,False
tabicl,pca_var90,same_hyperparameters,joint_pca_var90,pca_train_only_var90,direct_test_time_premium_pct,55,6,131,49,-0.07664062891122031,-0.0001012090564310382,-0.1983115244666289,0.038056661036683946,0.9556158390128502,-0.6520305954179892,0.4987493375955487,24,0,25,0.4897959183673469,0.34424742308761874,0.6366217418612179,0.6050042147832646,0.3949957852167354,0.612275172659217,0.5,-1.264313196730306,0.853748654391589,-8.475190673666283,8.542024977913817,True,0.7478353498830095,1.0,0.8623244983038278,1.0,0.76793371276128,1.0,0.8017040508912032,1.0,False,False,False,False,False
tabicl,pca_var90,same_hyperparameters,joint_pca_var90,pca_train_only_var90,additive_test_time_premium_pct,55,6,131,49,-0.06507411168458031,-0.00010120900521469863,-0.19845117789453542,0.03856124165976772,0.9556158390128502,-0.6627338200214429,0.5325855966522822,24,0,25,0.4897959183673469,0.34424742308761874,0.6366217418612179,0.5861801045824175,0.41381989541758246,0.612275172659217,0.5,-1.2697302523071676,0.8550337131679635,-7.793679719099532,9.297933517074275,True,0.7327251307280219,1.0,0.8623273348178075,1.0,0.76793371276128,1.0,0.8017040508912032,1.0,False,False,False,False,False
tabicl,pca_var95,same_hyperparameters,joint_pca_var95,pca_train_only_var95,direct_test_time_premium_pct,55,6,131,49,0.08386245130774467,0.0008183292830886107,-0.07424695895978091,0.06774646418489691,0.9556158390128502,-2.2838995803871707,2.4516244830026603,26,0,23,0.5306122448979592,0.38273073493375964,0.6746612748834463,0.471761840884161,0.5282381591158389,0.38772482734078295,0.7159137935754174,-0.7077037673015915,2.783231649858627,-47.58023177350246,28.327117829380246,True,0.7478353498830095,1.0,0.8623244983038278,1.0,0.76793371276128,1.0,0.8097866600797311,1.0,False,False,False,False,False
tabicl,pca_var95,same_hyperparameters,joint_pca_var95,pca_train_only_var95,additive_test_time_premium_pct,55,6,131,49,0.6709185562772769,0.000821777038576791,-0.07451556830448233,0.06790047996347578,0.9556158390128502,-1.8921146650991485,3.2339517776537026,26,0,23,0.5306122448979592,0.38273073493375964,0.6746612748834463,0.30054524172156283,0.6994547582784372,0.38772482734078295,0.7159137935754174,-0.7376424227871685,2.9547520384727264,-38.250857856425995,46.580069118144046,True,0.5009087362026047,1.0,0.8623273348178075,1.0,0.76793371276128,1.0,0.8097866600797311,1.0,False,False,False,False,False
tabicl,scaling_train_only,closer_pair_but_cat_encoding_also_differs,joint_scaling,train_only_scaling,direct_test_time_premium_pct,55,6,131,49,0.00309050818382222,0.0,-1.7818276671529463e-06,0.0,0.9556158390128502,-0.0025410258049685447,0.008722042172612986,17,13,19,0.4722222222222222,0.3040505887162664,0.64513620146269,0.13767550169617226,0.8623244983038277,0.691140341485152,0.4339697002142202,-0.00019056339287507976,0.00016382760697936005,-0.0015261450447689989,0.13674901310290713,True,0.3882880695748012,1.0,0.8623244983038278,1.0,0.76793371276128,1.0,0.8017040508912032,1.0,False,False,False,False,False
tabicl,scaling_train_only,closer_pair_but_cat_encoding_also_differs,joint_scaling,train_only_scaling,additive_test_time_premium_pct,55,6,131,49,0.0030905489937511996,0.0,-1.7818275991660376e-06,0.0,0.9556158390128502,-0.002540991975825525,0.008722089963327923,17,13,19,0.4722222222222222,0.3040505887162664,0.64513620146269,0.13767266518219237,0.8623273348178077,0.691140341485152,0.4339697002142202,-0.00019056323119712328,0.00016382779410461262,-0.0015262681652605812,0.13674901310290713,True,0.36675488783681187,1.0,0.8623273348178075,1.0,0.76793371276128,1.0,0.8017040508912032,1.0,False,False,False,False,False
tabicl,target_sensitivity_m10,loose_regularization_sensitivity,target_enc_ratio,target_enc_standard_m10,direct_test_time_premium_pct,55,6,131,49,0.14409981356541635,0.0,-8.074351637400398e-06,0.0002608526922268157,0.9556158390128502,-0.12251483097862564,0.41071445810945834,23,6,20,0.5348837209302325,0.3765472601100756,0.6882381209776504,0.14129666260004065,0.8587033373999593,0.38039582128067195,0.728807994071758,-0.03550008655818597,0.10077104829189365,-0.5132081357251267,6.413271166011015,True,0.3882880695748012,1.0,0.8623244983038278,1.0,0.76793371276128,1.0,0.8097866600797311,1.0,False,False,False,False,False
tabicl,target_sensitivity_m10,loose_regularization_sensitivity,target_enc_ratio,target_enc_standard_m10,additive_test_time_premium_pct,55,6,131,49,0.16124487400808027,0.0,-8.074350985448909e-06,0.00026074432760372234,0.9556158390128502,-0.14022106013861377,0.4627108081547743,23,6,20,0.5348837209302325,0.3765472601100756,0.6882381209776504,0.14377987477009008,0.85622012522991,0.38039582128067195,0.728807994071758,-0.035615755927216816,0.10123206951673965,-0.5464377790250177,7.267395832679993,True,0.36675488783681187,1.0,0.8623273348178075,1.0,0.76793371276128,1.0,0.8097866600797311,1.0,False,False,False,False,False
tabicl,target_sensitivity_m20,loose_regularization_sensitivity,target_enc_ratio,target_enc_standard_m20,direct_test_time_premium_pct,55,6,131,49,0.15393750745961715,0.0,-0.0003814931323322788,1.9927167397140736e-05,0.9556158390128502,-0.18825994186444295,0.49613495678367725,21,6,22,0.4883720930232558,0.33305135386489365,0.6453532269489863,0.18512813566256858,0.8148718643374314,0.619604178719328,0.5,-0.06463007090526061,0.07398103837697531,-0.4803258256838101,8.276607143512317,True,0.3882880695748012,1.0,0.8623244983038278,1.0,0.76793371276128,1.0,0.8017040508912032,1.0,False,False,False,False,False
tabicl,target_sensitivity_m20,loose_regularization_sensitivity,target_enc_ratio,target_enc_standard_m20,additive_test_time_premium_pct,55,6,131,49,0.1790837460910042,0.0,-0.0003815146002492607,1.9927167397140736e-05,0.9556158390128502,-0.21608812790645288,0.5742556200884612,21,6,22,0.4883720930232558,0.33305135386489365,0.6453532269489863,0.18337744391840594,0.8166225560815941,0.619604178719328,0.5,-0.0638077304944072,0.07745237789583395,-0.5115937417037973,9.569422078949863,True,0.36675488783681187,1.0,0.8623273348178075,1.0,0.76793371276128,1.0,0.8017040508912032,1.0,False,False,False,False,False
tabicl,target_sensitivity_m5,loose_regularization_sensitivity,target_enc_ratio,target_enc_standard_m5,direct_test_time_premium_pct,55,6,131,49,0.16044610181776287,0.0009390793824121117,0.0,0.0028919854983840932,0.9556158390128502,-0.14300000093085574,0.46389220456638147,28,4,17,0.6222222222222222,0.4654101126463728,0.7623217552722019,0.14652428559848885,0.8534757144015112,0.0675782254228352,0.9637728699187278,-0.06278002543766086,0.146810789751121,-0.4995291654710814,7.310486589330195,True,0.3882880695748012,1.0,0.8623244983038278,1.0,0.675782254228352,0.675782254228352,0.9637728699187278,1.0,False,False,False,False,False
tabicl,target_sensitivity_m5,loose_regularization_sensitivity,target_enc_ratio,target_enc_standard_m5,additive_test_time_premium_pct,55,6,131,49,0.18119075736395146,0.0009386862806448238,0.0,0.0028898004328152867,0.9556158390128502,-0.16523339361037576,0.5276149083382786,28,4,17,0.6222222222222222,0.4654101126463728,0.7623217552722019,0.14911852997600838,0.8508814700239916,0.0675782254228352,0.9637728699187278,-0.06342243585703838,0.14796902099416562,-0.5389907006661336,8.364291549630297,True,0.36675488783681187,1.0,0.8623273348178075,1.0,0.675782254228352,0.675782254228352,0.9637728699187278,1.0,False,False,False,False,False
tabpfn,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,direct_test_time_premium_pct,50,5,112,45,0.07778206800903652,0.0,-0.012157358716238105,0.0,0.9643021964448053,-0.1301360689796912,0.2857002049977642,9,19,17,0.34615384615384615,0.17214413800566641,0.5566719260423902,0.22744824519201007,0.7725517548079899,0.9622406512498856,0.08431877195835114,-0.23624028852906637,0.34310491721752057,-0.879301864258356,3.956638331384516,True,0.6708096582394575,1.0,0.7725517548079899,1.0,0.9937295243144035,1.0,0.2810625731945038,0.6745501756668091,False,False,False,False,False
tabpfn,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,additive_test_time_premium_pct,50,5,112,45,0.09305525134990487,0.0,-0.012155880882194138,0.0,0.9643021964448053,-0.14030374566067288,0.32641424836048266,9,19,17,0.34615384615384615,0.17214413800566641,0.5566719260423902,0.21295788280756162,0.7870421171924384,0.9622406512498856,0.08431877195835114,-0.23260489477815996,0.34779796171450644,-0.8848405239662812,4.612649048183367,True,0.6191295664934678,1.0,0.7870421171924384,1.0,0.9937295243144035,1.0,0.2810625731945038,0.6745501756668091,False,False,False,False,False
tabpfn,groupby,same_hyperparameters,joint_groupby_combined,groupby_train_only,direct_test_time_premium_pct,34,4,86,30,0.01164379950168357,0.0,-0.09752141854833818,0.18810122670573354,0.9572260547429323,-0.29753626665301225,0.32082386565637944,14,3,13,0.5185185185185185,0.31949654613338363,0.7133274518680603,0.4695667607676202,0.5304332392323797,0.5,0.6494459807872772,-0.6673094892630317,0.7353349234006642,-2.035399965031379,2.4171876184305243,True,0.6708096582394575,1.0,0.7725517548079899,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
tabpfn,groupby,same_hyperparameters,joint_groupby_combined,groupby_train_only,additive_test_time_premium_pct,34,4,86,30,0.007616918995133966,0.0,-0.09786050316949124,0.18909140783848577,0.9572260547429323,-0.30975370879189773,0.3249875467821656,14,3,13,0.5185185185185185,0.31949654613338363,0.7133274518680603,0.48059376904572565,0.5194062309542743,0.5,0.6494459807872772,-0.6688062053921324,0.7346631443679229,-2.1826681672178654,2.413720528986525,True,0.6191295664934678,1.0,0.7870421171924384,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
