model,pair_label,pair_quality,joint_key,train_only_key,dataset,err_joint,err_train_only,err_inductive,near_perfect_base,n_common_folds,total_vs_inductive_pct,train_only_vs_inductive_pct,additive_test_time_premium_pct,direct_test_time_premium_pct,absolute_joint_minus_train_only_improvement,absolute_total_improvement,dataset_family,domain_auc,mean_ks,shift_bin,source_id,source_dataset
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,synthetic_shift_0.0,0.2497595686983132,0.2500839643681057,0.2500728306313826,False,1,0.12526827975612495,-0.004452197663781809,0.12972047741990678,0.12971470226496296,0.00032439566979250434,0.0003132619330693809,synthetic,0.49784605,0.011,DAUC < 0.55,source::synthetic_generator,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,synthetic_shift_0.5,0.2481571679283126,0.2482208365683229,0.248317077510352,False,1,0.06439733571394667,0.03875727879614186,0.0256400569178048,0.02564999815910253,6.366864001028372e-05,0.00015990958203940253,synthetic,0.5719888750000001,0.04362,0.55 <= DAUC < 0.75,source::synthetic_generator,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,synthetic_shift_1.0,0.2499920292681263,0.2495703725389739,0.2497417984176844,False,1,-0.10019582305697951,0.0686412445960657,-0.1688370676530452,-0.16895303912188134,-0.0004216567291523976,-0.0002502308504419015,synthetic,0.643362075,0.08208,0.55 <= DAUC < 0.75,source::synthetic_generator,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,synthetic_shift_3.0,0.258322516624041,0.2580641841432224,0.2581939028132992,False,1,-0.049812876810963164,0.05024079525633598,-0.10005367206729913,-0.10010396509544621,-0.0002583324808185794,-0.00012861381074180667,synthetic,0.8405509999999999,0.20872,0.75 <= DAUC < 0.95,source::synthetic_generator,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,synthetic_shift_5.0,0.2697799593152598,0.2693792939535109,0.2698973148260011,False,1,0.04348154068038105,0.19193257733007077,-0.14845103664968973,-0.14873651046766112,-0.00040066536174887535,0.00011735551074132378,synthetic,0.93479215,0.30666,0.75 <= DAUC < 0.95,source::synthetic_generator,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,synthetic_small_test,0.2534724808580918,0.2535679977602491,0.2532289528907427,False,1,-0.09616908515756593,-0.13388866700904042,0.037719581851474504,0.03766914713250512,9.55169021572555e-05,-0.00024352796734911086,synthetic,0.6399588,0.0856239999999999,0.55 <= DAUC < 0.75,source::synthetic_generator,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,tabred_cooking_time,0.4850658135887697,0.4850658135887697,0.484871225589696,False,1,-0.040131892511682934,-0.040131892511682934,0.0,0.0,0.0,-0.00019458799907373647,TabReD,0.7766422000000001,0.0408288722530207,0.75 <= DAUC < 0.95,source::tabred_cooking_time,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,tabred_delivery_eta,0.5459188549611448,0.5459188549611448,0.5459188549611448,False,1,0.0,0.0,0.0,0.0,0.0,0.0,TabReD,0.9451161,0.1211845880844909,0.75 <= DAUC < 0.95,source::tabred_delivery_eta,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,tabred_delivery_eta__gap_far,0.5576152367232049,0.5576152367232049,0.5576152367232049,False,1,0.0,0.0,0.0,0.0,0.0,0.0,TabReD_gap,0.999999625,0.2379337040655923,DAUC >= 0.95,source::tabred_delivery_eta,tabred_delivery_eta
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,tabred_delivery_eta__gap_maxdiff,0.5533970341678441,0.5533970341678441,0.5533970341678441,False,1,0.0,0.0,0.0,0.0,0.0,0.0,TabReD_gap,1.0,0.2496496029927623,DAUC >= 0.95,source::tabred_delivery_eta,tabred_delivery_eta
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,tabred_delivery_eta__gap_near,0.5743301179802871,0.5743301179802871,0.5743301179802871,False,1,0.0,0.0,0.0,0.0,0.0,0.0,TabReD_gap,0.946211,0.1571228260314691,0.75 <= DAUC < 0.95,source::tabred_delivery_eta,tabred_delivery_eta
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,tabred_ecom_offers,0.4378837069964159,0.4378837069964159,0.4378837069964159,False,1,0.0,0.0,0.0,0.0,0.0,0.0,TabReD,1.0,0.0841283069488731,DAUC >= 0.95,source::tabred_ecom_offers,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,tabred_homesite,0.0389450915167159,0.0391995328167301,0.0395510583144037,False,1,1.532112725962421,0.8887891061705842,0.6433236197918367,0.6490926848638569,0.00025444130001420207,0.0006059667976877972,TabReD,1.0,0.0494244965489931,DAUC >= 0.95,source::tabred_homesite,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,tabred_homesite__gap_far,0.098300992269988,0.1048896346125731,0.1040477118497644,False,1,5.523158056636704,-0.8091698970029839,6.3323279536396875,6.281499946988399,0.006588642342585105,0.005746719579776405,TabReD_gap,1.0,0.0830990647492541,DAUC >= 0.95,source::tabred_homesite,tabred_homesite
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,tabred_homesite__gap_near,0.0456618329342065,0.0457349315761451,0.0459653482601032,False,1,0.6603133390379198,0.5012834508600726,0.1590298881778471,0.15983109500644285,7.30986419386001e-05,0.0003035153258966958,TabReD_gap,1.0,0.0437974647176086,DAUC >= 0.95,source::tabred_homesite,tabred_homesite
