model,method_key,method_role,n_datasets_ranked,model_roster_datasets,coverage_pct,mean_normalized_rank,median_normalized_rank,mean_raw_rank,rank_points_sum_observed,tied_best_datasets,unique_best_datasets,rank_status,mean_lift_pct,median_lift_pct,win_rate_decided,reliable_positive_strict
bag8,target_enc_standard_m5,train_only_version,92,92,100.0,0.31307655853830685,0.287798009623797,44.69021739130435,4111.5,0,0,descriptive_coverage_normalized,-1.066601785707246,0.0,0.6607142857142857,False
bag8,target_enc_oof_ratio,test_time_variant,92,92,100.0,0.3152885616004694,0.3082175925925926,45.16304347826087,4155.0,1,0,descriptive_coverage_normalized,-0.15712634595537625,0.0,0.6290322580645161,False
bag8,target_enc_oof_ratio_cap5,test_time_variant,92,92,100.0,0.3189852846467582,0.31710130147630144,45.641304347826086,4199.0,1,0,descriptive_coverage_normalized,-0.16247559631155645,0.0,0.6229508196721312,False
bag8,target_enc_absolute,test_time_variant,92,92,100.0,0.31983931472722543,0.29166666666666663,45.60326086956522,4195.5,2,2,descriptive_coverage_normalized,-1.2823398034043532,0.0,0.5892857142857143,False
bag8,target_enc_ratio,test_time_variant,92,92,100.0,0.3241909859945493,0.30127314814814815,46.244565217391305,4254.5,0,0,descriptive_coverage_normalized,-1.0189708729950773,0.0,0.5636363636363636,False
bag8,target_enc_ratio_cap5,test_time_variant,92,92,100.0,0.32493459605935976,0.30405335405335404,46.34239130434783,4263.5,0,0,descriptive_coverage_normalized,-0.9481061114508266,0.0,0.5535714285714286,False
bag8,target_enc_standard_m20,train_only_version,92,92,100.0,0.3256352910751369,0.3074074074074074,46.44565217391305,4273.0,1,1,descriptive_coverage_normalized,-1.0358579753884065,0.0,0.6181818181818182,False
bag8,target_enc_oof_diff,test_time_variant,92,92,100.0,0.32649413203778754,0.32682291666666663,46.73913043478261,4300.0,0,0,descriptive_coverage_normalized,-0.21470078545879978,0.0,0.6290322580645161,False
bag8,joint_freq_separate__sel_combined_intersection,test_time_variant,92,92,100.0,0.3269514196622991,0.3069883752365504,46.80434782608695,4306.0,0,0,descriptive_coverage_normalized,0.2604726634142643,2.062563923311275e-05,0.5714285714285714,False
bag8,joint_freq_combined__sel_combined_intersection,test_time_variant,92,92,100.0,0.32794183058984205,0.3082175925925926,47.06521739130435,4330.0,0,0,descriptive_coverage_normalized,0.2710881976336724,0.0,0.5454545454545454,False
bag8,freq_ratio_v2_ratio_ungated,test_time_variant,92,92,100.0,0.3318810451896538,0.32851702508960573,47.44021739130435,4364.5,1,0,descriptive_coverage_normalized,0.24526395714806137,0.0,0.5535714285714286,False
bag8,freq_ratio_log,test_time_variant,92,92,100.0,0.33470283031487785,0.3261617414843221,47.858695652173914,4403.0,1,0,descriptive_coverage_normalized,0.2075398929202078,0.0,0.5789473684210527,False
bag8,joint_scaling,test_time_variant,92,92,100.0,0.339411354882146,0.3298611111111111,48.744565217391305,4484.5,0,0,descriptive_coverage_normalized,0.015710749956043133,7.2083957328516345e-06,0.5945945945945946,False
bag8,target_enc_ratio__sel_combined_union,test_time_variant,92,92,100.0,0.34496489520697876,0.3021412037037037,49.34239130434783,4539.5,1,1,descriptive_coverage_normalized,-1.2623467405858002,0.0,0.4810126582278481,False
bag8,freq_ratio_v2_diff_gated,test_time_variant,92,92,100.0,0.34779929449391767,0.3333333333333333,49.77173913043478,4579.0,0,0,descriptive_coverage_normalized,0.033616631707312744,0.0,0.5945945945945946,False
bag8,target_enc_ratio__sel_combined_intersection,test_time_variant,92,92,100.0,0.3522508940847337,0.311448195458232,50.42391304347826,4639.0,0,0,descriptive_coverage_normalized,-1.177411456837762,0.0,0.4675324675324675,False
bag8,freq_ratio_log__sel_combined_union,test_time_variant,92,92,100.0,0.3526597604998215,0.3369212962962963,50.44021739130435,4640.5,0,0,descriptive_coverage_normalized,0.07240090832182507,1.7400932189487337e-05,0.5443037974683544,False
bag8,freq_ratio_log__sel_combined_intersection,test_time_variant,92,92,100.0,0.3537963646557538,0.3402777777777778,50.608695652173914,4656.0,0,0,descriptive_coverage_normalized,0.16755007760895935,0.0,0.5324675324675324,False
bag8,joint_groupby_combined__sel_combined_intersection,test_time_variant,92,92,100.0,0.35423443292999973,0.32048357664233573,50.57065217391305,4652.5,1,1,descriptive_coverage_normalized,0.07652018846703532,0.0,0.4935064935064935,False
bag8,joint_groupby_combined__sel_combined_union,test_time_variant,91,92,98.91304347826087,0.35423444806276255,0.30985915492957744,50.66483516483517,4610.5,0,0,descriptive_coverage_normalized,0.03810053204056057,0.0,0.5185185185185185,False
bag8,groupby_shift_cohen_d__sel_combined_intersection,test_time_variant,92,92,100.0,0.35617673691496743,0.3321596244131455,50.875,4680.5,0,0,descriptive_coverage_normalized,0.12617715133216445,0.0,0.4675324675324675,False
bag8,freq_ratio_v2_both_gated,test_time_variant,92,92,100.0,0.3572567852206582,0.33454987834549876,51.119565217391305,4703.0,1,1,descriptive_coverage_normalized,0.0026422200262622287,0.0,0.4864864864864865,False
bag8,groupby_train_only,train_only_version,87,92,94.56521739130434,0.35940768223552166,0.30656934306569344,51.51149425287356,4481.5,0,0,descriptive_coverage_normalized,-0.5789415800000114,0.0,0.47761194029850745,False
bag8,inductive_baseline,inductive_reference,92,92,100.0,0.3609624507765323,0.35054390054390056,51.625,4749.5,0,0,descriptive_coverage_normalized,0.0,0.0,,
bag8,joint_groupby_combined,test_time_variant,87,92,94.56521739130434,0.3610681405751986,0.3076923076923077,51.793103448275865,4506.0,1,1,descriptive_coverage_normalized,-0.6281744029696854,0.0,0.44776119402985076,False
bag8,train_only_scaling,train_only_version,92,92,100.0,0.3649698329973635,0.3423611111111111,52.29891304347826,4811.5,0,0,descriptive_coverage_normalized,-0.19063400441144648,0.0,0.527027027027027,False
bag8,freq_ratio_v2_ratio_gated,test_time_variant,92,92,100.0,0.36531633233777666,0.3680555555555556,52.20652173913044,4803.0,0,0,descriptive_coverage_normalized,-0.021964628432980946,0.0,0.5135135135135135,False
bag8,joint_groupby_mean_only,test_time_variant,91,92,98.91304347826087,0.3665172067766407,0.3090277777777778,52.39010989010989,4767.5,1,1,descriptive_coverage_normalized,-0.6844831881484161,0.0,0.5142857142857142,False
bag8,groupby_shift_ratio_raw,test_time_variant,91,92,98.91304347826087,0.37264330329179457,0.3283582089552239,53.16483516483517,4838.0,0,0,descriptive_coverage_normalized,-0.6641850858623012,0.0,0.4722222222222222,False
bag8,joint_groupby_separate,test_time_variant,83,92,90.21739130434783,0.3730636364474797,0.31851851851851853,53.59036144578313,4448.0,0,0,descriptive_coverage_normalized,-0.6568472239164209,0.0,0.49206349206349204,False
bag8,groupby_shift_cohen_d__sel_combined_union,test_time_variant,92,92,100.0,0.37573212422691626,0.33211678832116787,53.68478260869565,4939.0,0,0,descriptive_coverage_normalized,0.03240592428277951,-0.0004318785214847,0.47560975609756095,False
bag8,groupby_shift_ratio_log,test_time_variant,90,92,97.82608695652173,0.38248989986967863,0.320169983416252,54.583333333333336,4912.5,1,1,descriptive_coverage_normalized,-0.7299059967034233,0.0,0.43661971830985913,False
bag8,groupby_shift_cohen_d,test_time_variant,89,92,96.73913043478261,0.38392654702990275,0.34375,54.93258426966292,4889.0,1,0,descriptive_coverage_normalized,-0.7057139457005995,0.0,0.42857142857142855,False
bag8,groupby_shift_cohen_d_min10,test_time_variant,92,92,100.0,0.3857327548591526,0.37198398215733985,54.98913043478261,5059.0,2,1,descriptive_coverage_normalized,-0.7220506364530791,0.0,0.4246575342465753,False
bag8,adversarial_reweight_lgbm_raw_hard,test_time_variant,92,92,100.0,0.3996548221899883,0.40509259259259256,57.06521739130435,5250.0,1,1,descriptive_coverage_normalized,-0.14985314589659568,0.0,0.4473684210526316,False
bag8,pseudo_label_lgbm_conf90_iter1,test_time_variant,65,92,70.65217391304348,0.4009479952473608,0.375,58.06153846153846,3774.0,1,1,descriptive_coverage_normalized,-0.35696714904709564,0.0139307803931967,0.5423728813559322,False
bag8,adversarial_reweight_lgbm_ratio_hard_tempered,test_time_variant,92,92,100.0,0.4074707445306966,0.4027777777777778,57.88586956521739,5325.5,0,0,descriptive_coverage_normalized,-0.10030633054061718,0.0,0.4605263157894737,False
bag8,adversarial_reweight_lgbm_cal_iso_ratio_hard_tempered,test_time_variant,92,92,100.0,0.4166041855508145,0.38673818407960203,59.36413043478261,5461.5,0,0,descriptive_coverage_normalized,-0.37688401067616556,0.0,0.4675324675324675,False
bag8,joint_tsne_2d_p50,test_time_variant,80,92,86.95652173913044,0.4236624030683293,0.444212962962963,61.0375,4883.0,3,3,descriptive_coverage_normalized,-1.9908829998452457,-0.020539833638931,0.4864864864864865,False
bag8,adversarial_reweight_lgbm_ratio_winsorize_tempered,test_time_variant,92,92,100.0,0.4249501342759277,0.43187597809076683,60.19021739130435,5537.5,2,2,descriptive_coverage_normalized,-0.29104409543749576,-0.02567225428866535,0.43529411764705883,False
bag8,targeted_groupby_top3,test_time_variant,92,92,100.0,0.42953897692986864,0.42997685185185186,61.375,5646.5,1,1,descriptive_coverage_normalized,-1.205628957774254,-0.02657037111766635,0.3611111111111111,False
bag8,joint_tsne_2d_p30,test_time_variant,80,92,86.95652173913044,0.43435601426243925,0.469212962962963,62.55,5004.0,3,3,descriptive_coverage_normalized,-1.9254258819446046,-0.05113351222112395,0.44594594594594594,False
bag8,pseudo_label_lgbm_conf95_iter3,test_time_variant,65,92,70.65217391304348,0.43817498057347265,0.4375,63.30769230769231,4115.0,1,1,descriptive_coverage_normalized,-2.620370126967177,-0.021123048142949,0.4745762711864407,False
bag8,pca_train_only_10,train_only_version,92,92,100.0,0.43831183234218724,0.48943371791853074,62.15217391304348,5718.0,1,0,descriptive_coverage_normalized,-0.23413075198388678,-0.0798358788916361,0.40963855421686746,False
bag8,targeted_groupby_top3_shifted_agg,test_time_variant,92,92,100.0,0.44135982857272815,0.44670181130035147,62.97282608695652,5793.5,0,0,descriptive_coverage_normalized,-1.0176386309375325,-0.05340775399495265,0.3055555555555556,False
bag8,pseudo_label_v2_cal_iso_wfixed_conf90,test_time_variant,65,92,70.65217391304348,0.44227266058045683,0.4166666666666667,63.83076923076923,4149.0,2,2,descriptive_coverage_normalized,-8.395193540580067,-0.0408094431435705,0.4406779661016949,False
bag8,targeted_groupby_top5,test_time_variant,92,92,100.0,0.4440465475369425,0.4413777372262774,63.40760869565217,5833.5,0,0,descriptive_coverage_normalized,-1.1974829768525275,-0.03173937052689755,0.3333333333333333,False
