model,family,aggregation,n_variants,execution_n_datasets,near_perfect_datasets_masked,selection_rule,estimator,n_datasets,mean_lift_pct,median_lift_pct,median_ci95_low_pct,median_ci95_high_pct,median_ci_coverage,ci95_low_pct,ci95_high_pct,wins,ties,losses,win_rate_decided,win_ci95_low,win_ci95_high,t_p_positive,t_p_negative,sign_p_positive,sign_p_negative,p10_lift_pct,p90_lift_pct,worst_lift_pct,best_lift_pct,finite_denominator_consistent,t_p_positive_bh,t_p_positive_holm,t_p_negative_bh,t_p_negative_holm,sign_p_positive_bh,sign_p_positive_holm,sign_p_negative_bh,sign_p_negative_holm,positive_mean_ci,negative_mean_ci,reliable_positive_strict,consistently_harmful_strict,never_exceeds_inductive,strict_reliability_criteria_applicable,result_scope
bag8,M19_neighbor_consensus,middle_variant_median,6,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,-6.002706628626533,-2.4987393481898237,-4.000535097916499,-1.6149406930877597,0.9601463714394649,-8.728695589248355,-3.2767176680047103,13,0,73,0.1511627906976744,0.0830169399112105,0.24461264177189718,0.9999830546008214,1.6945399178642785e-05,0.9999999999976551,1.3594106835390334e-11,-15.647417693632933,1.0595514157996053,-82.12790042505864,7.361949662696107,True,0.9999999901112021,1.0,9.037546228609485e-05,0.000237235588500999,0.9999999999999851,1.0,7.250190312208178e-11,1.9031749569546467e-10,False,True,False,True,False,False,secondary_descriptive_family_composite
bag8,M17_tdda,middle_variant_median,12,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,-6.084838001082054,-5.311464894770113,-8.705420248124856,-1.9309479875306939,0.9601463714394649,-8.036818316052116,-4.132857686111993,16,0,70,0.18604651162790697,0.1102477288627093,0.2844715435637669,0.9999999901112021,9.888797905079475e-09,0.9999999996461971,1.6031901755407652e-09,-18.022028404857245,2.4095978189789875,-25.986804417748797,27.88529939958343,True,0.9999999901112021,1.0,1.582207664812716e-07,1.582207664812716e-07,0.9999999999999851,1.0,5.130208561730448e-09,2.0841472282029946e-08,False,True,False,True,False,False,secondary_descriptive_family_composite
tabicl,M7_pseudo_label,best_variant_ceiling,9,40,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,34,1.367320656649291,0.0,-0.0724822449470777,0.000119100051303,0.9756934898905456,-1.2310462243711833,3.9656875376697656,11,7,16,0.4074074074074074,0.22389729135058142,0.6120160697403181,0.14605675472609947,0.8539432452739005,0.8761057183146477,0.22103416919708252,-1.2526057231740533,0.6900200033376414,-4.538226358776423,39.59030601676714,True,0.9999999996681656,1.0,0.9108727949588272,1.0,0.9999999999978222,1.0,0.44206833839416504,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
tabicl,M2_freq_ratio,best_variant_ceiling,5,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,0.7128383747568559,0.0035525251898504,1.9927167397140736e-05,0.1340528439412505,0.9556158390128502,0.012836937538168502,1.4128398119755432,35,7,7,0.8333333333333334,0.6863591331193288,0.9302593363443249,0.023051041043291257,0.9769489589567087,7.5486004789127045e-06,0.9999985855611158,-0.0007484007698627577,1.5044341622443234,-0.3230636023169709,15.43558603246583,True,0.3688166566926601,0.3688166566926601,0.9769489589567087,1.0,0.00012077760766260327,0.00012077760766260327,0.9999985855611158,1.0,True,False,False,False,False,False,secondary_descriptive_family_composite
tabicl,M3_joint_pca,best_variant_ceiling,4,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,0.1701952393725524,-0.2831174269047211,-0.4556850968605908,0.2351538949082059,0.9556158390128502,-0.6996779622146357,1.0400684409597405,21,0,28,0.42857142857142855,0.2881952242478096,0.5778959479640873,0.34788626335594564,0.6521137366440544,0.8735651349161984,0.19580145527374526,-2.1811923817891983,1.1980558946862876,-5.301731151944631,13.158502948968184,True,0.9999999996681656,1.0,0.7452728418789193,1.0,0.9999999999978222,1.0,0.44206833839416504,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
tabicl,M18_leaf_density,best_variant_ceiling,8,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,0.14829013676168887,0.1679574264851695,-0.2040526731601752,0.4623225976006228,0.9556158390128502,-1.0411559796139196,1.3377362531372974,26,0,23,0.5306122448979592,0.38273073493375964,0.6746612748834463,0.4015699575528848,0.5984300424471152,0.38772482734078295,0.7159137935754174,-1.923130431552174,1.8774622436055144,-17.628981215382264,16.60518245255336,True,0.9999999996681656,1.0,0.7365292830118341,1.0,0.7754496546815659,1.0,0.9999985855611158,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
tabicl,M5_joint_scaling,best_variant_ceiling,1,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,-0.016777380281275518,8.059812722474116e-06,0.0,4.953943604075151e-05,0.9556158390128502,-0.048212754725941796,0.01465799416339076,29,6,14,0.6744186046511628,0.514560231847766,0.8092372479970911,0.8557033403709038,0.1442966596290962,0.015769748676575546,0.9931409074706607,-0.007495838388083038,0.0018764738935754817,-0.7304251330107991,0.136749013102907,True,0.9999999996681656,1.0,0.31480230702038076,1.0,0.08410532627506957,0.22077648147205764,0.9999985855611158,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
tabicl,M20_cluster_membership,best_variant_ceiling,8,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,-0.06403854833772853,0.0334868861517748,-0.4532166781537673,0.1389340261684034,0.9556158390128502,-0.6916951784107574,0.5636180817353005,26,0,23,0.5306122448979592,0.38273073493375964,0.6746612748834463,0.5808352916298771,0.4191647083701228,0.38772482734078295,0.7159137935754174,-2.055288903158964,1.241371493263986,-6.04168384758498,9.87169485896014,True,0.9999999996681656,1.0,0.5588862778268304,1.0,0.7754496546815659,1.0,0.9999985855611158,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
tabicl,M1_joint_freq,best_variant_ceiling,2,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,-0.1637347233850218,8.471433664078994e-06,0.0,0.0765250012469628,0.9556158390128502,-0.9046486929928206,0.5771792462227769,26,7,16,0.6190476190476191,0.45636749549789846,0.7642794531367836,0.670599733526018,0.329400266473982,0.08207470089155322,0.9557852265061229,-1.332410657007834,0.7650347256040143,-11.501738855516972,9.611126202852912,True,0.9999999996681656,1.0,0.479127660325792,1.0,0.3282988035662129,1.0,0.9999985855611158,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
tabicl,M4_target_encoding,best_variant_ceiling,10,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,-0.29505436089077386,5.535798919812092e-05,0.0,0.0784456968931362,0.9556158390128502,-0.9228579070668161,0.3327491852852684,31,3,15,0.6739130434782609,0.5198279593624651,0.8046745633261057,0.8252929595241293,0.1747070404758707,0.012948040896617385,0.994324204281611,-2.0808966291088233,0.4919446466672053,-6.835500997525341,7.704652800615563,True,0.9999999996681656,1.0,0.31480230702038076,1.0,0.08410532627506957,0.19422061344926078,0.9999985855611158,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
tabicl,M14_groupby,best_variant_ceiling,11,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,-0.3504162984405836,0.0001120242913814,-0.2877705362443017,0.1686585142944331,0.9556158390128502,-1.1067110917776124,0.4058784948964453,27,1,21,0.5625,0.41180835884064537,0.7051987586661679,0.8218955346466307,0.17810446535336932,0.235439506810856,0.8438365962633654,-1.7884411245320866,1.6703650268876635,-11.95697586559471,5.546767673506849,True,0.9999999996681656,1.0,0.31480230702038076,1.0,0.6278386848289493,1.0,0.9999985855611158,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
tabicl,M6_adversarial,best_variant_ceiling,7,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,-0.38766486465566274,0.1023419889675874,-0.2698165381296691,0.3087017035717955,0.9556158390128502,-1.292921824400582,0.5175920950892565,28,0,21,0.5714285714285714,0.42210405203591267,0.7118047757521906,0.803248558112262,0.19675144188773797,0.19580145527374526,0.8735651349161984,-1.8067052149142953,0.6918732505915184,-12.205042932754498,10.583895803976374,True,0.9999999996681656,1.0,0.31480230702038076,1.0,0.6265646568759848,1.0,0.9999985855611158,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
tabicl,M3b_joint_tsne,best_variant_ceiling,3,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,-1.0492179421642616,-0.4802405845853917,-1.046109478902594,-0.3168611847288767,0.9556158390128502,-2.5790485158223246,0.48061263149380173,15,0,34,0.30612244897959184,0.18251944764587352,0.4541524365052456,0.9128522387913376,0.08714776120866234,0.9980991727951256,0.004699620761936529,-3.7620840825251163,1.9912747139429825,-30.811663414424483,12.466469027154355,True,0.9999999996681656,1.0,0.23239402988976623,0.9586253732952857,0.9999999999978222,1.0,0.018798483047746117,0.06109506990517488,False,False,False,False,False,False,secondary_descriptive_family_composite
tabicl,M9_ot_displacement,best_variant_ceiling,9,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,-2.3271444364212597,-0.2677171354694984,-0.9736388345608088,3.373633511419674e-05,0.9556158390128502,-4.47066908510063,-0.18361978774189014,18,0,31,0.3673469387755102,0.2342241555366111,0.5171223088306072,0.9830157732787457,0.016984226721254363,0.9778079195064251,0.04271656657869727,-4.591231262663018,0.8427912239077434,-37.75336810972962,6.433761943701351,True,0.9999999996681656,1.0,0.05434952550801396,0.20381072065505235,0.9999999999978222,1.0,0.11391084420985938,0.46988223236566995,False,True,False,False,False,False,secondary_descriptive_family_composite
tabicl,M8_label_prop,best_variant_ceiling,11,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,-2.679737450815493,-0.5113225110888909,-1.47283952895296,-0.129344204166085,0.9556158390128502,-4.845961579704355,-0.5135133219266321,16,0,33,0.32653061224489793,0.19948533804610205,0.4754007054903194,0.9917995796703216,0.008200420329678364,0.9953003792380635,0.010647057070693577,-12.704852250626708,0.5977088339840521,-36.99625414192244,16.56678755505469,True,0.9999999996681656,1.0,0.03280168131871346,0.10660546428581874,0.9999999999978222,1.0,0.034070582626219446,0.12776468484832293,False,True,False,True,False,False,secondary_descriptive_family_composite
tabicl,M16_nearest_test_dist,best_variant_ceiling,7,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,-6.759127988054964,-0.6408129932792801,-3.6139959973686633,-0.1793466865629141,0.9556158390128502,-12.097714920268697,-1.420541055841233,12,0,37,0.24489795918367346,0.13342871084229377,0.38869591468843373,0.9929128859601926,0.007087114039807438,0.9999290146574005,0.00023487865900406746,-14.531828000285469,0.6484595817700483,-98.15351779353374,14.310680238801462,True,0.9999999996681656,1.0,0.03280168131871346,0.09921959655730413,0.9999999999978222,1.0,0.0012526861813550265,0.0032883012260569444,False,True,False,True,False,False,secondary_descriptive_family_composite
tabicl,M19_neighbor_consensus,best_variant_ceiling,6,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,-8.748703120119629,-3.485479267829385,-7.544682055724861,-2.0537316281968687,0.9556158390128502,-14.33407923481649,-3.163327005422767,8,0,41,0.16326530612244897,0.07322275990798828,0.296571357999703,0.9985929321431622,0.0014070678568378079,0.9999998187710837,9.823268882769298e-07,-21.847746902032174,1.2277605672205494,-118.22701234437326,22.8772389883994,True,0.9999999996681656,1.0,0.011256542854702463,0.02110601785256712,0.9999999999978222,1.0,7.858615106215439e-06,1.4734903324153947e-05,False,True,False,True,False,False,secondary_descriptive_family_composite
tabicl,M17_tdda,best_variant_ceiling,12,55,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,49,-8.820801361188979,-7.637309296014057,-11.489419131937035,-4.5730769661114055,0.9556158390128502,-11.128936568704503,-6.512666153673453,3,0,46,0.061224489795918366,0.012808421318278853,0.16865890070230113,0.9999999996681656,3.318344882632078e-10,0.9999999999978222,3.490541189421492e-11,-18.843719415334053,-1.7488639300174227,-32.71850164073827,13.092295663219112,True,0.9999999996681656,1.0,5.309351812211325e-09,5.309351812211325e-09,0.9999999999978222,1.0,5.584865903074387e-10,5.584865903074387e-10,False,True,False,True,False,False,secondary_descriptive_family_composite
tabicl,M5_joint_scaling,middle_variant_median,1,55,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,49,-0.016777380281275518,8.059812722474116e-06,0.0,4.953943604075151e-05,0.9556158390128502,-0.048212754725941796,0.01465799416339076,29,6,14,0.6744186046511628,0.514560231847766,0.8092372479970911,0.8557033403709038,0.1442966596290962,0.015769748676575546,0.9931409074706607,-0.007495838388083038,0.0018764738935754817,-0.7304251330107991,0.136749013102907,True,0.9999999999975951,1.0,0.1442966596290962,0.2515769771943358,0.25231597882520873,0.25231597882520873,0.9931409074706607,0.9931409074706607,False,False,False,False,False,False,secondary_descriptive_family_composite
tabicl,M2_freq_ratio,middle_variant_median,5,55,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,49,-0.0829647181560269,0.0,-0.0001340473746656,0.0,0.9556158390128502,-0.19002842474445847,0.024098988432404655,15,11,23,0.39473684210526316,0.2403878936440354,0.5661384613904705,0.9371057557014161,0.06289424429858395,0.928346672852058,0.1279375397716649,-0.2764176607283671,0.0006134890470103405,-2.235210453798085,0.6778811037099,True,0.9999999999975951,1.0,0.07740830067518024,0.2515769771943358,0.9999999999999982,1.0,0.13646670908977587,0.2558750795433298,False,False,False,False,False,False,secondary_descriptive_family_composite
tabicl,M1_joint_freq,middle_variant_median,2,55,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,49,-0.6511819537397084,-1.8678468496793555e-05,-0.0807492806667455,0.0,0.9556158390128502,-1.6095938791045152,0.30722997162509835,17,4,28,0.37777777777777777,0.2376782447277981,0.5345898873536272,0.9108633581002398,0.08913664189976021,0.9637728699187278,0.0675782254228352,-2.0734399251429894,0.4432077009186015,-16.45055436240159,9.609907367293902,True,0.9999999999975951,1.0,0.09507908469307756,0.2515769771943358,0.9999999999999982,1.0,0.07723225762609738,0.2027346762685056,False,False,False,False,False,False,secondary_descriptive_family_composite
