model,family,aggregation,n_variants,execution_n_datasets,near_perfect_datasets_masked,selection_rule,estimator,n_datasets,mean_lift_pct,median_lift_pct,median_ci95_low_pct,median_ci95_high_pct,median_ci_coverage,ci95_low_pct,ci95_high_pct,wins,ties,losses,win_rate_decided,win_ci95_low,win_ci95_high,t_p_positive,t_p_negative,sign_p_positive,sign_p_negative,p10_lift_pct,p90_lift_pct,worst_lift_pct,best_lift_pct,finite_denominator_consistent,t_p_positive_bh,t_p_positive_holm,t_p_negative_bh,t_p_negative_holm,sign_p_positive_bh,sign_p_positive_holm,sign_p_negative_bh,sign_p_negative_holm,positive_mean_ci,negative_mean_ci,reliable_positive_strict,consistently_harmful_strict,never_exceeds_inductive,strict_reliability_criteria_applicable,result_scope
bag8,M3_joint_pca,best_variant_ceiling,4,92,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,86,-0.19677007943409794,-0.0625844747686872,-0.2874314004291914,0.0349525464861929,0.9601463714394649,-0.9202874738375594,0.5267473149693634,36,3,47,0.43373493975903615,0.32525878012472553,0.5470797080206515,0.7049479780155179,0.2950520219844821,0.9062700660169036,0.136134472986024,-2.5287237142683416,2.169850015607024,-20.386028527114537,12.93947692619015,True,0.9513148906934785,1.0,0.786805391958619,1.0,0.9999999983968099,1.0,0.544537891944096,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
bag8,M18_leaf_density,best_variant_ceiling,8,92,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,86,-0.30098443316613627,0.15195819528370563,0.0111101854654164,0.280830395130182,0.9601463714394649,-1.358688650752113,0.7567197844198406,55,0,31,0.6395348837209303,0.5288349473371385,0.7403257133495522,0.7134861680201089,0.2865138319798911,0.006336256976157431,0.9966630384288876,-1.577232556869993,2.554737493190739,-30.81691560986044,9.663748099351396,True,0.9513148906934785,1.0,0.786805391958619,1.0,0.012672513952314862,0.05702631278541688,0.9999999999999999,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
bag8,M3b_joint_tsne,best_variant_ceiling,3,80,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,74,-1.1857155982725867,0.12739778560344525,0.0203198050974985,0.2525981012927089,0.9526070244959483,-3.2909493775379794,0.9195181809928061,46,0,28,0.6216216216216216,0.5013271184575495,0.731862806377925,0.8673361267154157,0.13266387328458426,0.02369648775202588,0.9867415837246576,-1.8133194479026769,2.1583013541776994,-66.5555274593788,9.002102523260275,True,0.9996565865263315,1.0,0.530655493138337,1.0,0.0421270893369349,0.18957190201620705,0.9999999999999999,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
bag8,M17_tdda,best_variant_ceiling,12,92,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,86,-2.3908991113894853,-2.0169036174659642,-5.503687008042569,-0.5743377301125404,0.9601463714394649,-4.134695484120245,-0.647102738658726,26,0,60,0.3023255813953488,0.2078998923345359,0.4108301291076721,0.9961090344215316,0.003890965578468354,0.999934810285044,0.00015849964113882043,-11.066836387928804,5.06181727902616,-18.55486338455848,29.063431938438963,True,0.9996565865263315,1.0,0.031127724627746833,0.05836448367702531,0.9999999983968099,1.0,0.0012679971291105635,0.0023774946170823067,False,True,False,True,False,False,secondary_descriptive_family_composite
bag8,M16_nearest_test_dist,best_variant_ceiling,7,92,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,86,-2.5718096712115908,-0.09261851350901396,-0.2886097581127137,0.0486037784142305,0.9601463714394649,-4.647134032728433,-0.49648530969474924,37,0,49,0.43023255813953487,0.3238868610440228,0.5415231440806865,0.9921212683395139,0.007878731660486098,0.9197107904330101,0.1176899311055276,-5.005294517215425,0.8450902404836063,-64.56312517734484,5.12593463154183,True,0.9996565865263315,1.0,0.04201990218925919,0.11030224324680538,0.9999999983968099,1.0,0.544537891944096,1.0,False,True,False,False,False,False,secondary_descriptive_family_composite
bag8,M19_neighbor_consensus,best_variant_ceiling,6,92,6,label_selected_best_variant_per_dataset,masked_lift_pct_from_means,86,-4.396455139728371,-1.5704314011769003,-2.754505818406243,-0.6274373618534917,0.9601463714394649,-6.876889956380121,-1.9160203230766202,17,0,69,0.19767441860465115,0.11957773585790286,0.29752144532960967,0.9996565865263315,0.0003434134736684838,0.9999999983968099,6.74772618257292e-09,-11.256219100934102,1.6901731971693301,-75.575911701215,10.99559929422257,True,0.9996565865263315,1.0,0.005494615578695741,0.005494615578695741,0.9999999983968099,1.0,1.0796361892116672e-07,1.0796361892116672e-07,False,True,False,True,False,False,secondary_descriptive_family_composite
bag8,M1_joint_freq,middle_variant_median,2,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,0.4105292627318149,0.0,0.0,0.03772928031369015,0.9601463714394649,0.1310175163325757,0.690041009131054,35,31,20,0.6363636363636364,0.49563145491198646,0.7618616207865172,0.00223860178182667,0.9977613982181733,0.029032073396204526,0.9849855272940538,-0.0488957167998132,1.1293262505143447,-1.3956613458641036,7.809937700404326,True,0.03581762850922672,0.03581762850922672,0.9977613982181733,1.0,0.4645131743392724,0.4645131743392724,0.9849855272940538,1.0,True,False,False,False,False,False,secondary_descriptive_family_composite
bag8,M5_joint_scaling,middle_variant_median,1,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,0.015710749956043133,7.2083957328516345e-06,0.0,0.0266676611763055,0.9601463714394649,-0.11410847394502086,0.14552997385710711,44,12,30,0.5945945945945946,0.47410196045513436,0.7072744508168056,0.405214297445763,0.594785702554237,0.06508884015956379,0.959746571284959,-0.3910516615038034,0.46358775397591245,-3.196198315585136,1.8106038803576228,True,0.9999999901112021,1.0,0.6344380827245195,1.0,0.5207107212765103,0.9763326023934569,0.9849855272940538,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
bag8,M2_freq_ratio,middle_variant_median,5,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,-0.006941994453762674,0.0,0.0,0.0,0.9601463714394649,-0.11380877258158227,0.09992478367405692,20,49,17,0.5405405405405406,0.3692195701065401,0.7051268717713555,0.5512305486010559,0.4487694513989441,0.3714146793645341,0.7443121092073852,-0.12338435433858885,0.0815158584900164,-3.282755517022684,1.7274895139993505,True,0.9999999901112021,1.0,0.5128793730273646,1.0,0.9999999999999851,1.0,0.9160764421013972,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
bag8,M6_adversarial,middle_variant_median,16,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,-0.4241772846265407,-0.1561880797752357,-0.31784093145049575,-0.0629042196726465,0.9601463714394649,-0.642917975349624,-0.2054365939034574,19,5,62,0.2345679012345679,0.14752154264262765,0.3418201188210527,0.9998881421853467,0.0001118578146532238,0.9999997397798218,8.865341463454481e-07,-1.2209050224838274,0.0950259796470942,-5.202523093746634,3.1238515506403997,True,0.9999999901112021,1.0,0.0004474312586128952,0.0014541515904919094,0.9999999999999851,1.0,2.364091056921195e-06,9.751875609799929e-06,False,True,False,True,False,False,secondary_descriptive_family_composite
bag8,M4_target_encoding,middle_variant_median,10,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,-0.4479418037574972,0.0,0.0,0.02934274100472225,0.9601463714394649,-1.5565656709356117,0.6606820634206174,35,25,26,0.5737704918032787,0.4405515076326143,0.699583071433312,0.7879973360463286,0.2120026639536714,0.15283870993155918,0.8999843157434484,-0.3642603446876603,0.7960450383761057,-43.46162521053015,10.646652854467902,True,0.9999999901112021,1.0,0.2609263556352879,0.8833537842395883,0.815139786301649,1.0,0.9849855272940538,1.0,False,False,False,False,False,False,secondary_descriptive_family_composite
bag8,M14_groupby,middle_variant_median,11,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,-0.6898821652141531,0.0,-0.0416195504313597,0.0,0.9601463714394649,-2.1596823027353627,0.7799179723070564,29,16,41,0.4142857142857143,0.29772096123490677,0.5383383667814586,0.8233292431520823,0.17667075684791766,0.9401953321850576,0.09410810151151383,-0.8173759592859833,0.7378262824482789,-61.40775749928972,10.25850152310928,True,0.9999999901112021,1.0,0.2355610091305569,0.8833537842395883,0.9999999999999851,1.0,0.13688451128947465,0.564648609069083,False,False,False,False,False,False,secondary_descriptive_family_composite
bag8,M20_cluster_membership,middle_variant_median,8,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,-1.0395983153025985,-0.18473532038077917,-0.3461879601374517,-0.0947480552363911,0.9601463714394649,-1.6006121281768513,-0.4785845024283458,23,0,63,0.26744186046511625,0.17768961933171218,0.3737989239361142,0.9997988020766271,0.00020119792337298456,0.9999967278863344,9.381398450036544e-06,-3.7848282730309455,0.20576560849972186,-17.3954218429215,4.119012895585471,True,0.9999999901112021,1.0,0.0006438333547935506,0.0024143750804758147,0.9999999999999851,1.0,1.8762796900073088e-05,8.443258605032889e-05,False,True,False,True,False,False,secondary_descriptive_family_composite
bag8,M3_joint_pca,middle_variant_median,4,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,-1.2541163583221533,-0.18364162572608475,-0.40185421138480615,-0.0566689983280417,0.9601463714394649,-2.0706808307696263,-0.4375518858746803,26,3,57,0.3132530120481928,0.21586099832928646,0.424425223609182,0.998490996676127,0.0015090033238730398,0.9998108286184196,0.00043877589000143255,-4.603448088851483,0.5580524895187973,-22.09069847039114,6.046267010740005,True,0.9999999901112021,1.0,0.0030180066477460796,0.013581029914857358,0.9999999999999851,1.0,0.0007800460266692134,0.0035102071200114604,False,True,False,True,False,False,secondary_descriptive_family_composite
bag8,M3b_joint_tsne,middle_variant_median,3,80,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,74,-2.0785217310945785,-0.08308221711266389,-0.2597147986956549,0.1111245578959927,0.9526070244959483,-4.243676524989786,0.08663306280062821,32,0,42,0.43243243243243246,0.31765625349229454,0.5527858052546087,0.9701812144655769,0.0298187855344231,0.8996608984353072,0.147706640327835,-3.0379836987936555,1.1599314375684624,-68.71987445353663,2.1415409493509814,True,0.9999999901112021,1.0,0.04771005685507696,0.2087314987409617,0.9999999999999851,1.0,0.19694218710378,0.738533201639175,False,False,False,False,False,False,secondary_descriptive_family_composite
bag8,M18_leaf_density,middle_variant_median,8,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,-2.1716555958218438,-0.3045717494597874,-0.8202994285593816,-0.1192384765638189,0.9601463714394649,-3.6066324530832157,-0.7366787385604721,22,0,64,0.2558139534883721,0.16777747881313085,0.3613027987411421,0.9982757164950601,0.0017242835049399358,0.9999989234105539,3.2721136655854064e-06,-4.601140718101023,0.220307571074642,-41.154638227191946,7.1302917202550535,True,0.9999999901112021,1.0,0.003065392897670997,0.013794268039519487,0.9999999999999851,1.0,7.4791169499095004e-06,3.2721136655854066e-05,False,True,False,True,False,False,secondary_descriptive_family_composite
bag8,M8_label_prop,middle_variant_median,11,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,-3.374356741305377,-0.8867460792731438,-1.5651759270570904,-0.4776657485273058,0.9601463714394649,-5.252428115570693,-1.496285367040062,16,0,70,0.18604651162790697,0.1102477288627093,0.2844715435637669,0.9997071674014014,0.00029283259859861553,0.9999999996461971,1.6031901755407652e-09,-9.370893374676253,0.7838483430030394,-54.10147489272338,20.64347776216543,True,0.9999999901112021,1.0,0.0007808869295963081,0.003221158584584771,0.9999999999999851,1.0,5.130208561730448e-09,2.0841472282029946e-08,False,True,False,True,False,False,secondary_descriptive_family_composite
bag8,M9_ot_displacement,middle_variant_median,9,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,-3.832278871394447,-0.8271001529228337,-1.826285672936962,-0.5521639629016745,0.9601463714394649,-5.364615208780054,-2.2999425340088395,9,5,72,0.1111111111111111,0.05208352157215605,0.20047210031305115,0.9999983022469605,1.697753039423584e-06,0.9999999999999851,1.2278719416739612e-13,-10.590651789573897,0.0026657447972884,-32.65279585249195,1.938709423920617,True,0.9999999901112021,1.0,1.3582024315388671e-05,2.546629559135376e-05,0.9999999999999851,1.0,1.964595106678338e-12,1.964595106678338e-12,False,True,False,True,False,False,secondary_descriptive_family_composite
bag8,M7_pseudo_label,middle_variant_median,9,65,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,59,-4.154605989393087,-0.0627256441888603,-0.2250779889294455,0.003948738525119,0.9636568200429461,-9.209804779314496,0.9005928005283224,22,2,35,0.38596491228070173,0.2599546809981228,0.5242515847564888,0.9473214537376671,0.05267854626233294,0.9686316598220858,0.05558055955199673,-5.140372504642202,1.203194797763516,-140.3817897500953,6.969444973057963,True,0.9999999901112021,1.0,0.07662334001793882,0.31607127757399767,0.9999999999999851,1.0,0.08892889528319477,0.3890639168639771,False,False,False,False,False,False,secondary_descriptive_family_composite
bag8,M16_nearest_test_dist,middle_variant_median,7,92,6,median_across_available_family_variants_per_dataset,masked_lift_pct_from_means,86,-4.375053869228213,-0.9417159191064695,-1.524720659298806,-0.5879212744797702,0.9601463714394649,-6.861804901554766,-1.8883028369016608,12,0,74,0.13953488372093023,0.07423111083017232,0.23105723096706737,0.9996259242796472,0.00037407572035281925,0.9999999999996313,2.344880245957361e-12,-10.218518111750907,0.08294249736157985,-75.71078491810523,0.8095953934660675,True,0.9999999901112021,1.0,0.0008550302179493012,0.0037407572035281925,0.9999999999999851,1.0,1.8759041967658887e-11,3.517320368936041e-11,False,True,False,True,False,False,secondary_descriptive_family_composite
