model,method_key,method_role,family,n_datasets,spearman_rho,spearman_p,n_low_dauc,n_high_dauc,low_mean_lift_pct,high_mean_lift_pct,high_minus_low_mean_lift_pct,spearman_p_bh,spearman_p_holm,positive_shift_trend_fdr,negative_shift_trend_fdr
bag8,ot_displacement_mag,test_time_variant,M9_ot_displacement,86,-0.039089599409557946,0.7208416681632188,51,23,-9.808354552104463,-17.496980383806445,-7.688625831701982,0.8702927512037953,1.0,False,False
bag8,ot_displacement_no_mag,test_time_variant,M9_ot_displacement,86,-0.055598346764164246,0.6111401387324924,51,23,-9.208602535007133,-17.474740705778892,-8.26613817077176,0.8037323735507751,1.0,False,False
bag8,pca_train_only_10,train_only_version,baselines,86,-0.03512369251533923,0.7481675873668722,51,23,-0.19318099972052333,-0.32131925758213276,-0.12813825786160943,0.8830830539412261,1.0,False,False
bag8,pca_train_only_5,train_only_version,baselines,86,0.029003726731542556,0.7909405787824877,51,23,-0.664694973156151,-0.6593537732087901,0.005341199947360931,0.8898081511302987,1.0,False,False
bag8,pca_train_only_var90,train_only_version,baselines,86,-0.1215020984699756,0.2651029897694043,51,23,-1.3479921442839002,-2.7692795999561985,-1.4212874556722983,0.5532584134318003,1.0,False,False
bag8,pca_train_only_var95,train_only_version,baselines,86,-0.05932022390127608,0.5874455695372734,51,23,-1.105851819056967,-2.780686538989852,-1.674834719932885,0.786703690625761,1.0,False,False
bag8,pseudo_label_lgbm_conf80_iter5,test_time_variant,M7_pseudo_label,59,-0.44205758180622307,0.00045608473086440463,38,10,-0.21854801862993278,-6.520145545199037,-6.301597526569105,0.00597056374949766,0.06111535393583022,False,True
bag8,pseudo_label_lgbm_conf90_iter1,test_time_variant,M7_pseudo_label,59,-0.17518632365927278,0.1844656714709322,38,10,0.10833799508943864,0.24844863339442905,0.1401106383049904,0.4378638740781905,1.0,False,False
bag8,pseudo_label_lgbm_conf90_iter3,test_time_variant,M7_pseudo_label,59,-0.4296653560418701,0.0006835831850064503,38,10,0.21959538928606737,-12.063635129533099,-12.283230518819167,0.007571998356994527,0.09023298042085144,False,True
bag8,pseudo_label_lgbm_conf95_iter3,test_time_variant,M7_pseudo_label,59,-0.33485313816554696,0.009532805287209414,38,10,0.14969658103656266,-13.065795280083634,-13.215491861120197,0.04159769579873199,1.0,False,True
bag8,pseudo_label_v2_cal_iso_wfixed_conf90,test_time_variant,M7_pseudo_label,59,-0.5207949785259562,2.351447154414303e-05,38,10,0.5433320153578057,-48.898773681353106,-49.44210569671091,0.0011286946341188655,0.0033390549592683103,False,True
bag8,pseudo_label_v2_cal_iso_wprop_conf85,test_time_variant,M7_pseudo_label,59,-0.5865848374777453,1.0493149640715448e-06,38,10,0.005584904581991819,-41.39786457827917,-41.40344948286116,7.555067741315123e-05,0.0001500520398622309,False,True
bag8,pseudo_label_v2_cal_iso_wprop_conf90,test_time_variant,M7_pseudo_label,59,-0.4811924645856301,0.00011431966079296771,38,10,0.414235278396067,-57.678978238561015,-58.093213516957086,0.0032924062308374697,0.01600475251101548,False,True
bag8,pseudo_label_v2_cal_iso_wquad_conf90,test_time_variant,M7_pseudo_label,59,-0.4845535635547354,0.0001007065408380658,38,10,0.2731515138732725,-53.02626218901594,-53.29941370288921,0.0032924062308374697,0.014199622258167278,False,True
bag8,pseudo_label_v2_cal_platt_wprop_conf90,test_time_variant,M7_pseudo_label,59,-0.2955474989614613,0.023050359589600576,38,10,-0.19687430376829873,-19.104476599266693,-18.907602295498393,0.07928292815312794,1.0,False,False
bag8,target_enc_absolute,test_time_variant,M4_target_encoding,86,-0.07901330941088575,0.46958847314593866,51,23,-2.2396688080761886,0.16696662061591735,2.406635428692106,0.7628245797911795,1.0,False,False
bag8,target_enc_diff,test_time_variant,M4_target_encoding,86,-0.014384127654180694,0.8954211194419328,51,23,-1.7814246384201802,0.22650648970391976,2.0079311281241,0.962243591042077,1.0,False,False
bag8,target_enc_inv_ratio,test_time_variant,M4_target_encoding,86,0.006800297068519857,0.9504503412648622,51,23,-1.4980309949908035,0.3446622282986652,1.8426932232894688,0.9846392024614399,1.0,False,False
bag8,target_enc_oof_absolute,test_time_variant,M4_target_encoding,86,-0.08021746041125018,0.46282387333428476,51,23,-0.1939441515359249,0.14962056873758905,0.3435647202735139,0.7628245797911795,1.0,False,False
bag8,target_enc_oof_diff,test_time_variant,M4_target_encoding,86,-0.01814191701189751,0.8683198876319554,51,23,-0.402926993793475,0.06555860784611935,0.46848560163959435,0.9472580592348604,1.0,False,False
bag8,target_enc_oof_inv_ratio,test_time_variant,M4_target_encoding,86,0.051454303787452284,0.6379999487930763,51,23,-0.2871516812924896,0.4851353909361146,0.7722870722286042,0.8198512112084703,1.0,False,False
bag8,target_enc_oof_ratio,test_time_variant,M4_target_encoding,86,-0.010274054055158802,0.9251997815555693,51,23,-0.3400611190775644,0.13610421096212147,0.47616533003968586,0.9767159453188371,1.0,False,False
bag8,target_enc_oof_ratio_cap5,test_time_variant,M4_target_encoding,86,-0.03259760669232946,0.7657387109086555,51,23,-0.3356575511570387,0.10633823293697736,0.4419957840940161,0.8865766993591108,1.0,False,False
bag8,target_enc_ratio,test_time_variant,M4_target_encoding,86,-0.07356509133156972,0.5008552615680629,51,23,-1.7470294802708286,0.051450385426322263,1.7984798656971508,0.7628245797911795,1.0,False,False
bag8,target_enc_ratio__sel_combined_intersection,test_time_variant,selective,86,-0.10994567728488844,0.3135824031863461,51,23,-2.0341543891721883,0.10431126511707696,2.138465654289265,0.5983329973490829,1.0,False,False
bag8,target_enc_ratio__sel_combined_union,test_time_variant,selective,86,-0.07743467564083872,0.4785375190898744,51,23,-2.0638831092629353,-0.15037247966505463,1.9135106295978805,0.7628245797911795,1.0,False,False
bag8,target_enc_ratio_cap5,test_time_variant,M4_target_encoding,86,-0.06986409512952263,0.5226966991525004,51,23,-1.6237546907696245,0.043074525784764,1.6668292165543885,0.7628245797911795,1.0,False,False
bag8,target_enc_standard_m10,train_only_version,baselines,86,0.0019977714728292837,0.98543503949856,51,23,-1.7357124887423496,0.21359968757031242,1.949312176312662,0.98543503949856,1.0,False,False
bag8,target_enc_standard_m20,train_only_version,baselines,86,0.002041056445885761,0.9851195014562033,51,23,-1.8131831936082619,0.1333511655246309,1.9465343591328927,0.98543503949856,1.0,False,False
bag8,target_enc_standard_m5,train_only_version,baselines,86,0.04054414472152571,0.7109045638442236,51,23,-1.9777230840575384,0.3890148158333641,2.3667378998909023,0.8702927512037953,1.0,False,False
bag8,targeted_groupby_top3,test_time_variant,M14_groupby,86,0.03532169801236313,0.7467955694725021,51,23,-0.7613961945556699,-2.7901265172872542,-2.0287303227315845,0.8830830539412261,1.0,False,False
