model,method_key,complete_five_levels,effect_shift_0_0_pct,effect_shift_0_5_pct,effect_shift_1_0_pct,effect_shift_3_0_pct,effect_shift_5_0_pct,shift5_minus_shift0_pct,endpoint_direction,strictly_increasing,strictly_decreasing,nondecreasing,nonincreasing,exceeds_baseline_at_every_level,exceeds_baseline_at_any_level,below_baseline_at_every_level
bag8,tdda_v2_k5_lam07_pfl_dw,True,-19.079241247126905,-19.2875842197296,-18.774283676945025,-22.33167689272884,-20.38216348610173,-1.3029222389748263,smaller_benefit,False,False,False,False,False,False,True
bag8,tdda_v2_k5_lam07_pfl_dw_cumshift,True,-18.8422334650462,-19.273595773306955,-18.717356969238143,-22.595290503927057,-20.073900321645304,-1.2316668565991051,smaller_benefit,False,False,False,False,False,False,True
bag8,tdda_v2_k5_lam07_pfl_nodw,True,-18.87817901671854,-19.589451310924243,-18.673140413618697,-22.31593900323689,-19.66134134232042,-0.7831623256018787,smaller_benefit,False,False,False,False,False,False,True
tabicl,adversarial_lgbm_both_ratio,True,-0.2018513768709386,-0.2522154646450987,-0.3164166342527421,-0.0960834800355343,-0.3240982613623295,-0.1222468844913909,smaller_benefit,False,False,False,False,False,False,True
tabicl,adversarial_lgbm_cal_iso_both_ratio,True,-0.0481013294080653,-0.1934891132093544,-0.2698165381296691,-0.267669883622161,-0.6231538274438607,-0.5750524980357954,smaller_benefit,False,False,False,False,False,False,True
tabicl,adversarial_lgbm_cal_iso_feature,True,-0.0481013294080653,-0.1934891132093544,-0.2698165381296691,-0.267669883622161,-0.6231538274438607,-0.5750524980357954,smaller_benefit,False,False,False,False,False,False,True
tabicl,adversarial_lgbm_cal_platt_feature,True,0.0219449630474835,-0.1937162131075091,-0.3259612322538127,-0.232657590071649,-0.4745972292616019,-0.4965421923090854,smaller_benefit,False,False,False,False,False,True,False
tabicl,adversarial_lgbm_feature,True,-0.2018513768709386,-0.2522154646450987,-0.3164166342527421,-0.096058950170811,-0.3240982613623295,-0.1222468844913909,smaller_benefit,False,False,False,False,False,False,True
tabicl,adversarial_logreg_feature,True,-0.2250140950932769,-0.3969958552585824,-0.3556766372762722,-0.2520361831857164,-0.7553650376052815,-0.5303509425120045,smaller_benefit,False,False,False,False,False,False,True
tabicl,adversarial_rf_feature,True,-0.1922277283360554,-0.4229861769338259,-0.3733457027800261,-0.3442275913553328,-0.1371972038547002,0.0550305244813552,larger_benefit,False,False,False,False,False,False,True
tabicl,cluster_membership_k10_both,True,0.1389255695352049,-0.2493977436868379,-0.2613865774383727,-0.5563291548071744,-0.4253442828645191,-0.564269852399724,smaller_benefit,False,False,False,False,False,True,False
tabicl,cluster_membership_k10_both_cumshift,True,-0.1491496390243858,-0.3693569565450812,-0.0346445789036229,0.1354212063950978,-0.8542611386015335,-0.7051114995771477,smaller_benefit,False,False,False,False,False,True,False
tabicl,cluster_membership_k10_feature,True,0.1389340261684034,-0.2493977436868379,-0.2613783208657754,-0.5563373314287045,-0.4252402273439656,-0.564174253512369,smaller_benefit,False,False,False,False,False,True,False
tabicl,cluster_membership_k10_feature_cumshift,True,-0.1491580956574927,-0.3693569565450812,-0.034727144630327,0.1353476168010168,-0.854217782134654,-0.7050596864771613,smaller_benefit,False,False,False,False,False,True,False
tabicl,cluster_membership_k10_weight,True,-0.0833147498819352,-0.3060381405026299,0.0024274323636654,-0.1370074709791152,-0.537984383867728,-0.45466963398579274,smaller_benefit,False,False,False,False,False,True,False
tabicl,cluster_membership_k15_both,True,-0.1032216643381138,-0.6059361726483997,-0.3662367937151725,0.5158221715634895,-1.2748535526939222,-1.1716318883558083,smaller_benefit,False,False,False,False,False,True,False
tabicl,cluster_membership_k5_both,True,-0.1367014750143581,-0.0482124672629088,0.0123931155706252,0.3783159266687785,0.1517649767327523,0.2884664517471104,larger_benefit,False,False,False,False,False,True,False
tabicl,cluster_membership_k5_feature,True,-0.1367353015470146,-0.0481704117262101,0.0124013721432682,0.3783077500472041,0.151712948972454,0.2884482505194686,larger_benefit,False,False,False,False,False,True,False
tabicl,freq_ratio_log,True,-0.0911455921871242,-0.2733441662787818,-0.0883123012281517,-0.1461080507833675,-0.2387640632119692,-0.147618471024845,smaller_benefit,False,False,False,False,False,False,True
tabicl,freq_ratio_log__sel_combined_intersection,True,0.1152639099565385,0.0131633829843935,0.0112206822521674,0.2254948695788478,0.4500921541703658,0.3348282442138273,larger_benefit,False,False,False,False,True,True,False
tabicl,freq_ratio_log__sel_combined_union,True,0.0615050929651233,0.0793419755218505,0.10420620360891,0.3645056128418319,0.4852802627054982,0.4237751697403749,larger_benefit,True,False,True,False,True,True,False
tabicl,freq_ratio_v2_both_gated,True,0.0,-0.0174362255121718,0.0754072781523358,0.1711530426435374,0.2939655168676552,0.2939655168676552,larger_benefit,False,False,False,False,False,True,False
tabicl,freq_ratio_v2_diff_gated,True,0.0,-0.3088053948169538,-0.2145387841354616,-0.1848897668763143,-0.3828202601301269,-0.3828202601301269,smaller_benefit,False,False,False,False,False,False,False
tabicl,freq_ratio_v2_ratio_gated,True,0.0,-0.2733273440641669,-0.0889232876053781,-0.1449878536286483,-0.2383825263033014,-0.2383825263033014,smaller_benefit,False,False,False,False,False,False,False
tabicl,freq_ratio_v2_ratio_ungated,True,-0.0910863957550097,-0.2733273440641669,-0.0889232876053781,-0.1451432094384292,-0.2383825263033014,-0.14729613054829171,smaller_benefit,False,False,False,False,False,False,True
tabicl,groupby_shift_cohen_d,True,0.0350358311775721,0.1548821305268008,0.1977036324708433,0.1250450736263898,0.0209325022187408,-0.0141033289588313,smaller_benefit,False,False,False,False,True,True,False
tabicl,groupby_shift_cohen_d__sel_combined_intersection,True,0.0613190470356272,-0.1953816123605202,-0.2534272413890976,0.0675879538740657,-0.0028528555219534,-0.0641719025575806,smaller_benefit,False,False,False,False,False,True,False
tabicl,groupby_shift_cohen_d__sel_combined_union,True,-0.0248963280199637,-0.1852630502325421,-0.1954908709965811,-0.1224612612111364,-0.0906323584053433,-0.06573603038537959,smaller_benefit,False,False,False,False,False,False,True
tabicl,groupby_shift_cohen_d_min10,True,0.0350612010770301,0.1548821305268008,0.1977036324708433,0.1250450736263898,0.0209845299790819,-0.014076671097948197,smaller_benefit,False,False,False,False,True,True,False
tabicl,groupby_shift_ratio_log,True,0.0295136497248024,0.14033091483158,0.1579812613781633,0.1380295486750301,0.2073392960036444,0.177825646278842,larger_benefit,False,False,False,False,True,True,False
tabicl,groupby_shift_ratio_raw,True,0.030333943141161,0.1371935717944828,0.1513760032458116,0.1410548986548583,0.2141549326002224,0.1838209894590614,larger_benefit,False,False,False,False,True,True,False
tabicl,joint_freq_combined,True,-0.0144777559680425,-0.1012360879233027,-0.1980669216681402,0.0274652718440236,0.0528168479761591,0.0672946039442016,larger_benefit,False,False,False,False,False,True,False
tabicl,joint_freq_combined__sel_combined_intersection,True,0.1464096898809055,0.0157624151519225,0.0225239302309932,0.1370074709791152,0.3768283964047298,0.23041870652382432,larger_benefit,False,False,False,False,True,True,False
tabicl,joint_freq_combined__sel_combined_union,True,-0.0718306420520447,0.1000080662519861,0.0673406066582905,0.1474571933419486,0.4217977238721945,0.4936283659242392,larger_benefit,False,False,False,False,False,True,False
tabicl,joint_freq_separate,True,0.0082959571289523,-0.1121621163556563,0.0365683603346492,0.0765250012469628,0.2896385414711148,0.28134258434216247,larger_benefit,False,False,False,False,False,True,False
tabicl,joint_freq_separate__sel_combined_intersection,True,-0.1210059638713693,-0.1707538900740662,-0.1028438691191151,-0.1098529107546088,-0.1437093451829506,-0.022703381311581283,smaller_benefit,False,False,False,False,False,False,True
tabicl,joint_freq_separate__sel_combined_union,True,-0.041200716750357,-0.2305905076784537,-0.0608426839706633,-0.1169583948964779,-0.0979682726046889,-0.05676755585433191,smaller_benefit,False,False,False,False,False,False,True
tabicl,joint_groupby_combined,True,-0.1272723290421694,-0.0569095522506915,-0.134078483511952,-0.4599431397736084,-0.101627558410943,0.025644770631226402,larger_benefit,False,False,False,False,False,False,True
tabicl,joint_groupby_combined__sel_combined_intersection,True,-0.0947312046465127,0.0841026622753063,0.1702835546493957,-0.162117875811836,-0.1595517981877728,-0.06482059354126009,smaller_benefit,False,False,False,False,False,True,False
tabicl,joint_groupby_combined__sel_combined_union,True,-0.0160422331024772,-0.2230541555033435,-0.4930164669910709,-0.1775308074659045,-0.280750465756842,-0.2647082326543648,smaller_benefit,False,False,False,False,False,False,True
tabicl,joint_groupby_mean_only,True,0.1100799938300588,0.0723607564311081,0.2059684617089144,-0.0934833143771765,-0.1150767344429481,-0.2251567282730069,smaller_benefit,False,False,False,False,False,True,False
tabicl,joint_groupby_separate,True,-0.0264016087221924,0.0602319396492909,0.0201708070213889,-0.1449224406561417,-0.134170922465229,-0.1077693137430366,smaller_benefit,False,False,False,False,False,True,False
tabicl,joint_pca_10,True,-0.4670175662029087,-0.3340471279390892,-0.4362938127803643,-0.4258057447308049,-1.287348886454151,-0.8203313202512422,smaller_benefit,False,False,False,False,False,False,True
tabicl,joint_pca_5,True,-0.4669921963034507,-0.3339882501876833,-0.4362938127803643,-0.4258057447308049,-1.287348886454151,-0.8203566901507002,smaller_benefit,False,False,False,False,False,False,True
tabicl,joint_pca_var90,True,-0.4670175662029087,-0.3339882501876833,-0.4362938127803643,-0.4257812148660816,-1.287305529987357,-0.8202879637844483,smaller_benefit,False,False,False,False,False,False,True
tabicl,joint_pca_var95,True,-0.4670175662029087,-0.3339882501876833,-0.4362938127803643,-0.4258057447308049,-1.2874182568012436,-0.8204006905983349,smaller_benefit,False,False,False,False,False,False,True
tabicl,joint_scaling,True,8.456633166408337e-05,2.523332199152716e-05,4.953943604075151e-05,2.452986472325436e-05,8.671293375887117e-06,-7.589503828819625e-05,smaller_benefit,False,False,False,False,True,True,False
tabicl,joint_tsne_2d_p30,True,-0.4455377179792342,-0.4802405845853917,-0.1895213689595677,-0.7399760752053307,-1.5782621080521215,-1.1327243900728874,smaller_benefit,False,False,False,False,False,False,True
tabicl,joint_tsne_2d_p50,True,-0.8298916950534213,-0.5864728702676354,-0.5246969363078631,-0.7723554966111872,-0.496275462711055,0.3336162323423663,larger_benefit,False,False,False,False,False,False,True
tabicl,joint_tsne_3d_p30,True,-0.6015625997618246,-0.9687240543623028,-0.3440101001001951,-0.355920160196413,-1.7332874910956655,-1.131724891333841,smaller_benefit,False,False,False,False,False,False,True
tabicl,label_prop_k10_a05,True,-0.1885829194445066,-0.2173093691913406,-0.2617994060717103,-0.3306462229322924,0.2161059736106548,0.4046888930551614,larger_benefit,False,False,False,False,False,True,False
tabicl,label_prop_k15_a05,True,-0.129344204166085,-0.0636973158726474,-0.0383600366030678,-0.1018316449972479,0.288216449356826,0.417560653522911,larger_benefit,False,False,False,False,False,True,False
tabicl,label_prop_k15_a08,True,-0.1758556865403492,-0.1339132399324436,-0.0791805318603274,-0.0671954760387599,0.349210326990135,0.5250660135304842,larger_benefit,True,False,True,False,False,True,False
tabicl,label_prop_v3_adaptive,True,-1.0586520786361706,-2.614988038143675,-1.1375988383992903,-0.3429602150124516,-0.3620785263657413,0.6965735522704293,larger_benefit,False,False,False,False,False,False,True
tabicl,label_prop_v3_t005_k10,True,-0.5973342831823294,-1.0138328230173903,-0.3927651616888008,-0.622837794634393,-0.7677129593780343,-0.1703786761957049,smaller_benefit,False,False,False,False,False,False,True
tabicl,label_prop_v3_t005_k15,True,-0.485799748448912,-0.8161802116756005,-0.3782748766612352,-0.6227560284186933,-0.4805544078135382,0.005245340635373796,larger_benefit,False,False,False,False,False,False,True
tabicl,label_prop_v3_t01_k15,True,-0.917942159504424,-0.8162643227489518,-0.6301663955345324,-0.4295915205163442,-0.5844018173296948,0.3335403421747293,larger_benefit,False,False,False,False,False,False,True
tabicl,label_prop_weighted_adaptive_a05,True,-0.804597905275053,-0.8601787141620447,-0.1571886304021513,-0.0739820719394928,0.4756898122274783,1.2802877175025313,larger_benefit,False,False,False,False,False,True,False
tabicl,label_prop_weighted_k10_a05,True,-0.2921090225763456,-0.267044246882411,0.1256072399573948,0.1739576238410782,0.4840402677521459,0.7761492903284914,larger_benefit,True,False,True,False,False,True,False
tabicl,label_prop_weighted_k15_a05,True,-0.4629160991207952,-0.3208248672032897,0.0202781424659763,0.0983647574528448,0.4078889692910529,0.870805068411848,larger_benefit,True,False,True,False,False,True,False
tabicl,label_prop_weighted_k15_a08,True,-0.331965134654512,-0.1820920627660305,0.0480697660574552,0.1844972890411415,0.4024867535154736,0.7344518881699855,larger_benefit,True,False,True,False,False,True,False
tabicl,leaf_density_conf,True,-0.5258419064565747,-0.3497254320176143,-0.1835601234952429,-2.011277196465405,-3.494531232047757,-2.968689325591182,smaller_benefit,False,False,False,False,False,False,True
tabicl,leaf_density_conf_cumshift,True,-0.4606581780673834,-0.2905953474296361,-0.0746641866124103,-0.838806900087385,-4.697369693222643,-4.2367115151552595,smaller_benefit,False,False,False,False,False,False,True
tabicl,leaf_density_conf_deep,True,-0.518924380532561,-0.2713170894102816,-0.2249998617023718,-0.8818895191247487,-4.815628792336,-4.2967044118034385,smaller_benefit,False,False,False,False,False,False,True
tabicl,leaf_density_conf_shallow,True,-0.7976296395520318,-0.3416339467581825,-0.3088205874006268,-0.0007931322920086,-0.6774968230549051,0.1201328164971267,larger_benefit,False,False,False,False,False,False,True
tabicl,leaf_density_embed_k10,True,-0.333360479125756,-0.5931260561722108,-0.4168660972989009,-1.8075239636336795,-9.338428007237056,-9.005067528111299,smaller_benefit,False,False,False,False,False,False,True
tabicl,leaf_density_embed_k10_cumshift,True,-0.4210726782503314,-0.5536274961116995,-0.1994540258759098,-2.610803443011852,-6.225338299672103,-5.804265621421772,smaller_benefit,False,False,False,False,False,False,True
tabicl,leaf_density_embed_k20,True,-0.4249711861366435,-0.3889296033212345,-0.1418231486720066,-4.171924915719487,-13.694252796817322,-13.269281610680679,smaller_benefit,False,False,False,False,False,False,True
tabicl,leaf_density_embed_k5,True,-0.4644721196220314,-0.8140690237336567,-0.3170358772026572,-0.8269099157072106,-4.037544966075687,-3.5730728464536554,smaller_benefit,False,False,False,False,False,False,True
tabicl,nearest_test_k10_both,True,-0.6085816052837161,-0.3071315844566122,-0.1669974387285744,0.1244645334950941,-5.813451864132965,-5.204870258849249,smaller_benefit,False,False,False,False,False,True,False
tabicl,nearest_test_k10_cumshift_both,True,-0.2056484051592813,-0.6015287524031486,-0.227617195237283,-0.0179803908261729,-6.938552180158284,-6.732903774999003,smaller_benefit,False,False,False,False,False,False,True
tabicl,nearest_test_k10_filter_both,True,-0.6085816052837161,-0.1163172033808074,-0.1669974387285744,0.1244645334950941,-5.813451864132965,-5.204870258849249,smaller_benefit,False,False,False,False,False,True,False
tabicl,nearest_test_k5_both,True,-0.5690045620998625,-0.32640143136859,-0.1998916242272222,0.5439661029976575,-5.154650349604835,-4.585645787504973,smaller_benefit,False,False,False,False,False,True,False
tabicl,nearest_test_rel_k10_both,True,-0.2968954769443292,-0.128033875903014,-0.5634945712621976,-4.338973294336348,-16.613027491035005,-16.316132014090677,smaller_benefit,False,False,False,False,False,False,True
tabicl,nearest_test_rel_k10_cumshift_both,True,-0.1417247151107997,-0.7530800844239273,-0.2239017375379295,-3.896340062420343,-17.900419733956035,-17.758695018845234,smaller_benefit,False,False,False,False,False,False,True
tabicl,nearest_test_rel_k5_both,True,-0.2620034085305356,-0.0891493266782303,-0.3155414375502088,-2.4209014071147674,-13.860828342642694,-13.598824934112159,smaller_benefit,False,False,False,False,False,False,True
tabicl,neighbor_consensus_k10_dist,True,-2.8266127201123474,-2.943155802053335,-3.097089946194346,-3.6807143750730775,-1.8579980324835128,0.9686146876288346,larger_benefit,False,False,False,False,False,False,True
tabicl,neighbor_consensus_k10_dist_cumshift,True,-4.241737256297742,-2.514778105315618,-2.0537316281968687,-1.6451934956610856,-1.107662345038562,3.1340749112591797,larger_benefit,True,False,True,False,False,False,True
tabicl,neighbor_consensus_k10_uniform,True,-2.285692636733387,-2.7375462831694937,-2.762962963574544,-3.274025571566269,-1.662469038063059,0.6232235986703281,larger_benefit,False,False,False,False,False,False,True
tabicl,neighbor_consensus_k20_dist,True,-3.49421316821247,-2.8347702728924484,-3.9101229131202815,-4.146577388861285,-3.215610409193999,0.278602759018471,larger_benefit,False,False,False,False,False,False,True
tabicl,neighbor_consensus_k5_dist,True,-3.400437563112896,-3.031379906924332,-2.8969506247871943,-2.4859546083030706,-1.6968593876072238,1.7035781755056723,larger_benefit,True,False,True,False,False,False,True
tabicl,neighbor_consensus_k5_dist_cumshift,True,-4.010904997591077,-2.0553550113924035,-2.078625194782844,-1.917311461415781,-1.2578404750828407,2.753064522508237,larger_benefit,False,False,False,False,False,False,True
tabicl,ot_disp_v2_selective,True,-0.1151793436248286,-1.6373734433247569,-2.414106255319798,-3.437590709395535,-5.8139201139754775,-5.698740770350649,smaller_benefit,False,True,False,True,False,False,True
tabicl,ot_disp_v2_selective_abs,True,-0.2388153204086478,-0.291764491349593,-0.6910999018045428,-1.0574088776851212,-1.8347502949323808,-1.595934974523733,smaller_benefit,False,True,False,True,False,False,True
tabicl,ot_disp_v2_selective_and_summary,True,-0.21597395424634,-1.071566663787257,-1.4502174492259752,-1.9113507042933549,-2.7567515774167086,-2.5407776231703685,smaller_benefit,False,True,False,True,False,False,True
tabicl,ot_disp_v2_selective_and_summary_abs,True,-0.4888948761851251,-0.4299253404878695,-0.4425110119973529,-0.583377418951302,-1.2755992839245915,-0.7867044077394665,smaller_benefit,False,False,False,False,False,False,True
tabicl,ot_disp_v2_selective_and_summary_top10,True,-0.2158724746484622,-1.071566663787257,-1.450258732089373,-1.9113507042933549,-2.7568903181107656,-2.541017843462303,smaller_benefit,False,True,False,True,False,False,True
tabicl,ot_disp_v2_selective_top10,True,-0.1151793436248286,-1.6373734433247569,-2.414106255319798,-3.437590709395535,-5.8139201139754775,-5.698740770350649,smaller_benefit,False,True,False,True,False,False,True
tabicl,ot_disp_v2_summary_only,True,-0.2412931139242579,-0.2677171354694984,-0.3845416153142189,-0.3584957959900475,-0.9736388345608088,-0.7323457206365509,smaller_benefit,False,False,False,False,False,False,True
tabicl,ot_displacement_mag,True,-0.5112964974232193,-3.63651702437564,-1.324288202934681,-1.722577042172564,-2.8705276178526304,-2.359231120429411,smaller_benefit,False,False,False,False,False,False,True
tabicl,ot_displacement_no_mag,True,-0.1151201471927142,-1.637407087754171,-2.414040202738517,-1.1668611339829384,-3.020844488590966,-2.905724341398252,smaller_benefit,False,False,False,False,False,False,True
tabicl,pseudo_label_lgbm_conf80_iter5,True,-1.1690872510588706,-1.7018614032872112,-3.103893362070586,-13.499724856684272,-19.05270455472694,-17.88361730366807,smaller_benefit,False,True,False,True,False,False,True
tabicl,pseudo_label_lgbm_conf90_iter1,True,-0.2467391856786078,-0.2470174003100407,-0.1127434997447939,-0.193745048033556,-0.9966004194304506,-0.7498612337518429,smaller_benefit,False,False,False,False,False,False,True
tabicl,pseudo_label_lgbm_conf90_iter3,True,-0.3675591036205268,-0.4560754732025775,-0.4859901236529214,-7.790848561609613,-16.0485956623589,-15.681036558738372,smaller_benefit,False,True,False,True,False,False,True
tabicl,pseudo_label_lgbm_conf95_iter3,True,-0.1907055343674298,-0.1467065341939253,-0.210261879494831,-1.6319882518301136,-10.462661193924358,-10.271955659556928,smaller_benefit,False,False,False,False,False,False,True
tabicl,pseudo_label_v2_cal_iso_wfixed_conf90,True,-0.1509170753545304,-0.1283282646598128,-0.1276961528416922,-0.5997715451934132,-5.275536850612244,-5.124619775257714,smaller_benefit,False,False,False,False,False,False,True
tabicl,pseudo_label_v2_cal_iso_wprop_conf85,True,-0.3658931468881684,-0.2648741811891998,-0.3409056287780224,-2.6826350634791805,-8.702648776632243,-8.336755629744074,smaller_benefit,False,False,False,False,False,False,True
tabicl,pseudo_label_v2_cal_iso_wprop_conf90,True,-0.1509170753545304,-0.1283282646598128,-0.1276961528416922,-0.5997715451934132,-5.275536850612244,-5.124619775257714,smaller_benefit,False,False,False,False,False,False,True
tabicl,pseudo_label_v2_cal_iso_wquad_conf90,True,-0.1509170753545304,-0.1283282646598128,-0.1276961528416922,-0.5997715451934132,-5.275536850612244,-5.124619775257714,smaller_benefit,False,False,False,False,False,False,True
tabicl,pseudo_label_v2_cal_platt_wprop_conf90,True,0.0,-1.6822214661018106e-05,0.0,0.0,0.0,0.0,unchanged,False,False,False,False,False,False,False
tabicl,target_enc_absolute,True,0.039703892681281,0.0393892156650761,0.0745073117317822,0.1332298718151059,0.1178515483244757,0.0781476556431947,larger_benefit,False,False,False,False,True,True,False
tabicl,target_enc_diff,True,0.0427313673522268,0.0418452590078478,0.0782888220125081,0.1313656020977802,0.1105676618854282,0.06783629453320139,larger_benefit,False,False,False,False,True,True,False
tabicl,target_enc_inv_ratio,True,0.0423761887595857,0.0410041482740118,0.0774383950279495,0.1315781942585376,0.1191348997446646,0.07675871098507889,larger_benefit,False,False,False,False,True,True,False
tabicl,target_enc_oof_absolute,True,-0.1820628552790348,-0.2079982733678765,-0.2453605698950523,-0.1986346677307543,-0.305836517504477,-0.1237736622254422,smaller_benefit,False,False,False,False,False,False,True
tabicl,target_enc_oof_diff,True,-0.1813863246262716,-0.2067534294818065,-0.2464999769228924,-0.1992479143482589,-0.306877072710098,-0.1254907480838264,smaller_benefit,False,False,False,False,False,False,True
tabicl,target_enc_oof_inv_ratio,True,-0.1807013373404015,-0.2078889289724413,-0.2457981682463189,-0.2046117780963297,-0.308143081543578,-0.1274417442031765,smaller_benefit,False,False,False,False,False,False,True
tabicl,target_enc_oof_ratio,True,-0.1805660312098214,-0.2056599855278242,-0.2451376424330975,-0.189852976167638,-0.3001394777540317,-0.11957344654421032,smaller_benefit,False,False,False,False,False,False,True
tabicl,target_enc_oof_ratio_cap5,True,-0.1805660312098214,-0.205592696669134,-0.2450715898517707,-0.189852976167638,-0.3001394777540317,-0.11957344654421032,smaller_benefit,False,False,False,False,False,False,True
tabicl,target_enc_ratio,True,0.042799020417494,0.0418032034712415,0.0784456968931362,0.1349387857226508,0.1136979987955816,0.07089897837808759,larger_benefit,False,False,False,False,True,True,False
tabicl,target_enc_ratio__sel_combined_intersection,True,0.0914923141467043,0.0491292779627656,0.1233366824744032,0.2595586750275259,0.5668077630620858,0.47531544891538147,larger_benefit,False,False,False,False,True,True,False
tabicl,target_enc_ratio__sel_combined_union,True,-0.090562084499132,0.0375471831580319,0.1405681496269362,0.3006952581319085,0.458243169947388,0.5488052544465201,larger_benefit,True,False,True,False,False,True,False
tabicl,target_enc_ratio_cap5,True,0.042799020417494,0.0418032034712415,0.0784456968931362,0.1349387857226508,0.1135679293948576,0.0707689089773636,larger_benefit,False,False,False,False,True,True,False
tabicl,targeted_groupby_top3,True,-0.2426800017623034,-0.6713493544180413,-0.1715715799851296,-0.6506137780979784,-0.2128022108329407,0.029877790929362685,larger_benefit,False,False,False,False,False,False,True
tabicl,targeted_groupby_top3_shifted_agg,True,-0.2426800017623034,-0.6712652433446439,-0.1715963497031499,-0.6506137780979784,-0.2128022108329407,0.029877790929362685,larger_benefit,False,False,False,False,False,False,True
tabicl,targeted_groupby_top5,True,-0.2443628717609671,-0.5698945777039145,-0.2056299422295464,-0.4980298430333951,-0.33061040269058,-0.0862475309296129,smaller_benefit,False,False,False,False,False,False,True
tabicl,targeted_groupby_top5_shifted_agg,True,-0.2443628717609671,-0.5698945777039145,-0.2055804027936428,-0.4980053131686719,-0.33061040269058,-0.0862475309296129,smaller_benefit,False,False,False,False,False,False,True
tabicl,tdda_k10_lam07_aug1,True,-6.528884433934487,-8.608886116214048,-8.881388801759117,-11.839502730582762,-10.464048600865144,-3.935164166930657,smaller_benefit,False,False,False,False,False,False,True
tabicl,tdda_k5_lam06_aug1,True,-7.007123952339416,-9.702666514481686,-9.974146194013093,-12.114318981454664,-10.139854955275636,-3.13273100293622,smaller_benefit,False,False,False,False,False,False,True
tabicl,tdda_k5_lam07_aug1,True,-6.528884433934487,-8.608886116214048,-8.881388801759117,-11.839502730582762,-10.464048600865144,-3.935164166930657,smaller_benefit,False,False,False,False,False,False,True
tabicl,tdda_k5_lam07_aug1_cumshift,True,-12.125661847823386,-13.157966231254454,-10.971738329726724,-14.143797337528484,-13.75515996151683,-1.6294981136934439,smaller_benefit,False,False,False,False,False,False,True
tabicl,tdda_k5_lam07_aug2,True,-29.753877302878543,-30.90758960289561,-33.7708023316231,-31.02498039654983,-31.723666691090816,-1.9697893882122735,smaller_benefit,False,False,False,False,False,False,True
tabicl,tdda_k5_lam08_aug1,True,-12.952872790165442,-13.44916717841244,-15.05561255801587,-16.72263836683433,-15.34129560395773,-2.388422813792289,smaller_benefit,False,False,False,False,False,False,True
tabicl,tdda_v2_k10_lam07_pfl_dw,True,-16.69911053978092,-18.25780565480427,-20.67345890864788,-18.5038744921296,-18.986637970466465,-2.287527430685543,smaller_benefit,False,False,False,False,False,False,True
tabicl,tdda_v2_k5_lam06_pfl_dw,True,-16.600709156343356,-18.1725170263943,-20.10384621704064,-17.88999009811129,-18.555796087599145,-1.9550869312557886,smaller_benefit,False,False,False,False,False,False,True
tabicl,tdda_v2_k5_lam07_nopfl_dw,True,-6.528884433934487,-8.608886116214048,-8.881388801759117,-11.839502730582762,-10.464048600865144,-3.935164166930657,smaller_benefit,False,False,False,False,False,False,True
tabicl,tdda_v2_k5_lam07_pfl_dw,True,-16.699093626514617,-18.257704721516163,-20.67363229667379,-18.5038744921296,-18.98656860011937,-2.287474973604752,smaller_benefit,False,False,False,False,False,False,True
tabicl,tdda_v2_k5_lam07_pfl_dw_cumshift,True,-16.911287465738965,-18.29018841805657,-20.817271891332283,-18.18202631400353,-18.702991292720743,-1.7917038269817773,smaller_benefit,False,False,False,False,False,False,True
tabicl,tdda_v2_k5_lam07_pfl_nodw,True,-16.699093626514617,-18.257704721516163,-20.67363229667379,-18.5038744921296,-18.98641251683856,-2.2873188903239416,smaller_benefit,False,False,False,False,False,False,True
tabpfn,adversarial_lgbm_both_ratio,True,-0.5743568558516137,-0.160109541737422,-0.1154215888740964,-2.0290556373515884,-5.22569747831386,-4.651340622462246,smaller_benefit,False,False,False,False,False,False,True
tabpfn,adversarial_lgbm_cal_iso_both_ratio,True,-0.4594736331956617,-0.2256165355476361,0.0086642446901246,-2.759167611415447,-6.032584661974184,-5.573111028778522,smaller_benefit,False,False,False,False,False,True,False
tabpfn,adversarial_lgbm_cal_iso_feature,True,-0.4594736331956617,-0.2256165355476361,0.0193070038670911,-2.759167611415447,-6.104897746609833,-5.645424113414171,smaller_benefit,False,False,False,False,False,True,False
tabpfn,adversarial_lgbm_cal_platt_feature,True,-0.4662797720959096,-0.1897678562834345,-0.1915696651850328,-3.2505480409860223,-6.049715073348818,-5.583435301252908,smaller_benefit,False,False,False,False,False,False,True
tabpfn,adversarial_lgbm_feature,True,-0.5743568558516137,-0.1685341493526958,-0.09063245111647,-2.0290556373515884,-5.22569747831386,-4.651340622462246,smaller_benefit,False,False,False,False,False,False,True
tabpfn,adversarial_logreg_feature,True,-0.3237741225350237,-0.2466486566529927,-0.4215719742763246,-2.3497069396425783,-6.679981511564048,-6.356207389029024,smaller_benefit,False,False,False,False,False,False,True
tabpfn,adversarial_rf_feature,True,-0.59499537157154,-0.454399648434253,-0.4649014415374239,-1.1041008951132574,-2.4428242361197463,-1.8478288645482062,smaller_benefit,False,False,False,False,False,False,True
tabpfn,cluster_membership_k10_both,True,-0.2602501594659359,-0.3635768347311822,-0.7127680876824409,-0.8532231602096326,-2.255156615733855,-1.994906456267919,smaller_benefit,False,True,False,True,False,False,True
tabpfn,cluster_membership_k10_both_cumshift,True,-0.4165458591120773,-0.2491516806503562,-0.4837550358346157,-0.0550275235112004,-0.97164244798746,-0.5550965888753827,smaller_benefit,False,False,False,False,False,False,True
