model,method_key,method_role,family,source_dataset,n_windows_execution,n_windows_relative,low_window,low_mean_ks,low_lift_pct,high_window,high_mean_ks,high_lift_pct,high_minus_low_lift_pct,direction,monotonicity,sibling_sign_consistency,window_sequence,mean_ks_sequence,lift_sequence_pct,absolute_effect_sequence,inference_status
bag8,adversarial_lgbm_both_ratio,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.6774057488018562,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.3205804376043019,-0.35682531119755434,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.677406;-0.329049;0.320580,0.00389054524;-0.00183482999;0.00177408263,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_both_ratio,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,0.2690821113507203,tabred_homesite__gap_far,0.0830990647492541,2.247505884990377,1.9784237736396566,higher_shift_more_helpful,not_assessed_two_windows,all_positive,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,0.269082;2.247506,0.00012368453;0.00233847845,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_both_ratio,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,2.294468267929372,tabred_sberbank__gap_far,0.235749592588427,-0.3764115294078005,-2.6708797973371725,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,2.294468;-0.376412,0.00568560678;-0.00135228397,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_both_ratio,test_time_variant,M6_adversarial,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-0.1560339887145518,tabred_weather__gap_maxdiff,0.2280292319342118,0.1634622660800002,0.319496254794552,higher_shift_more_helpful,strictly_increasing,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-0.156034;-0.152982;0.163462,-0.00259484544;-0.00251241604;0.00293271931,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_cal_iso_both_ratio,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.4127653935758559,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.0407225889980789,-0.4534879825739348,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.412765;-1.391707;-0.040723,0.00237063597;-0.00776037041;-0.0002253576,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_cal_iso_both_ratio,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-0.3145192222582668,tabred_homesite__gap_far,0.0830990647492541,0.0758596778438963,0.3903789001021631,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-0.314519;0.075860,-0.000144569856;7.8930259e-05,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_cal_iso_both_ratio,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,-11.581842707101666,tabred_sberbank__gap_far,0.235749592588427,-21.813503533814675,-10.231660826713009,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,-11.581843;-21.813504,-0.0286993742;-0.078366492,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_cal_iso_both_ratio,test_time_variant,M6_adversarial,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,0.0032070477814385,tabred_weather__gap_maxdiff,0.2280292319342118,-0.0230548970667896,-0.0262619448482281,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,0.003207;-0.153895;-0.023055,5.33332089e-05;-0.00252741851;-0.000413633945,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_cal_iso_feature,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.3744417836918371,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.0407225889980789,-0.415164372689916,higher_shift_more_harmful,strictly_decreasing,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.374442;0.000000;-0.040723,0.00215053194;0;-0.0002253576,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_cal_iso_feature,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-0.3145192222582668,tabred_homesite__gap_far,0.0830990647492541,0.0758596778438963,0.3903789001021631,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-0.314519;0.075860,-0.000144569856;7.8930259e-05,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_cal_iso_feature,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,-11.581842707101666,tabred_sberbank__gap_far,0.235749592588427,-21.813503533814675,-10.231660826713009,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,-11.581843;-21.813504,-0.0286993742;-0.078366492,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_cal_iso_feature,test_time_variant,M6_adversarial,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,0.0032070477814385,tabred_weather__gap_maxdiff,0.2280292319342118,-0.0230548970667896,-0.0262619448482281,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,0.003207;-0.153895;-0.023055,5.33332089e-05;-0.00252741851;-0.000413633945,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_cal_platt_feature,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.2720426809092261,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.0233770168880383,-0.2954196977972644,higher_shift_more_harmful,strictly_decreasing,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.272043;0.079528;-0.023377,0.00156242305;0.000443457734;-0.000129367718,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_cal_platt_feature,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,0.2549198949637894,tabred_homesite__gap_far,0.0830990647492541,-2.9037833385036103,-3.1587032334673997,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,0.254920;-2.903783,0.000117174818;-0.00302132012,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_cal_platt_feature,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,0.2518529986801122,tabred_sberbank__gap_far,0.235749592588427,-0.5820431194992668,-0.8338961181793789,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,0.251853;-0.582043,0.000624082337;-0.00209102941,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_cal_platt_feature,test_time_variant,M6_adversarial,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-0.1456484685996545,tabred_weather__gap_maxdiff,0.2280292319342118,0.1941407817769389,0.33978925037659335,higher_shift_more_helpful,strictly_increasing,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-0.145648;0.150131;0.194141,-0.00242213423;0.00246559554;0.0034831306,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_feature,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.5723864984464075,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.3205804376043019,-0.25180606084210566,higher_shift_more_harmful,nonmonotonic,all_positive,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.572386;0.086775;0.320580,0.00328738805;0.000483869815;0.00177408263,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_feature,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,0.2690821113507203,tabred_homesite__gap_far,0.0830990647492541,2.247505884990377,1.9784237736396566,higher_shift_more_helpful,not_assessed_two_windows,all_positive,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,0.269082;2.247506,0.00012368453;0.00233847845,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_feature,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,2.294468267929372,tabred_sberbank__gap_far,0.235749592588427,-0.3764115294078005,-2.6708797973371725,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,2.294468;-0.376412,0.00568560678;-0.00135228397,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_lgbm_feature,test_time_variant,M6_adversarial,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-0.1560339887145518,tabred_weather__gap_maxdiff,0.2280292319342118,0.1634622660800002,0.319496254794552,higher_shift_more_helpful,strictly_increasing,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-0.156034;-0.152982;0.163462,-0.00259484544;-0.00251241604;0.00293271931,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_logreg_feature,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.5543686356421599,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.0361101076077537,-0.5182585280344062,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.554369;-0.019493;0.036110,0.00318390604;-0.000108698637;0.000199832265,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_logreg_feature,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,1.066296875461454,tabred_homesite__gap_far,0.0830990647492541,0.2698101943937201,-0.7964866810677338,higher_shift_more_harmful,not_assessed_two_windows,all_positive,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,1.066297;0.269810,0.000490127072;0.000280731334,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_logreg_feature,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,-1.0822695873626518,tabred_sberbank__gap_far,0.235749592588427,3.729919150243172,4.812188737605823,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,-1.082270;3.729919,-0.00268182367;0.0133999877,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_logreg_feature,test_time_variant,M6_adversarial,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-0.1297948084638348,tabred_weather__gap_maxdiff,0.2280292319342118,0.2366291611331176,0.3664239695969524,higher_shift_more_helpful,strictly_increasing,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-0.129795;0.171593;0.236629,-0.00215848784;0.00281806385;0.00424542574,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_cal_iso_ratio_hard,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.1560201945333108,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.0,-0.1560201945333108,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.156020;-0.666031;0.000000,0.000896070967;-0.0037138896;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_cal_iso_ratio_hard,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,0.0,tabred_homesite__gap_far,0.0830990647492541,0.0,0.0,no_change,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,0.000000;0.000000,0;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_cal_iso_ratio_hard,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,0.0,tabred_sberbank__gap_far,0.235749592588427,0.0,0.0,no_change,not_assessed_two_windows,mixed_or_tied,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,0.000000;0.000000,0;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_cal_iso_ratio_hard,test_time_variant,M6_adversarial,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,0.0,tabred_weather__gap_maxdiff,0.2280292319342118,0.0,0.0,no_change,nondecreasing_with_tie,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,0.000000;0.000000;0.000000,0;0;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_cal_iso_ratio_hard_tempered,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.3649652001985516,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.0,-0.3649652001985516,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.364965;-0.666031;0.000000,0.00209610506;-0.0037138896;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_cal_iso_ratio_hard_tempered,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,0.0,tabred_homesite__gap_far,0.0830990647492541,0.0,0.0,no_change,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,0.000000;0.000000,0;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_cal_iso_ratio_hard_tempered,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,0.0,tabred_sberbank__gap_far,0.235749592588427,0.0,0.0,no_change,not_assessed_two_windows,mixed_or_tied,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,0.000000;0.000000,0;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_cal_iso_ratio_hard_tempered,test_time_variant,M6_adversarial,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,0.0,tabred_weather__gap_maxdiff,0.2280292319342118,0.0,0.0,no_change,nondecreasing_with_tie,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,0.000000;0.000000;0.000000,0;0;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_cal_iso_ratio_winsorize,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.2317626834213292,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-2.072659878077526,-2.304422561498855,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.231763;-246.860665;-2.072660,0.00133108289;-1.37653268;-0.0114700383,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_cal_iso_ratio_winsorize,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-72.65954621898238,tabred_homesite__gap_far,0.0830990647492541,-17.435212967573417,55.224333251408964,higher_shift_more_helpful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-72.659546;-17.435213,-0.0333982135;-0.0181409401,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_cal_iso_ratio_winsorize,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,-1.2563875410870975,tabred_sberbank__gap_far,0.235749592588427,-1.503708842935069,-0.2473213018479714,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,-1.256388;-1.503709,-0.00311328146;-0.00540217608,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_cal_iso_ratio_winsorize,test_time_variant,M6_adversarial,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-1560.5847482904403,tabred_weather__gap_maxdiff,0.2280292319342118,-1439.2187499827314,121.36599830770888,higher_shift_more_helpful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-1560.584748;-1581.517956;-1439.218750,-25.9525265;-25.9732291;-25.8214004,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_hard,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.2896334853573788,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.0,-0.2896334853573788,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.289633;-0.091373;0.000000,0.00166345234;-0.000509508764;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_hard,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,0.0,tabred_homesite__gap_far,0.0830990647492541,0.0,0.0,no_change,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,0.000000;0.000000,0;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_hard,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,0.0,tabred_sberbank__gap_far,0.235749592588427,0.0,0.0,no_change,not_assessed_two_windows,mixed_or_tied,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,0.000000;0.000000,0;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_hard,test_time_variant,M6_adversarial,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,0.0,tabred_weather__gap_maxdiff,0.2280292319342118,0.0,0.0,no_change,nondecreasing_with_tie,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,0.000000;0.000000;0.000000,0;0;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_hard_tempered,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.2896334853573788,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.0,-0.2896334853573788,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.289633;-0.091373;0.000000,0.00166345234;-0.000509508764;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_hard_tempered,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,0.0,tabred_homesite__gap_far,0.0830990647492541,0.0,0.0,no_change,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,0.000000;0.000000,0;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_hard_tempered,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,0.0,tabred_sberbank__gap_far,0.235749592588427,0.0,0.0,no_change,not_assessed_two_windows,mixed_or_tied,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,0.000000;0.000000,0;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_hard_tempered,test_time_variant,M6_adversarial,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,0.0,tabred_weather__gap_maxdiff,0.2280292319342118,0.0,0.0,no_change,nondecreasing_with_tie,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,0.000000;0.000000;0.000000,0;0;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_normalize,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.2290051808780524,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.0,-0.2290051808780524,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.229005;-1.122273;0.000000,0.00131524573;-0.00625796758;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_normalize,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-0.9258548962913784,tabred_homesite__gap_far,0.0830990647492541,0.0117308780171182,0.9375857743084967,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-0.925855;0.011731,-0.000425572427;1.22057102e-05,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_normalize,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,-0.2282724571875787,tabred_sberbank__gap_far,0.235749592588427,-1.761806918189154,-1.5335344610015753,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,-0.228272;-1.761807,-0.000565650634;-0.00632941093,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_normalize,test_time_variant,M6_adversarial,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-0.185992310652309,tabred_weather__gap_maxdiff,0.2280292319342118,0.5874488472652221,0.7734411579175311,higher_shift_more_helpful,nonmonotonic,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-0.185992;-0.213917;0.587449,-0.00309305238;-0.00351315053;0.0105395736,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_winsorize,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,-0.0980446531370931,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.0,0.0980446531370931,higher_shift_more_helpful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,-0.098045;0.000312;0.000000,-0.000563099972;1.73699878e-06;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_winsorize,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-1.3937981294071773,tabred_homesite__gap_far,0.0830990647492541,0.9439446511106482,2.3377427805178255,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-1.393798;0.943945,-0.000640664164;0.000982152811,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_winsorize,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,-0.2282724571875787,tabred_sberbank__gap_far,0.235749592588427,-1.761806918189154,-1.5335344610015753,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,-0.228272;-1.761807,-0.000565650634;-0.00632941093,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_winsorize,test_time_variant,M6_adversarial,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,0.085802410387243,tabred_weather__gap_maxdiff,0.2280292319342118,-0.0187598163425263,-0.1045622267297693,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,0.085802;-0.148180;-0.018760,0.0014268942;-0.00243356023;-0.000336574777,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_winsorize_tempered,test_time_variant,M6_adversarial,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,-0.0980446531370931,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.0,0.0980446531370931,higher_shift_more_helpful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,-0.098045;0.000312;0.000000,-0.000563099972;1.73699878e-06;0,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_winsorize_tempered,test_time_variant,M6_adversarial,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-1.3937981294071773,tabred_homesite__gap_far,0.0830990647492541,0.9439446511106482,2.3377427805178255,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-1.393798;0.943945,-0.000640664164;0.000982152811,descriptive_exact_variant_no_ci_across_variants
bag8,adversarial_reweight_lgbm_ratio_winsorize_tempered,test_time_variant,M6_adversarial,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,-0.2282724571875787,tabred_sberbank__gap_far,0.235749592588427,-1.761806918189154,-1.5335344610015753,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,-0.228272;-1.761807,-0.000565650634;-0.00632941093,descriptive_exact_variant_no_ci_across_variants
