model,method_key,method_role,family,source_dataset,n_windows_execution,n_windows_relative,low_window,low_mean_ks,low_lift_pct,high_window,high_mean_ks,high_lift_pct,high_minus_low_lift_pct,direction,monotonicity,sibling_sign_consistency,window_sequence,mean_ks_sequence,lift_sequence_pct,absolute_effect_sequence,inference_status
bag8,ot_disp_v2_selective_and_summary_abs,test_time_variant,M9_ot_displacement,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,0.4661060464306766,tabred_sberbank__gap_far,0.235749592588427,3.7609673926467946,3.294861346216118,higher_shift_more_helpful,not_assessed_two_windows,all_positive,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,0.466106;3.760967,0.0011549934;0.0135115306,descriptive_exact_variant_no_ci_across_variants
bag8,ot_disp_v2_selective_and_summary_abs,test_time_variant,M9_ot_displacement,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-0.7005464991435287,tabred_weather__gap_maxdiff,0.2280292319342118,2.1183789998256883,2.818925498969217,higher_shift_more_helpful,strictly_increasing,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-0.700546;-0.237020;2.118379,-0.0116500892;-0.00389257784;0.0380063923,descriptive_exact_variant_no_ci_across_variants
bag8,ot_disp_v2_selective_and_summary_top10,test_time_variant,M9_ot_displacement,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,1.2185673660379397,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.1687222217899143,-1.387289587827854,higher_shift_more_harmful,strictly_decreasing,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,1.218567;0.419431;-0.168722,0.00699859939;0.00233881295;-0.000933703771,descriptive_exact_variant_no_ci_across_variants
bag8,ot_disp_v2_selective_and_summary_top10,test_time_variant,M9_ot_displacement,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-1.1931667305931286,tabred_homesite__gap_far,0.0830990647492541,-0.6326853543897483,0.5604813762033803,higher_shift_more_helpful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-1.193167;-0.632685,-0.000548443243;-0.000658294634,descriptive_exact_variant_no_ci_across_variants
bag8,ot_disp_v2_selective_and_summary_top10,test_time_variant,M9_ot_displacement,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,-0.2229273966176188,tabred_sberbank__gap_far,0.235749592588427,2.9389129082225773,3.161840304840196,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,-0.222927;2.938913,-0.000552405774;0.0105582441,descriptive_exact_variant_no_ci_across_variants
bag8,ot_disp_v2_selective_and_summary_top10,test_time_variant,M9_ot_displacement,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-0.3503970332972979,tabred_weather__gap_maxdiff,0.2280292319342118,-2.845819120271466,-2.4954220869741683,higher_shift_more_harmful,strictly_decreasing,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-0.350397;-2.060520;-2.845819,-0.00582710314;-0.0338398663;-0.051057586,descriptive_exact_variant_no_ci_across_variants
bag8,ot_disp_v2_selective_top10,test_time_variant,M9_ot_displacement,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.9432091612217992,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.1343591102612767,-1.0775682714830759,higher_shift_more_harmful,strictly_decreasing,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.943209;0.433663;-0.134359,0.00541713429;0.00241817141;-0.000743539331,descriptive_exact_variant_no_ci_across_variants
bag8,ot_disp_v2_selective_top10,test_time_variant,M9_ot_displacement,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,0.2891452512321252,tabred_homesite__gap_far,0.0830990647492541,-3.286992020396176,-3.5761372716283013,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,0.289145;-3.286992,0.000132906622;-0.00342003999,descriptive_exact_variant_no_ci_across_variants
bag8,ot_disp_v2_selective_top10,test_time_variant,M9_ot_displacement,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,0.2227839797620546,tabred_sberbank__gap_far,0.235749592588427,0.4568108140556783,0.2340268342936237,higher_shift_more_helpful,not_assessed_two_windows,all_positive,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,0.222784;0.456811,0.000552050392;0.00164112385,descriptive_exact_variant_no_ci_across_variants
bag8,ot_disp_v2_selective_top10,test_time_variant,M9_ot_displacement,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-0.1700589724440891,tabred_weather__gap_maxdiff,0.2280292319342118,-3.419027512040604,-3.2489685395965147,higher_shift_more_harmful,strictly_decreasing,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-0.170059;-1.711509;-3.419028,-0.00282808094;-0.0281080621;-0.0613416678,descriptive_exact_variant_no_ci_across_variants
bag8,ot_disp_v2_summary_only,test_time_variant,M9_ot_displacement,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.372705098301581,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.0776995735628135,-0.4504046718643945,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.372705;-0.121303;-0.077700,0.00214055763;-0.000676403591;-0.000429987136,descriptive_exact_variant_no_ci_across_variants
bag8,ot_disp_v2_summary_only,test_time_variant,M9_ot_displacement,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-0.3558256867195849,tabred_homesite__gap_far,0.0830990647492541,-1.963488293887229,-1.607662607167644,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-0.355826;-1.963488,-0.000163556516;-0.00204296464,descriptive_exact_variant_no_ci_across_variants
bag8,ot_disp_v2_summary_only,test_time_variant,M9_ot_displacement,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,0.1581813522038005,tabred_sberbank__gap_far,0.235749592588427,-1.588049052418795,-1.7462304046225954,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,0.158181;-1.588049,0.000391967491;-0.005705174,descriptive_exact_variant_no_ci_across_variants
bag8,ot_disp_v2_summary_only,test_time_variant,M9_ot_displacement,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-0.2345770044914712,tabred_weather__gap_maxdiff,0.2280292319342118,0.4274933285507633,0.6620703330422345,higher_shift_more_helpful,strictly_increasing,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-0.234577;0.060154;0.427493,-0.0039010159;0.000987914568;0.00766976974,descriptive_exact_variant_no_ci_across_variants
bag8,ot_displacement_mag,test_time_variant,M9_ot_displacement,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,-8.733093353032817,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-5.988486946220046,2.744606406812771,higher_shift_more_helpful,strictly_increasing,all_negative,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,-8.733093;-8.179902;-5.988487,-0.0501567854;-0.0456123778;-0.0331401092,descriptive_exact_variant_no_ci_across_variants
bag8,ot_displacement_mag,test_time_variant,M9_ot_displacement,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,0.8727465848403877,tabred_homesite__gap_far,0.0830990647492541,-1.040137850851082,-1.9128844356914696,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,0.872747;-1.040138,0.000401161007;-0.00108223963,descriptive_exact_variant_no_ci_across_variants
bag8,ot_displacement_mag,test_time_variant,M9_ot_displacement,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,-52.96246343122957,tabred_sberbank__gap_far,0.235749592588427,-30.63238530485217,22.3300781263774,higher_shift_more_helpful,not_assessed_two_windows,all_negative,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,-52.962463;-30.632385,-0.131239009;-0.110048923,descriptive_exact_variant_no_ci_across_variants
bag8,ot_displacement_mag,test_time_variant,M9_ot_displacement,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-10.377654279324164,tabred_weather__gap_maxdiff,0.2280292319342118,-19.8339432982101,-9.456289018885938,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-10.377654;-20.003264;-19.833943,-0.172580405;-0.328513098;-0.35584597,descriptive_exact_variant_no_ci_across_variants
bag8,ot_displacement_no_mag,test_time_variant,M9_ot_displacement,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,-7.134293279787317,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-5.925386067870983,1.2089072119163342,higher_shift_more_helpful,nonmonotonic,all_negative,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,-7.134293;-7.643974;-5.925386,-0.040974395;-0.0426239657;-0.0327909108,descriptive_exact_variant_no_ci_across_variants
bag8,ot_displacement_no_mag,test_time_variant,M9_ot_displacement,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,1.5448617708674512,tabred_homesite__gap_far,0.0830990647492541,-4.674885232910079,-6.219747003777531,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,1.544862;-4.674885,0.000710101093;-0.00486411112,descriptive_exact_variant_no_ci_across_variants
bag8,ot_displacement_no_mag,test_time_variant,M9_ot_displacement,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,-47.15992193522394,tabred_sberbank__gap_far,0.235749592588427,-28.236097818561067,18.923824116662875,higher_shift_more_helpful,not_assessed_two_windows,all_negative,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,-47.159922;-28.236098,-0.116860527;-0.101440098,descriptive_exact_variant_no_ci_across_variants
bag8,ot_displacement_no_mag,test_time_variant,M9_ot_displacement,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-10.864182597517011,tabred_weather__gap_maxdiff,0.2280292319342118,-20.43860078721333,-9.574418189696317,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-10.864183;-24.234812;-20.438601,-0.180671371;-0.398007702;-0.366694288,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_10,train_only_version,baselines,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.4244059915907194,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.1766353983571503,-0.2477705932335691,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.424406;-0.583557;0.176635,0.00243749143;-0.00325400048;0.000977495056,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_10,train_only_version,baselines,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-1.355442126692613,tabred_homesite__gap_far,0.0830990647492541,0.7836226515433296,2.1390647782359427,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-1.355442;0.783623,-0.000623033694;0.000815341438,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_10,train_only_version,baselines,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,1.1740154743201483,tabred_sberbank__gap_far,0.235749592588427,-3.5394605173986915,-4.713475991718839,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,1.174015;-3.539461,0.00290916655;-0.0127157521,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_10,train_only_version,baselines,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-0.161017623018471,tabred_weather__gap_maxdiff,0.2280292319342118,-0.4582014915780152,-0.2971838685595442,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-0.161018;0.123726;-0.458201,-0.00267772329;0.00203194828;-0.00822071293,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_5,train_only_version,baselines,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.3332048141791054,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.0061938603916918,-0.3393986745707972,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.333205;-0.230492;-0.006194,0.0019136956;-0.00128525876;-3.42766397e-05,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_5,train_only_version,baselines,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-0.2024016758618113,tabred_homesite__gap_far,0.0830990647492541,4.945998858194471,5.148400534056282,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-0.202402;4.945999,-9.30346352e-05;0.00514619864,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_5,train_only_version,baselines,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,0.7668851510575795,tabred_sberbank__gap_far,0.235749592588427,0.2152711330640972,-0.5516140179934823,higher_shift_more_harmful,not_assessed_two_windows,all_positive,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,0.766885;0.215271,0.0019003128;0.000773376156,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_5,train_only_version,baselines,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,0.0591270782090374,tabred_weather__gap_maxdiff,0.2280292319342118,0.0824167612769226,0.023289683067885203,higher_shift_more_helpful,nonmonotonic,all_positive,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,0.059127;0.240033;0.082417,0.00098328339;0.00394206263;0.00147866069,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_var90,train_only_version,baselines,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.4613600706352727,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.3961921142436891,-0.06516795639158357,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.461360;-0.031337;0.396192,0.00264972984;-0.000174741149;0.00219251541,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_var90,train_only_version,baselines,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-1.4870327206202534,tabred_homesite__gap_far,0.0830990647492541,-33.838890728174746,-32.35185800755449,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-1.487033;-33.838891,-0.000683519769;-0.0352085915,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_var90,train_only_version,baselines,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,-2.571486055605959,tabred_sberbank__gap_far,0.235749592588427,-5.392990767683751,-2.8215047120777923,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,-2.571486;-5.392991,-0.00637204653;-0.0193746854,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_var90,train_only_version,baselines,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-0.5377605038510489,tabred_weather__gap_maxdiff,0.2280292319342118,-3.582846446601921,-3.0450859427508723,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-0.537761;-0.146997;-3.582846,-0.0089429579;-0.0024141356;-0.0642807862,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_var95,train_only_version,baselines,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.5222253524506274,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.067958171670198,-0.4542671807804294,higher_shift_more_harmful,strictly_decreasing,all_positive,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.522225;0.140717;0.067958,0.00299929748;0.000784658825;0.000376078506,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_var95,train_only_version,baselines,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-0.8267193815828624,tabred_homesite__gap_far,0.0830990647492541,-36.03882138565126,-35.2121020040684,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-0.826719;-36.038821,-0.000380004443;-0.037497569,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_var95,train_only_version,baselines,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,-2.8097966340552785,tabred_sberbank__gap_far,0.235749592588427,-9.796394981253837,-6.986598347198559,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,-2.809797;-9.796395,-0.00696257125;-0.0351942139,descriptive_exact_variant_no_ci_across_variants
bag8,pca_train_only_var95,train_only_version,baselines,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-0.4812020618354846,tabred_weather__gap_maxdiff,0.2280292319342118,-3.748791234704384,-3.2675891728688997,higher_shift_more_harmful,strictly_decreasing,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-0.481202;-0.689017;-3.748791,-0.00800239094;-0.0113157134;-0.0672580451,descriptive_exact_variant_no_ci_across_variants
bag8,pseudo_label_lgbm_conf80_iter5,test_time_variant,M7_pseudo_label,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-2.261823975452324,tabred_homesite__gap_far,0.0830990647492541,16.4268788304576,18.688702805909923,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-2.261824;16.426879,-0.00103965527;0.0170917916,descriptive_exact_variant_no_ci_across_variants
bag8,pseudo_label_lgbm_conf90_iter1,test_time_variant,M7_pseudo_label,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-5.174519812350107,tabred_homesite__gap_far,0.0830990647492541,14.32653029303729,19.5010501053874,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-5.174520;14.326530,-0.00237848605;0.014906427,descriptive_exact_variant_no_ci_across_variants
bag8,pseudo_label_lgbm_conf90_iter3,test_time_variant,M7_pseudo_label,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-11.857315669902317,tabred_homesite__gap_far,0.0830990647492541,17.879161528976564,29.73647719887888,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-11.857316;17.879162,-0.00545025644;0.0186028585,descriptive_exact_variant_no_ci_across_variants
bag8,pseudo_label_lgbm_conf95_iter3,test_time_variant,M7_pseudo_label,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-64.86678665211063,tabred_homesite__gap_far,0.0830990647492541,6.969444973057963,71.8362316251686,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-64.866787;6.969445,-0.0298162444;0.00725154802,descriptive_exact_variant_no_ci_across_variants
bag8,pseudo_label_v2_cal_iso_wfixed_conf90,test_time_variant,M7_pseudo_label,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-393.5249166494548,tabred_homesite__gap_far,0.0830990647492541,-20.752965956992043,372.7719506924627,higher_shift_more_helpful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-393.524917;-20.752966,-0.180885098;-0.0215929862,descriptive_exact_variant_no_ci_across_variants
bag8,pseudo_label_v2_cal_iso_wprop_conf85,test_time_variant,M7_pseudo_label,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-298.0656772784934,tabred_homesite__gap_far,0.0830990647492541,-17.315949041066066,280.74972823742735,higher_shift_more_helpful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-298.065677;-17.315949,-0.137006927;-0.0180168488,descriptive_exact_variant_no_ci_across_variants
bag8,pseudo_label_v2_cal_iso_wprop_conf90,test_time_variant,M7_pseudo_label,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-452.7197356386265,tabred_homesite__gap_far,0.0830990647492541,-30.955180225389284,421.7645554132372,higher_shift_more_helpful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-452.719736;-30.955180,-0.208094203;-0.0322081567,descriptive_exact_variant_no_ci_across_variants
bag8,pseudo_label_v2_cal_iso_wquad_conf90,test_time_variant,M7_pseudo_label,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-413.6925028766989,tabred_homesite__gap_far,0.0830990647492541,-27.21042327614753,386.48207960055134,higher_shift_more_helpful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-413.692503;-27.210423,-0.1901552;-0.0283118228,descriptive_exact_variant_no_ci_across_variants
bag8,pseudo_label_v2_cal_platt_wprop_conf90,test_time_variant,M7_pseudo_label,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-140.3817897500953,tabred_homesite__gap_far,0.0830990647492541,12.841140449892068,153.22293019998736,higher_shift_more_helpful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-140.381790;12.841140,-0.0645269786;0.0133609128,descriptive_exact_variant_no_ci_across_variants
bag8,target_enc_absolute,test_time_variant,M4_target_encoding,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.0,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.0,0.0,no_change,nondecreasing_with_tie,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.000000;0.000000;0.000000,0;0;0,descriptive_exact_variant_no_ci_across_variants
bag8,target_enc_absolute,test_time_variant,M4_target_encoding,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,0.1292302245306233,tabred_homesite__gap_far,0.0830990647492541,2.5925240417827102,2.463293817252087,higher_shift_more_helpful,not_assessed_two_windows,all_positive,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,0.129230;2.592524,5.94011228e-05;0.00269746194,descriptive_exact_variant_no_ci_across_variants
bag8,target_enc_absolute,test_time_variant,M4_target_encoding,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,0.1977628240752947,tabred_sberbank__gap_far,0.235749592588427,-0.0589451433768482,-0.25670796745214286,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,0.197763;-0.058945,0.000490048901;-0.000211764428,descriptive_exact_variant_no_ci_across_variants
bag8,target_enc_absolute,test_time_variant,M4_target_encoding,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,0.0,tabred_weather__gap_maxdiff,0.2280292319342118,0.0,0.0,no_change,nondecreasing_with_tie,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,0.000000;0.000000;0.000000,0;0;0,descriptive_exact_variant_no_ci_across_variants
bag8,target_enc_diff,test_time_variant,M4_target_encoding,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.0,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.0,0.0,no_change,nondecreasing_with_tie,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.000000;0.000000;0.000000,0;0;0,descriptive_exact_variant_no_ci_across_variants
bag8,target_enc_diff,test_time_variant,M4_target_encoding,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,0.1292302245306233,tabred_homesite__gap_far,0.0830990647492541,1.6827292800108151,1.5534990554801917,higher_shift_more_helpful,not_assessed_two_windows,all_positive,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,0.129230;1.682729,5.94011228e-05;0.00175084131,descriptive_exact_variant_no_ci_across_variants
bag8,target_enc_diff,test_time_variant,M4_target_encoding,tabred_sberbank,2,2,tabred_sberbank__gap_near,0.2265311490062835,0.1526001837482291,tabred_sberbank__gap_far,0.235749592588427,2.0502276854680184,1.8976275017197892,higher_shift_more_helpful,not_assessed_two_windows,all_positive,tabred_sberbank__gap_near;tabred_sberbank__gap_far,0.226531;0.235750,0.152600;2.050228,0.000378137563;0.00736558211,descriptive_exact_variant_no_ci_across_variants
bag8,target_enc_diff,test_time_variant,M4_target_encoding,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,0.0,tabred_weather__gap_maxdiff,0.2280292319342118,0.0,0.0,no_change,nondecreasing_with_tie,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,0.000000;0.000000;0.000000,0;0;0,descriptive_exact_variant_no_ci_across_variants
bag8,target_enc_inv_ratio,test_time_variant,M4_target_encoding,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.0,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.0,0.0,no_change,nondecreasing_with_tie,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.000000;0.000000;0.000000,0;0;0,descriptive_exact_variant_no_ci_across_variants
