model,dataset,source_id,method_key,conceptual_family,n_folds,near_perfect_base,primary_auc_error_effect_pct,accuracy_error_effect_pct,log_loss_effect_pct,primary_and_accuracy_same_sign,primary_and_log_loss_same_sign
bag8,APSFailure,source::APSFailure,adversarial_lgbm_both_ratio,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_lgbm_cal_iso_feature,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_lgbm_cal_platt_feature,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_lgbm_feature,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_logreg_feature,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_reweight_lgbm_cal_iso_ratio_hard,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_reweight_lgbm_cal_iso_ratio_hard_tempered,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_reweight_lgbm_cal_iso_ratio_winsorize,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_reweight_lgbm_ratio_hard,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_reweight_lgbm_ratio_hard_tempered,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_reweight_lgbm_ratio_normalize,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_reweight_lgbm_ratio_winsorize,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_reweight_lgbm_ratio_winsorize_tempered,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_reweight_lgbm_raw_hard,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,adversarial_rf_feature,M6_adversarial_validation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,cluster_membership_k10_both,M20_cluster_membership,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,cluster_membership_k10_both_cumshift,M20_cluster_membership,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,cluster_membership_k10_feature,M20_cluster_membership,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,cluster_membership_k10_feature_cumshift,M20_cluster_membership,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,cluster_membership_k10_weight,M20_cluster_membership,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,cluster_membership_k15_both,M20_cluster_membership,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,cluster_membership_k5_both,M20_cluster_membership,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,cluster_membership_k5_feature,M20_cluster_membership,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,freq_ratio_log,M2_frequency_ratio,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,freq_ratio_log__sel_combined_intersection,M2_frequency_ratio,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,freq_ratio_log__sel_combined_union,M2_frequency_ratio,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,freq_ratio_v2_both_gated,M2_frequency_ratio,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,freq_ratio_v2_diff_gated,M2_frequency_ratio,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,freq_ratio_v2_ratio_gated,M2_frequency_ratio,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,freq_ratio_v2_ratio_ungated,M2_frequency_ratio,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,groupby_shift_cohen_d,M14b_groupby_shift_features,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,groupby_shift_cohen_d__sel_combined_intersection,M14b_groupby_shift_features,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,groupby_shift_cohen_d__sel_combined_union,M14b_groupby_shift_features,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,groupby_shift_cohen_d_min10,M14b_groupby_shift_features,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,groupby_shift_ratio_log,M14b_groupby_shift_features,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,groupby_shift_ratio_raw,M14b_groupby_shift_features,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_freq_combined,M1_frequency_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_freq_combined__sel_combined_intersection,M1_frequency_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_freq_combined__sel_combined_union,M1_frequency_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_freq_separate,M1_frequency_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_freq_separate__sel_combined_intersection,M1_frequency_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_freq_separate__sel_combined_union,M1_frequency_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_groupby_combined,M14_groupby_aggregation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_groupby_combined__sel_combined_intersection,M14_groupby_aggregation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_groupby_combined__sel_combined_union,M14_groupby_aggregation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_groupby_mean_only,M14_groupby_aggregation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_groupby_separate,M14_groupby_aggregation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_pca_10,M3_joint_pca,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_pca_5,M3_joint_pca,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_pca_var90,M3_joint_pca,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_pca_var95,M3_joint_pca,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_scaling,M5_joint_scaling,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_tsne_2d_p30,M3b_joint_tsne,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_tsne_2d_p50,M3b_joint_tsne,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,joint_tsne_3d_p30,M3b_joint_tsne,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,label_prop_k10_a05,M8_label_propagation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,label_prop_k15_a05,M8_label_propagation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,label_prop_k15_a08,M8_label_propagation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,label_prop_v3_adaptive,M8_label_propagation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,label_prop_v3_t005_k10,M8_label_propagation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,label_prop_v3_t005_k15,M8_label_propagation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,label_prop_v3_t01_k15,M8_label_propagation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,label_prop_weighted_adaptive_a05,M8_label_propagation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,label_prop_weighted_k10_a05,M8_label_propagation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,label_prop_weighted_k15_a05,M8_label_propagation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,label_prop_weighted_k15_a08,M8_label_propagation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,leaf_density_conf,M18_leaf_density,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,leaf_density_conf_cumshift,M18_leaf_density,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,leaf_density_conf_deep,M18_leaf_density,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,leaf_density_conf_shallow,M18_leaf_density,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,leaf_density_embed_k10,M18_leaf_density,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,leaf_density_embed_k10_cumshift,M18_leaf_density,2,True,,,,False,False
bag8,APSFailure,source::APSFailure,leaf_density_embed_k20,M18_leaf_density,1,True,,,,False,False
bag8,APSFailure,source::APSFailure,leaf_density_embed_k5,M18_leaf_density,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,nearest_test_k10_both,M16_nearest_test_distance,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,nearest_test_k10_cumshift_both,M16_nearest_test_distance,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,nearest_test_k10_filter_both,M16_nearest_test_distance,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,nearest_test_k5_both,M16_nearest_test_distance,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,nearest_test_rel_k10_both,M16_nearest_test_distance,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,nearest_test_rel_k10_cumshift_both,M16_nearest_test_distance,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,nearest_test_rel_k5_both,M16_nearest_test_distance,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,neighbor_consensus_k10_dist,M19_neighborhood_consensus,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,neighbor_consensus_k10_dist_cumshift,M19_neighborhood_consensus,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,neighbor_consensus_k10_uniform,M19_neighborhood_consensus,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,neighbor_consensus_k20_dist,M19_neighborhood_consensus,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,neighbor_consensus_k5_dist,M19_neighborhood_consensus,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,neighbor_consensus_k5_dist_cumshift,M19_neighborhood_consensus,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,ot_disp_v2_selective,M9_optimal_transport,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,ot_disp_v2_selective_abs,M9_optimal_transport,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,ot_disp_v2_selective_and_summary,M9_optimal_transport,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,ot_disp_v2_selective_and_summary_abs,M9_optimal_transport,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,ot_disp_v2_selective_and_summary_top10,M9_optimal_transport,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,ot_disp_v2_selective_top10,M9_optimal_transport,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,ot_disp_v2_summary_only,M9_optimal_transport,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,ot_displacement_mag,M9_optimal_transport,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,ot_displacement_no_mag,M9_optimal_transport,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,pseudo_label_lgbm_conf80_iter5,M7_pseudo_labeling,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,pseudo_label_lgbm_conf90_iter1,M7_pseudo_labeling,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,pseudo_label_lgbm_conf90_iter3,M7_pseudo_labeling,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,pseudo_label_lgbm_conf95_iter3,M7_pseudo_labeling,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_labeling,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_labeling,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,pseudo_label_v2_cal_iso_wprop_conf90,M7_pseudo_labeling,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,pseudo_label_v2_cal_iso_wquad_conf90,M7_pseudo_labeling,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,pseudo_label_v2_cal_platt_wprop_conf90,M7_pseudo_labeling,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,target_enc_absolute,M4_target_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,target_enc_diff,M4_target_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,target_enc_inv_ratio,M4_target_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,target_enc_oof_absolute,M4_target_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,target_enc_oof_diff,M4_target_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,target_enc_oof_inv_ratio,M4_target_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,target_enc_oof_ratio,M4_target_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,target_enc_oof_ratio_cap5,M4_target_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,target_enc_ratio,M4_target_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,target_enc_ratio__sel_combined_intersection,M4_target_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,target_enc_ratio__sel_combined_union,M4_target_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,target_enc_ratio_cap5,M4_target_encoding,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,targeted_groupby_top3,M14_groupby_aggregation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,targeted_groupby_top3_shifted_agg,M14_groupby_aggregation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,targeted_groupby_top5,M14_groupby_aggregation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,targeted_groupby_top5_shifted_agg,M14_groupby_aggregation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,tdda_k10_lam07_aug1,M17_test_directed_augmentation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,tdda_k5_lam06_aug1,M17_test_directed_augmentation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,tdda_k5_lam07_aug1,M17_test_directed_augmentation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,tdda_k5_lam07_aug1_cumshift,M17_test_directed_augmentation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,tdda_k5_lam07_aug2,M17_test_directed_augmentation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,tdda_k5_lam08_aug1,M17_test_directed_augmentation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,tdda_v2_k10_lam07_pfl_dw,M17_test_directed_augmentation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,tdda_v2_k5_lam06_pfl_dw,M17_test_directed_augmentation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,tdda_v2_k5_lam07_nopfl_dw,M17_test_directed_augmentation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,tdda_v2_k5_lam07_pfl_dw,M17_test_directed_augmentation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,tdda_v2_k5_lam07_pfl_dw_cumshift,M17_test_directed_augmentation,3,True,,,,False,False
bag8,APSFailure,source::APSFailure,tdda_v2_k5_lam07_pfl_nodw,M17_test_directed_augmentation,3,True,,,,False,False
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_lgbm_both_ratio,M6_adversarial_validation,3,False,-1.431181967299204,-1.3325257419743926,-0.5770546065083412,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial_validation,3,False,-1.5169655820752064,-1.27195639006647,-0.5414113506531446,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_lgbm_cal_iso_feature,M6_adversarial_validation,3,False,-1.859052649695458,-1.0902483343426888,-0.7535493533625729,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_lgbm_cal_platt_feature,M6_adversarial_validation,3,False,-2.330545326709496,-1.3930950938824942,-0.9781370986819327,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_lgbm_feature,M6_adversarial_validation,3,False,-1.9646384207205454,-1.3930950938824942,-0.8319646828516787,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_logreg_feature,M6_adversarial_validation,3,False,-1.4733208395361437,-0.18170805572372636,-0.4194850810017723,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_reweight_lgbm_cal_iso_ratio_hard,M6_adversarial_validation,3,False,-0.4063949853143849,-0.1817080557236024,-0.08051049001115985,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_reweight_lgbm_cal_iso_ratio_hard_tempered,M6_adversarial_validation,3,False,-0.4471723647972878,0.24227740763184172,-0.030897898735087907,False,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_reweight_lgbm_cal_iso_ratio_winsorize,M6_adversarial_validation,3,False,-0.04777133756898573,-0.5451241671712341,0.09277499769757457,True,False
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_reweight_lgbm_ratio_hard,M6_adversarial_validation,3,False,0.6461422052583332,-0.12113870381594152,0.3411376113594293,False,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_reweight_lgbm_ratio_hard_tempered,M6_adversarial_validation,3,False,0.15038977280769042,-0.7874015748030758,0.1102374277083201,False,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_reweight_lgbm_ratio_normalize,M6_adversarial_validation,3,False,0.5886850335532258,0.12113870381595529,0.32973178623408667,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_reweight_lgbm_ratio_winsorize,M6_adversarial_validation,3,False,0.7179204374547551,-0.5451241671713167,0.26696577400655586,False,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_reweight_lgbm_ratio_winsorize_tempered,M6_adversarial_validation,3,False,0.24853878180875702,-0.9085402786188383,0.1403048685968069,False,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_reweight_lgbm_raw_hard,M6_adversarial_validation,3,False,0.7840326583485594,2.0658444670242524e-13,0.3807204596473237,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,adversarial_rf_feature,M6_adversarial_validation,3,False,-1.709498099464976,-1.8776499091461638,-0.7221757335351633,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,cluster_membership_k10_both,M20_cluster_membership,3,False,0.17521592248583,0.605693519079501,0.9436234678506802,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,cluster_membership_k10_both_cumshift,M20_cluster_membership,3,False,0.39779611094126865,1.2113870381587817,0.9078830169871305,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,cluster_membership_k10_feature,M20_cluster_membership,3,False,0.09225166709679528,0.9691096305269538,0.9009363010318118,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,cluster_membership_k10_feature_cumshift,M20_cluster_membership,3,False,-0.28661418446088593,0.5451241671715922,0.8714611763288661,False,False
bag8,Amazon_employee_access,source::Amazon_employee_access,cluster_membership_k10_weight,M20_cluster_membership,3,False,-0.6405016715676902,0.06056935190792256,0.25867090960742645,False,False
bag8,Amazon_employee_access,source::Amazon_employee_access,cluster_membership_k15_both,M20_cluster_membership,3,False,-0.7182744185390162,3.028467595396706,0.7935052571829726,False,False
bag8,Amazon_employee_access,source::Amazon_employee_access,cluster_membership_k5_both,M20_cluster_membership,3,False,-0.13233013926847886,0.7874015748033375,0.8229367484366501,False,False
bag8,Amazon_employee_access,source::Amazon_employee_access,cluster_membership_k5_feature,M20_cluster_membership,3,False,0.20095343611707972,1.4536644457904995,0.99952105840462,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,freq_ratio_log,M2_frequency_ratio,3,False,4.193768675543054,1.5748031496063721,2.2043437234346817,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,freq_ratio_log__sel_combined_intersection,M2_frequency_ratio,3,False,4.544849572794658,2.119927316777868,2.2717346500878324,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,freq_ratio_log__sel_combined_union,M2_frequency_ratio,3,False,4.252727474306433,1.9382192610540727,2.229236125737861,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,freq_ratio_v2_both_gated,M2_frequency_ratio,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,freq_ratio_v2_diff_gated,M2_frequency_ratio,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,freq_ratio_v2_ratio_gated,M2_frequency_ratio,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,freq_ratio_v2_ratio_ungated,M2_frequency_ratio,3,False,3.9584679973637327,1.6959418534223136,1.975625976634934,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,groupby_shift_cohen_d,M14b_groupby_shift_features,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,groupby_shift_cohen_d__sel_combined_intersection,M14b_groupby_shift_features,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,groupby_shift_cohen_d__sel_combined_union,M14b_groupby_shift_features,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,groupby_shift_cohen_d_min10,M14b_groupby_shift_features,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,groupby_shift_ratio_log,M14b_groupby_shift_features,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,groupby_shift_ratio_raw,M14b_groupby_shift_features,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_freq_combined,M1_frequency_encoding,3,False,5.860975760356627,2.3016353725015253,2.5804953542684763,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_freq_combined__sel_combined_intersection,M1_frequency_encoding,3,False,5.4489076749211565,2.180496668685708,2.35550514662484,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_freq_combined__sel_combined_union,M1_frequency_encoding,3,False,6.130685462131825,1.8170805572380624,2.477248597943689,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_freq_separate,M1_frequency_encoding,3,False,7.565746215648811,1.6959418534221897,3.1855667150740916,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_freq_separate__sel_combined_intersection,M1_frequency_encoding,3,False,6.861174034732233,2.362204724409572,3.018004703242464,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_freq_separate__sel_combined_union,M1_frequency_encoding,3,False,7.368616100153326,1.635372501514267,3.1212966548484924,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_groupby_combined,M14_groupby_aggregation,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_groupby_combined__sel_combined_intersection,M14_groupby_aggregation,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_groupby_combined__sel_combined_union,M14_groupby_aggregation,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_groupby_mean_only,M14_groupby_aggregation,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_groupby_separate,M14_groupby_aggregation,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_pca_10,M3_joint_pca,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_pca_5,M3_joint_pca,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_pca_var90,M3_joint_pca,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_pca_var95,M3_joint_pca,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_scaling,M5_joint_scaling,3,False,0.0,0.0,0.0,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_tsne_2d_p30,M3b_joint_tsne,3,False,0.4791163919365362,1.877649909145971,1.3920054791975347,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_tsne_2d_p50,M3b_joint_tsne,3,False,1.151395535611826,2.786190187764947,1.5489216633978773,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,joint_tsne_3d_p30,M3b_joint_tsne,3,False,1.5650561697235679,2.665051483949061,1.7260881935604104,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,label_prop_k10_a05,M8_label_propagation,3,False,-0.015416079322919395,-1.1508176862506525,0.3159650856083181,True,False
bag8,Amazon_employee_access,source::Amazon_employee_access,label_prop_k15_a05,M8_label_propagation,3,False,-0.9209312105165499,0.24227740763191058,-0.1432669993569218,False,True
bag8,Amazon_employee_access,source::Amazon_employee_access,label_prop_k15_a08,M8_label_propagation,3,False,-0.7934357987014942,-0.6662628709871343,-0.26782266385344217,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,label_prop_v3_adaptive,M8_label_propagation,3,False,-1.2308393439306087,0.24227740763184172,-0.10627899743699797,False,True
bag8,Amazon_employee_access,source::Amazon_employee_access,label_prop_v3_t005_k10,M8_label_propagation,3,False,0.007585467738011828,-1.3325257419743237,0.4396341262984085,False,True
bag8,Amazon_employee_access,source::Amazon_employee_access,label_prop_v3_t005_k15,M8_label_propagation,3,False,-0.08700983810622734,-0.7874015748030208,0.24499374018090178,True,False
bag8,Amazon_employee_access,source::Amazon_employee_access,label_prop_v3_t01_k15,M8_label_propagation,3,False,-0.08700983810622734,-0.7874015748030208,0.24499374018090178,True,False
bag8,Amazon_employee_access,source::Amazon_employee_access,label_prop_weighted_adaptive_a05,M8_label_propagation,3,False,-1.2861194547367087,-0.242277407631704,-0.33454172210172084,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,label_prop_weighted_k10_a05,M8_label_propagation,3,False,-0.18645623323924315,-1.0296789824347798,0.050232958928019475,True,False
bag8,Amazon_employee_access,source::Amazon_employee_access,label_prop_weighted_k15_a05,M8_label_propagation,3,False,-1.0700689288365253,-0.9085402786191689,-0.3450520071748183,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,label_prop_weighted_k15_a08,M8_label_propagation,3,False,-0.6312286909354514,-1.393095093882618,-0.11560289286939572,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,leaf_density_conf,M18_leaf_density,3,False,-1.1190192877190497,-2.2410660205935478,-0.37884040107537564,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,leaf_density_conf_cumshift,M18_leaf_density,3,False,-0.9833367661994298,-1.3930950938824391,-0.2516606590914753,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,leaf_density_conf_deep,M18_leaf_density,3,False,-1.368249723229118,-0.8479709267109158,-0.4750378155832064,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,leaf_density_conf_shallow,M18_leaf_density,3,False,-0.32018343006696487,-1.2719563900664976,-0.27432182487908874,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,leaf_density_embed_k10,M18_leaf_density,3,False,-2.224406777257684,-2.3622047244092412,-0.8228120099456174,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,leaf_density_embed_k10_cumshift,M18_leaf_density,3,False,-1.5609962734109488,-1.8170805572379936,-0.505120425109703,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,leaf_density_embed_k20,M18_leaf_density,3,False,-0.949413712445144,-1.5748031496062345,-0.34697932597872166,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,leaf_density_embed_k5,M18_leaf_density,3,False,-2.04537520490588,-2.665051483949061,-0.7790354218669686,True,True
bag8,Amazon_employee_access,source::Amazon_employee_access,nearest_test_k10_both,M16_nearest_test_distance,3,False,-3.2495504085456792,-1.8776499091458334,-0.8773990899211522,True,True
