model,dataset,source_id,dataset_family,task_type,n_folds,has_repeated_folds,near_perfect_base,available_test_time_configurations,finite_relative_test_time_configurations,available_train_only_configurations,median_effect_pct,q1_effect_pct,q3_effect_pct,positive_configurations,zero_configurations,negative_configurations,positive_configuration_share,zero_configuration_share,negative_configuration_share,families_with_finite_results,family_balanced_mean_of_family_medians_pct,family_balanced_median_of_family_medians_pct,family_balanced_q1_pct,family_balanced_q3_pct,positive_families,zero_families,negative_families,best_exact_configuration,best_exact_family,best_exact_effect_pct,best_is_selected_after_labels
bag8,HR_Analytics_Job_Change_of_Data_Scientists,source::HR_Analytics_Job_Change_of_Data_Scientists,TabArena_IID,classification,3,True,False,134,134,10,0.08783390561406085,-0.3368035841514083,0.27538384083381195,74,2,58,0.5522388059701493,0.014925373134328358,0.43283582089552236,17,-0.768690734510358,0.0006615105012496,-0.37608155393890996,0.2190622600107498,9,0,8,groupby_shift_cohen_d,M14b_groupby_shift_features,0.9056763407650726,True
bag8,Is-this-a-good-customer,source::Is-this-a-good-customer,TabArena_IID,classification,3,True,False,134,134,10,0.19258649049264376,-1.7503231453354604,2.7991838039828814,72,3,59,0.5373134328358209,0.022388059701492536,0.44029850746268656,17,-0.3874811050239406,0.0,-1.9574613377268344,1.938709423920617,8,1,8,target_enc_absolute,M4_target_encoding,6.7385490029238895,True
bag8,MIC,source::MIC,TabArena_IID,classification,3,True,False,134,134,10,4.580817697185788,0.09896282635334025,9.068847458278128,103,1,30,0.7686567164179104,0.007462686567164179,0.22388059701492538,17,3.5780038623216646,5.217503256223611,-0.3094545162510885,7.1302917202550535,12,0,5,groupby_shift_cohen_d_min10,M14b_groupby_shift_features,15.728216516485702,True
bag8,Marketing_Campaign,source::Marketing_Campaign,TabArena_IID,classification,3,True,False,134,134,10,-0.2818216873030722,-4.7909325180235065,2.0602947596974395,60,3,71,0.44776119402985076,0.022388059701492536,0.5298507462686567,17,-1.23939925724066,0.3492069741425437,-2.7661151215752904,1.5061451218652997,9,0,8,tdda_k5_lam08_aug1,M17_test_directed_augmentation,7.217925237560181,True
bag8,NATICUSdroid,source::NATICUSdroid,TabArena_IID,classification,3,True,True,134,0,10,,,,0,0,0,,,,0,,,,,0,0,0,,,,False
bag8,QSAR-TID-11,source::QSAR-TID-11,TabArena_IID,regression,3,True,False,125,125,10,-0.0172825112144518,-1.9056205303592848,0.0,12,37,76,0.096,0.296,0.608,16,-1.2533656777370357,-0.012278254866043099,-2.1974603188815247,0.0,1,6,9,joint_tsne_2d_p30,M3b_joint_tsne,2.327102442872264,True
bag8,QSAR_fish_toxicity,source::QSAR_fish_toxicity,TabArena_IID,regression,3,True,False,125,125,10,-0.4602317764425501,-2.029590594305436,0.0,25,27,73,0.2,0.216,0.584,16,-1.3477605506446861,-0.16134844789958924,-1.8277111616532877,0.011638969021348387,4,4,8,joint_tsne_2d_p50,M3b_joint_tsne,1.0095711945570602,True
bag8,SDSS17,source::SDSS17,TabArena_IID,classification,3,True,True,134,0,10,,,,0,0,0,,,,0,,,,,0,0,0,,,,False
bag8,airfoil_self_noise,source::airfoil_self_noise,TabArena_IID,regression,3,True,False,125,125,10,-4.515957729616936,-29.723875477640327,0.0,30,6,89,0.24,0.048,0.712,16,-14.003287266629675,-2.1053729347899,-27.353138231077285,-0.0277901106851094,1,3,12,joint_tsne_2d_p50,M3b_joint_tsne,1.553763476601824,True
bag8,anneal,source::anneal,TabArena_IID,classification,3,True,True,134,0,10,,,,0,0,0,,,,0,,,,,0,0,0,,,,False
bag8,bank-marketing,source::bank-marketing,TabArena_IID,classification,3,True,False,134,134,10,0.00146265779561735,-0.2985438495616286,0.08996917274174653,68,0,66,0.5074626865671642,0.0,0.4925373134328358,17,-1.2992118728069584,0.00191153525495385,-0.0958665100119293,0.061531363052543156,9,0,8,label_prop_v3_t01_k15,M8_label_propagation,0.496274806997204,True
bag8,bike_sharing,source::bike_sharing,real_shift,regression,1,False,False,125,125,10,-0.1402395706728914,-0.4064990065589221,0.0,28,9,88,0.224,0.072,0.704,16,-0.2579118748991147,-0.1383989089958928,-0.38686665696440997,0.0,3,2,11,ot_displacement_no_mag,M9_optimal_transport,0.6458017296810765,True
bag8,blood-transfusion-service-center,source::blood-transfusion-service-center,TabArena_IID,classification,3,True,False,134,134,10,-0.1010309365147022,-2.270438768938061,0.0,29,34,71,0.21641791044776118,0.2537313432835821,0.5298507462686567,17,-1.1085099496900703,0.0,-1.3459846517169256,0.0,4,6,7,leaf_density_embed_k10,M18_leaf_density,8.167256715400042,True
bag8,brfss_diabetes,source::brfss_diabetes,real_shift,classification,1,False,False,127,127,10,-0.0701598226484462,-0.2466519177078274,0.0473468351298256,40,0,87,0.31496062992125984,0.0,0.6850393700787402,16,-0.6509928578930875,-0.07665695555784188,-0.24393142844727556,0.0050311494886588985,4,0,12,freq_ratio_v2_both_gated,M2_frequency_ratio,0.1308210731032495,True
bag8,churn,source::churn,TabArena_IID,classification,3,True,False,134,134,10,0.47805633709978057,-1.0224251626413683,1.621798167165938,78,3,53,0.582089552238806,0.022388059701492536,0.39552238805970147,17,0.25959078315339407,0.42668867368841057,-1.2004664571065222,1.1635896812641713,10,1,6,ot_disp_v2_selective,M9_optimal_transport,8.378005210198788,True
bag8,coil2000_insurance_policies,source::coil2000_insurance_policies,TabArena_IID,classification,3,True,False,134,134,10,0.3413274666432148,-0.17184418153911313,1.1588376372173863,84,7,43,0.6268656716417911,0.05223880597014925,0.3208955223880597,17,-0.680675395083524,0.357524402048436,0.0,1.4847649254011142,12,1,4,joint_pca_var90,M3_joint_pca,3.891857869747152,True
bag8,concrete_compressive_strength,source::concrete_compressive_strength,TabArena_IID,regression,3,True,False,125,125,10,-2.485257222453704,-8.509294265233036,-0.0015650701915663,8,17,100,0.064,0.136,0.8,16,-5.245140363810721,-2.3160124100164685,-6.426888291420443,-0.000445538919546375,2,2,12,joint_tsne_2d_p30,M3b_joint_tsne,1.2228141649469428,True
bag8,credit-g,source::credit-g,TabArena_IID,classification,3,True,False,134,134,10,-0.7867129472995654,-4.015869124762279,1.1361280153576243,51,1,82,0.3805970149253731,0.007462686567164179,0.6119402985074627,17,-1.5152456920330246,-1.0700476482740733,-2.056095378347772,0.524967131310863,6,0,11,target_enc_absolute,M4_target_encoding,5.965521463467555,True
bag8,credit_card_clients_default,source::credit_card_clients_default,TabArena_IID,classification,3,True,False,134,134,10,2.687415063426074e-05,-0.2887381139550874,0.10573522592449155,70,0,64,0.5223880597014925,0.0,0.47761194029850745,17,-0.8651686212390108,0.0237522701379023,-0.2394979514507055,0.0942700414090514,9,0,8,target_enc_ratio__sel_combined_union,M4_target_encoding,0.31904543733584,True
bag8,customer_satisfaction_in_airline,source::customer_satisfaction_in_airline,TabArena_IID,classification,3,True,True,134,0,10,,,,0,0,0,,,,0,,,,,0,0,0,,,,False
bag8,diabetes,source::diabetes,TabArena_IID,classification,3,True,False,134,134,10,-0.0794603053225855,-1.9796290955343026,0.2569320695232557,38,18,78,0.2835820895522388,0.13432835820895522,0.582089552238806,17,-1.1268760071357053,-0.065875642459273,-0.8197588349594775,0.3258971701387426,6,2,9,label_prop_weighted_adaptive_a05,M8_label_propagation,3.0981363845901537,True
bag8,diabetes_hospital,source::diabetes_130_us,real_shift,classification,1,False,False,133,133,10,-0.6686985611284917,-2.4839747350060355,-0.1041818207415926,27,1,105,0.20300751879699247,0.007518796992481203,0.7894736842105263,17,-2.427068850143119,-0.4792688645445017,-1.6708078278595906,-0.1290089334286753,3,1,13,groupby_shift_ratio_log,M14b_groupby_shift_features,1.0327212500951948,True
bag8,diamonds,source::diamonds,TabArena_IID,regression,3,True,False,119,119,10,-0.058135903962058,-1.1580747970719991,0.3093581583186704,52,3,64,0.4369747899159664,0.025210084033613446,0.5378151260504201,16,-0.6339571274786331,0.03695715647096165,-0.7164985441152694,0.31363737509240924,9,0,7,joint_groupby_combined__sel_combined_union,M14_groupby_aggregation,0.7938021721946422,True
bag8,folktables_coverage,source::folktables,Folktables,classification,1,False,False,127,127,10,-0.1371435828671616,-1.1866634357811032,0.0588134558129755,46,0,81,0.36220472440944884,0.0,0.6377952755905512,16,-0.7591587414279501,-0.0977837626060059,-1.1679870144383737,0.022820024232453023,6,0,10,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_labeling,0.5549507871469485,True
bag8,folktables_coverage_covid,source::folktables,Folktables,classification,1,False,False,127,127,10,-0.3687443229777854,-1.330314744668621,-0.0009664628262097,30,0,97,0.23622047244094488,0.0,0.7637795275590551,16,-0.9773871244671728,-0.3239444396814546,-1.0840924406426737,0.00236286290682925,5,0,11,target_enc_oof_ratio,M4_target_encoding,0.1543851844026737,True
