model,dataset,source_id,conceptual_family,available_configurations,finite_relative_configurations,selector_wrappers,median_effect_pct,mean_effect_pct,q1_effect_pct,q3_effect_pct,positive_configurations,zero_configurations,negative_configurations,best_configuration,best_effect_pct,worst_effect_pct
bag8,online_shoppers_intention,source::online_shoppers_intention,M8_label_propagation,11,11,0,-1.5128579182287256,-1.5817907419324586,-1.830269525050649,-0.8475760150415554,0,0,11,label_prop_weighted_adaptive_a05,-0.4289407933458056,-3.5375592284102515
bag8,online_shoppers_intention,source::online_shoppers_intention,M9_optimal_transport,9,9,0,-0.8162012746847346,-0.6914275201512387,-1.6336621192377774,0.0918340940371626,3,0,6,ot_disp_v2_summary_only,1.360564470511063,-1.6693881009580929
bag8,physiochemical_protein,source::physiochemical_protein,M14_groupby_aggregation,9,9,2,0.0,1.1730800263296607e-05,0.0,0.0,2,7,0,joint_groupby_combined__sel_combined_intersection,7.077533799069478e-05,0.0
bag8,physiochemical_protein,source::physiochemical_protein,M14b_groupby_shift_features,6,6,2,0.0,1.759620039494491e-05,0.0,2.6101398284231008e-05,2,4,0,groupby_shift_cohen_d__sel_combined_intersection,7.077533799069478e-05,0.0
bag8,physiochemical_protein,source::physiochemical_protein,M16_nearest_test_distance,7,7,0,-4.073466536198839,-4.451626243586817,-5.560334035873498,-3.444256507748931,0,0,7,nearest_test_k10_both,-3.3029474175849773,-5.775788664079042
bag8,physiochemical_protein,source::physiochemical_protein,M17_test_directed_augmentation,12,12,0,1.713814232847985,1.5387110061647398,0.8784964548719335,2.0516435154309822,12,0,0,tdda_k5_lam07_aug2,2.576361366103685,0.7789264510203305
bag8,physiochemical_protein,source::physiochemical_protein,M18_leaf_density,8,8,0,-1.9630915156942415,-2.4969745590136143,-2.805998163736055,-1.7740101029384343,0,0,8,leaf_density_conf_shallow,-1.3552573691007106,-5.258112240480837
bag8,physiochemical_protein,source::physiochemical_protein,M19_neighborhood_consensus,6,6,0,-5.2044214249270215,-5.188938014187419,-5.236657051965863,-5.149474601745352,0,0,6,neighbor_consensus_k10_dist_cumshift,-4.870709178522763,-5.475514801750767
bag8,physiochemical_protein,source::physiochemical_protein,M1_frequency_encoding,6,6,4,3.4801864378974675e-05,3.519240078988982e-05,8.700466094743669e-06,6.178196958776476e-05,4,2,0,joint_freq_combined__sel_combined_intersection,7.077533799069478e-05,0.0
bag8,physiochemical_protein,source::physiochemical_protein,M20_cluster_membership,8,8,0,-0.39761134418266947,-0.33959528080926116,-0.4500361793060525,-0.2795754462506422,1,0,7,cluster_membership_k10_weight,0.0631853818836903,-0.5122901124940569
bag8,physiochemical_protein,source::physiochemical_protein,M2_frequency_ratio,7,7,2,0.0,1.508245748138135e-05,0.0,1.7400932189487337e-05,2,5,0,freq_ratio_log__sel_combined_intersection,7.077533799069478e-05,0.0
bag8,physiochemical_protein,source::physiochemical_protein,M3_joint_pca,4,4,0,-0.0566689983280417,0.8849703974098384,-0.1686141238733596,0.9969155229551564,2,0,2,joint_pca_10,3.836180669287651,-0.1829610829922137
bag8,physiochemical_protein,source::physiochemical_protein,M3b_joint_tsne,3,3,0,0.9359090322353604,0.9788628495875723,0.897219551304812,1.0390292391942266,3,0,0,joint_tsne_3d_p30,1.142149446153093,0.8585300703742637
bag8,physiochemical_protein,source::physiochemical_protein,M4_target_encoding,12,12,2,0.0,8.798100197472455e-06,0.0,0.0,2,10,0,target_enc_ratio__sel_combined_intersection,7.077533799069478e-05,0.0
bag8,physiochemical_protein,source::physiochemical_protein,M5_joint_scaling,1,1,0,0.059772004309693,0.059772004309693,0.059772004309693,0.059772004309693,1,0,0,joint_scaling,0.059772004309693,0.059772004309693
bag8,physiochemical_protein,source::physiochemical_protein,M6_adversarial_validation,16,16,0,0.0703460554827035,-0.4469277204066804,-1.1764119571362008,0.1195768903131742,9,0,7,adversarial_reweight_lgbm_ratio_hard,0.173687392931621,-1.4948575922599403
bag8,physiochemical_protein,source::physiochemical_protein,M8_label_propagation,11,11,0,1.2170678837617843,1.25043819114508,0.9631574219875183,1.4947983912028358,11,0,0,label_prop_v3_t005_k10,1.871061522909346,0.7345529792232982
bag8,physiochemical_protein,source::physiochemical_protein,M9_optimal_transport,9,9,0,-26.783438737382184,-21.036555108749226,-29.21456418527323,-5.279914250637397,0,0,9,ot_disp_v2_summary_only,-2.2011216653663506,-33.98534205487526
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M14_groupby_aggregation,9,9,2,0.0,-0.04633213943163475,0.0,0.0,0,7,2,joint_groupby_combined,0.0,-0.3055689292634662
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M14b_groupby_shift_features,6,6,2,0.0,-0.06949820914745213,-0.08356524421593495,0.0,0,4,2,groupby_shift_cohen_d,0.0,-0.3055689292634662
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M16_nearest_test_distance,7,7,0,-2.621610718493681,-2.6736998604158493,-3.2346390914142473,-1.160749379130551,1,0,6,nearest_test_rel_k10_both,0.5351119746836223,-7.838623338011295
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M17_test_directed_augmentation,12,12,0,-0.4108444511133032,0.073335823703838,-2.3229306113343218,1.571586052838182,5,0,7,tdda_k5_lam08_aug1,3.763038197217511,-2.806106255173636
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M18_leaf_density,8,8,0,-9.89039981716002,-10.793427242718817,-18.450167819998324,-2.337689430323463,1,0,7,leaf_density_conf_cumshift,3.809492376201983,-28.20343426740374
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M19_neighborhood_consensus,6,6,0,-7.091258192630003,-7.047476792340415,-7.655299295764957,-7.011422607618517,0,0,6,neighbor_consensus_k10_uniform,-5.115299851081394,-8.158920774943127
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M1_frequency_encoding,6,6,4,-0.1114203256212466,-0.13899641829490428,-0.2570317783529113,-0.02785508140531165,0,2,4,joint_freq_combined,0.0,-0.3055689292634662
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M20_cluster_membership,8,8,0,-0.02140614236020225,0.059130727586348186,-0.3563933874117571,0.34241347319870413,3,0,5,cluster_membership_k10_feature,0.9453180011700444,-0.7588038224746653
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M2_frequency_ratio,7,7,2,0.0,-0.059569893554958966,-0.0557101628106233,0.0,0,5,2,freq_ratio_log,0.0,-0.3055689292634662
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M3_joint_pca,4,4,0,-22.09069847039114,-22.247888288109927,-22.850171479370733,-21.488415279130336,0,0,4,joint_pca_5,-20.386028527114537,-24.424127684542903
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M3b_joint_tsne,3,3,0,-20.007662123639545,-20.00323674746181,-20.610490102221952,-19.398196080790534,0,0,3,joint_tsne_2d_p30,-18.78873003794152,-21.21331808080436
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M4_target_encoding,12,12,2,0.0,-0.03474910457372606,0.0,0.0,0,10,2,target_enc_absolute,0.0,-0.3055689292634662
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M5_joint_scaling,1,1,0,0.2500338729916395,0.2500338729916395,0.2500338729916395,0.2500338729916395,1,0,0,joint_scaling,0.2500338729916395,0.2500338729916395
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M6_adversarial_validation,16,16,0,-1.56087065634441,-1.7071642105497122,-2.8841795078415675,-0.1943160658253731,4,0,12,adversarial_rf_feature,1.5355855116539607,-7.5343383459643904
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M7_pseudo_labeling,9,9,0,0.9996227637637988,1.255054614693333,0.0665261273305382,2.6833035932934965,7,0,2,pseudo_label_lgbm_conf80_iter5,4.791938636355106,-1.8240600415536308
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M8_label_propagation,11,11,0,-1.624841500657087,-1.6894155936861919,-1.9620272296497787,-0.6013601534951921,2,0,9,label_prop_weighted_k15_a08,0.1148268051884063,-5.3223899249915725
bag8,polish_companies_bankruptcy,source::polish_companies_bankruptcy,M9_optimal_transport,9,9,0,-7.995730867026846,-14.991926470473654,-23.315588351350648,-2.707470279288963,0,0,9,ot_disp_v2_summary_only,-0.5997903331131577,-36.65265766177059
bag8,qsar-biodeg,source::qsar-biodeg,M14_groupby_aggregation,9,9,2,-0.9831995969655398,-1.3228258814958143,-1.865932637758174,0.2454713385561312,4,0,5,joint_groupby_mean_only,0.9560385803260092,-4.733172216908394
bag8,qsar-biodeg,source::qsar-biodeg,M14b_groupby_shift_features,6,6,2,0.5344587145246839,0.37920770633005846,0.340607910281051,0.7745270551470873,5,0,1,groupby_shift_cohen_d_min10,0.8869678229568952,-0.8111798249136406
bag8,qsar-biodeg,source::qsar-biodeg,M16_nearest_test_distance,7,7,0,-6.3949591489546425,-6.590238931416188,-6.984981126013795,-5.985937602675045,0,0,7,nearest_test_k10_cumshift_both,-5.871452457268649,-7.923423456312341
bag8,qsar-biodeg,source::qsar-biodeg,M17_test_directed_augmentation,12,12,0,0.4932791086513748,0.6238028830592295,-0.09736348303518305,1.035075678477908,7,0,5,tdda_k5_lam07_aug2,2.994429071049429,-0.9741459247521972
bag8,qsar-biodeg,source::qsar-biodeg,M18_leaf_density,8,8,0,-3.82145282233628,-2.9134388621578227,-3.9231971145070985,-1.4746533684770697,1,0,7,leaf_density_conf_cumshift,0.1879367119107171,-5.096341294237045
bag8,qsar-biodeg,source::qsar-biodeg,M19_neighborhood_consensus,6,6,0,-17.960879374420287,-18.344248849429064,-18.7737750162454,-16.385394382342373,0,0,6,neighbor_consensus_k5_dist,-15.238352523711177,-24.00040887551914
bag8,qsar-biodeg,source::qsar-biodeg,M1_frequency_encoding,6,6,4,0.2390461518242413,0.23150142497982892,0.15186805002881515,0.30826293616424694,6,0,0,joint_freq_separate,0.3500266499222024,0.1067457159336998
bag8,qsar-biodeg,source::qsar-biodeg,M20_cluster_membership,8,8,0,0.47612093953765683,0.7901336876921876,-0.5074802315986597,2.1206766889844553,4,0,4,cluster_membership_k10_both,3.483181343594182,-1.9763290279712948
bag8,qsar-biodeg,source::qsar-biodeg,M2_frequency_ratio,7,7,2,0.0,-0.09087049806670311,-0.23933820576660175,0.0,1,3,3,freq_ratio_log__sel_combined_intersection,0.2390461518242413,-0.3964632267579596
bag8,qsar-biodeg,source::qsar-biodeg,M3_joint_pca,4,4,0,-0.9768474237192079,-0.680303151992162,-2.7219062360818254,1.0647556603704555,2,0,2,joint_pca_var95,2.0453997853404284,-2.812917545870661
bag8,qsar-biodeg,source::qsar-biodeg,M3b_joint_tsne,3,3,0,1.8241689240002832,2.895860865501828,1.763421703988755,3.492454056264129,3,0,0,joint_tsne_3d_p30,5.160739188527974,1.702674483977227
bag8,qsar-biodeg,source::qsar-biodeg,M4_target_encoding,12,12,2,-0.4789684654755541,-0.40006522538042333,-0.6038945393214574,-0.19980140331912857,2,0,10,target_enc_oof_absolute,0.4269828637350182,-1.1008973357378409
bag8,qsar-biodeg,source::qsar-biodeg,M5_joint_scaling,1,1,0,-0.5397156854870424,-0.5397156854870424,-0.5397156854870424,-0.5397156854870424,0,0,1,joint_scaling,-0.5397156854870424,-0.5397156854870424
bag8,qsar-biodeg,source::qsar-biodeg,M6_adversarial_validation,16,16,0,-1.1883674914757019,-0.7910828630047622,-1.7822591832711774,-0.08144654317633032,4,0,12,adversarial_reweight_lgbm_ratio_hard_tempered,1.9154357809887304,-2.94624017055933
bag8,qsar-biodeg,source::qsar-biodeg,M7_pseudo_labeling,9,9,0,-4.548740152305943,-4.159042841879496,-5.6827856105021946,-3.1744803265162056,0,0,9,pseudo_label_v2_cal_iso_wfixed_conf90,-0.967866764991562,-6.140580165156583
bag8,qsar-biodeg,source::qsar-biodeg,M8_label_propagation,11,11,0,-7.146705996597511,-6.2761861206673295,-10.630982542475547,-2.699673629719325,1,0,10,label_prop_k10_a05,0.0448302801527897,-11.399303451347404
bag8,qsar-biodeg,source::qsar-biodeg,M9_optimal_transport,9,9,0,-6.934528807470689,-8.479088532096284,-7.448981826943279,-1.537664006542058,1,0,8,ot_disp_v2_summary_only,0.083381400544646,-23.20164134315609
bag8,seismic-bumps,source::seismic-bumps,M14_groupby_aggregation,9,9,2,-0.4157390397153129,-0.38622954954606786,-0.4860535278585413,-0.2060911821236185,0,0,9,joint_groupby_separate,-0.1385155249864646,-0.6642157465479437
bag8,seismic-bumps,source::seismic-bumps,M14b_groupby_shift_features,6,6,2,-0.1385155249864646,-0.19205371982821418,-0.1891997194114805,-0.1385155249864646,0,0,6,groupby_shift_ratio_raw,-0.1355720694267447,-0.3951092236966606
bag8,seismic-bumps,source::seismic-bumps,M16_nearest_test_distance,7,7,0,-0.8273929103870523,-0.8281166891938139,-2.899169903168974,1.7766022824290904,3,0,4,nearest_test_k10_both,1.936588479986507,-4.6608771524763855
bag8,seismic-bumps,source::seismic-bumps,M17_test_directed_augmentation,12,12,0,-12.882030642083642,-12.022386592121288,-14.896609711359448,-9.674645168471976,0,0,12,tdda_k5_lam06_aug1,-6.0740067362036925,-16.622560944618684
bag8,seismic-bumps,source::seismic-bumps,M18_leaf_density,8,8,0,-2.954427554430151,-2.103274480949472,-3.889409897723906,-0.47704527510581785,2,0,6,leaf_density_conf_cumshift,2.485619300173278,-5.53801618772943
bag8,seismic-bumps,source::seismic-bumps,M19_neighborhood_consensus,6,6,0,-8.363784910007922,-9.275277640260189,-10.747192480519134,-7.1163428999788,0,0,6,neighbor_consensus_k10_dist_cumshift,-5.388036719221064,-15.293868734998924
bag8,seismic-bumps,source::seismic-bumps,M1_frequency_encoding,6,6,4,-0.0029434555596973,-0.004975841541419667,-0.009723915688345599,-0.000735863889924325,0,2,4,joint_freq_combined,0.0,-0.0119840690645617
bag8,seismic-bumps,source::seismic-bumps,M20_cluster_membership,8,8,0,-3.2777135598083262,-3.4159265281065982,-4.603329798222974,-2.042332728959129,1,0,7,cluster_membership_k10_feature,1.1272441089807357,-7.483392671228684
bag8,seismic-bumps,source::seismic-bumps,M2_frequency_ratio,7,7,2,-0.0053612940552004,-0.0191474787685505,-0.0351637815973037,0.0,0,3,4,freq_ratio_v2_both_gated,0.0,-0.0583434941300457
bag8,seismic-bumps,source::seismic-bumps,M3_joint_pca,4,4,0,1.5174016799809378,4.242265589354967,0.9947820712678426,4.764885198068062,4,0,0,joint_pca_10,12.93947692619015,0.9947820712678426
bag8,seismic-bumps,source::seismic-bumps,M3b_joint_tsne,3,3,0,-3.133912249188196,-3.332900671167467,-3.4936886308735855,-3.0726185004717133,0,0,3,joint_tsne_2d_p50,-3.01132475175523,-3.853465012558975
bag8,seismic-bumps,source::seismic-bumps,M4_target_encoding,12,12,2,0.0030485789725497,0.8746197779426006,0.0030485789725497,2.030041886502315,10,0,2,target_enc_oof_absolute,2.483859659762718,-0.0293294321843239
bag8,seismic-bumps,source::seismic-bumps,M5_joint_scaling,1,1,0,-0.4358550062159222,-0.4358550062159222,-0.4358550062159222,-0.4358550062159222,0,0,1,joint_scaling,-0.4358550062159222,-0.4358550062159222
bag8,seismic-bumps,source::seismic-bumps,M6_adversarial_validation,16,16,0,-2.7381390743840304,-3.371182403056666,-4.846306027078787,-1.3945787335607904,1,0,15,adversarial_lgbm_cal_platt_feature,1.567573136267303,-9.463135096691923
bag8,seismic-bumps,source::seismic-bumps,M7_pseudo_labeling,9,9,0,-0.1584481792671765,0.16546271187065534,-0.7863253508540803,1.6692303530016204,3,0,6,pseudo_label_v2_cal_iso_wfixed_conf90,2.291740346760203,-1.5638154972600355
bag8,seismic-bumps,source::seismic-bumps,M8_label_propagation,11,11,0,-0.1681854315078924,-0.028365040169602816,-1.917631878288967,0.8685883439222765,5,0,6,label_prop_v3_t01_k15,4.591736019441226,-3.3680354261507857
bag8,seismic-bumps,source::seismic-bumps,M9_optimal_transport,9,9,0,-0.5414007432214866,-0.4663443697889103,-0.7474985936213084,0.7506567415242245,4,0,5,ot_displacement_mag,1.9801848852008987,-5.900403787919769
bag8,shifts_weather,source::shifts_weather,M14_groupby_aggregation,9,9,2,-1.2858059138045952,-1.1925068241148216,-1.6093496015315316,-0.9801813682189996,0,0,9,joint_groupby_combined__sel_combined_intersection,-0.000621674775385,-1.6093496015315316
bag8,shifts_weather,source::shifts_weather,M14b_groupby_shift_features,6,6,2,-1.1267276734351164,-0.9637056000017762,-1.2553357311333535,-1.0055117051676579,0,0,6,groupby_shift_cohen_d__sel_combined_intersection,-0.000621674775385,-1.2648451122537685
bag8,shifts_weather,source::shifts_weather,M16_nearest_test_distance,7,7,0,0.4318726794260912,0.41595173679614433,0.353892271443844,0.5130621645746217,7,0,0,nearest_test_rel_k10_both,0.5542217159307933,0.1916588901791948
bag8,shifts_weather,source::shifts_weather,M17_test_directed_augmentation,12,12,0,-0.7584607585979293,-0.7777329507363316,-0.8548506774893394,-0.6002887143677437,0,0,12,tdda_v2_k5_lam06_pfl_dw,-0.1877258742160722,-1.608793855909735
bag8,shifts_weather,source::shifts_weather,M18_leaf_density,8,8,0,0.19981584349715756,0.34337086275994766,0.02046651470423375,0.781640023707075,6,0,2,leaf_density_conf_shallow,0.8945925817966213,-0.1505580372443073
bag8,shifts_weather,source::shifts_weather,M19_neighborhood_consensus,6,6,0,-0.06668958876763255,0.05439357761853807,-0.27022732572899005,0.2907887152360363,3,0,3,neighbor_consensus_k10_dist_cumshift,0.7401328450518498,-0.3522671136598397
bag8,shifts_weather,source::shifts_weather,M1_frequency_encoding,6,6,4,0.0,0.002922700892541033,-0.00046625608153875,0.007042333089756075,2,2,2,joint_freq_combined__sel_combined_union,0.0093897774530081,-0.000621674775385
bag8,shifts_weather,source::shifts_weather,M20_cluster_membership,8,8,0,0.4147379129302175,0.27218775596625644,-0.08707106440561573,0.5181320133175586,5,0,3,cluster_membership_k10_both_cumshift,0.8165648054622423,-0.2760687289874604
bag8,shifts_weather,source::shifts_weather,M2_frequency_ratio,7,7,2,0.0,0.0012525860968033,0.0,0.0,1,5,1,freq_ratio_log__sel_combined_union,0.0093897774530081,-0.000621674775385
bag8,shifts_weather,source::shifts_weather,M3_joint_pca,4,4,0,-0.7283184984730313,-0.6604060920404289,-0.735518770967015,-0.6532058195464452,0,0,4,joint_pca_var90,-0.4395662329446669,-0.7454211382709861
bag8,shifts_weather,source::shifts_weather,M3b_joint_tsne,3,3,0,-0.8355516028280967,-0.844523441444295,-0.9127575759737064,-0.7718033876067845,0,0,3,joint_tsne_2d_p50,-0.7080551723854721,-0.9899635491193162
bag8,shifts_weather,source::shifts_weather,M4_target_encoding,12,12,2,0.0,0.0007306752231352583,0.0,0.0,1,10,1,target_enc_ratio__sel_combined_union,0.0093897774530081,-0.000621674775385
bag8,shifts_weather,source::shifts_weather,M5_joint_scaling,1,1,0,-0.1257984656332593,-0.1257984656332593,-0.1257984656332593,-0.1257984656332593,0,0,1,joint_scaling,-0.1257984656332593,-0.1257984656332593
bag8,shifts_weather,source::shifts_weather,M6_adversarial_validation,16,16,0,-1.148561141704,-2.003467854097839,-2.049166222529016,-0.3410544705334091,1,0,15,adversarial_lgbm_cal_platt_feature,0.0568449123010466,-9.173672384253992
bag8,shifts_weather,source::shifts_weather,M8_label_propagation,11,11,0,-2.67747601521867,-2.771339732106037,-4.334939133405233,-1.0966932941838623,3,0,8,label_prop_k15_a05,0.5542163852150286,-6.458461352636407
bag8,shifts_weather,source::shifts_weather,M9_optimal_transport,9,9,0,-27.557738551345405,-25.153289202293575,-34.15637357734568,-2.089028751108815,0,0,9,ot_disp_v2_summary_only,-0.4076201955754709,-52.86731217144364
bag8,splice,source::splice,M14_groupby_aggregation,9,0,2,,,,,0,0,0,,,
bag8,splice,source::splice,M14b_groupby_shift_features,6,0,2,,,,,0,0,0,,,
bag8,splice,source::splice,M16_nearest_test_distance,7,0,0,,,,,0,0,0,,,
bag8,splice,source::splice,M17_test_directed_augmentation,12,0,0,,,,,0,0,0,,,
bag8,splice,source::splice,M18_leaf_density,8,0,0,,,,,0,0,0,,,
bag8,splice,source::splice,M19_neighborhood_consensus,6,0,0,,,,,0,0,0,,,
bag8,splice,source::splice,M1_frequency_encoding,6,0,4,,,,,0,0,0,,,
bag8,splice,source::splice,M20_cluster_membership,8,0,0,,,,,0,0,0,,,
bag8,splice,source::splice,M2_frequency_ratio,7,0,2,,,,,0,0,0,,,
bag8,splice,source::splice,M3_joint_pca,4,0,0,,,,,0,0,0,,,
bag8,splice,source::splice,M3b_joint_tsne,3,0,0,,,,,0,0,0,,,
bag8,splice,source::splice,M4_target_encoding,12,0,2,,,,,0,0,0,,,
bag8,splice,source::splice,M5_joint_scaling,1,0,0,,,,,0,0,0,,,
bag8,splice,source::splice,M6_adversarial_validation,16,0,0,,,,,0,0,0,,,
bag8,splice,source::splice,M7_pseudo_labeling,9,0,0,,,,,0,0,0,,,
bag8,splice,source::splice,M8_label_propagation,11,0,0,,,,,0,0,0,,,
bag8,splice,source::splice,M9_optimal_transport,9,0,0,,,,,0,0,0,,,
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M14_groupby_aggregation,9,9,2,-0.7595321362471139,-0.7046471598534753,-0.9115591695147746,-0.4757293211395165,1,0,8,joint_groupby_combined__sel_combined_intersection,0.4397211010174069,-1.8987095909937464
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M14b_groupby_shift_features,6,6,2,-1.9686678666966841,-1.7901663817873683,-2.0525522249008215,-1.7343864355578682,0,0,6,groupby_shift_cohen_d__sel_combined_intersection,-0.8071378542658483,-2.2597184002511974
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M16_nearest_test_distance,7,7,0,-2.3565514834523493,-2.5155077604325577,-3.098668219308614,-2.229592170170141,0,0,7,nearest_test_k10_filter_both,-1.154530049122512,-3.4409520114955328
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M17_test_directed_augmentation,12,12,0,-1.7275883008251935,-1.9666193696003047,-3.375336657873428,-0.8277785990892741,0,0,12,tdda_k5_lam06_aug1,-0.2052407264294087,-3.624244116944348
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M18_leaf_density,8,8,0,-1.630011821136891,-1.5677106117175388,-1.8298988086994379,-1.2451255345366088,0,0,8,leaf_density_conf_cumshift,-0.4502578550232852,-2.582083300195788
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M19_neighborhood_consensus,6,6,0,-4.568868597249487,-4.573315111808223,-5.040862378781128,-4.27021943940006,0,0,6,neighbor_consensus_k20_dist,-3.4240784362488297,-5.50921168069294
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M1_frequency_encoding,6,6,4,0.6784912793841494,0.6074776452793303,0.4284736634155459,0.7186708194942759,6,0,0,joint_freq_combined__sel_combined_intersection,0.929553223120229,0.281131632163792
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M20_cluster_membership,8,8,0,-0.947689184095586,-0.7523361283440125,-0.9980534835319449,-0.6871747378849017,1,0,7,cluster_membership_k10_weight,0.15574095368871,-1.032937554292285
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M2_frequency_ratio,7,7,2,0.587163864397196,0.37660170688765365,0.0,0.6612554766343441,4,3,0,freq_ratio_log__sel_combined_intersection,0.726537130547691,0.0
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M3_joint_pca,4,4,0,-0.1279598341136509,-0.10908221720720285,-0.2573842661010297,0.02034221478017595,1,0,3,joint_pca_5,0.4652483614616565,-0.6456575620631662
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M3b_joint_tsne,3,3,0,-1.3875517983037982,-1.3368508923959839,-1.6385087364096722,-1.0605435013362023,0,0,3,joint_tsne_2d_p50,-0.7335352043686068,-1.8894656745155465
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M4_target_encoding,12,12,2,1.380729568718484,1.0393189365556252,0.43728678223381434,1.47892740339915,11,0,1,target_enc_inv_ratio,1.6288956292236991,-0.0546568308916894
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M5_joint_scaling,1,1,0,0.3366344117186429,0.3366344117186429,0.3366344117186429,0.3366344117186429,1,0,0,joint_scaling,0.3366344117186429,0.3366344117186429
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M6_adversarial_validation,16,16,0,0.20762442625883687,0.05275163050756261,-0.21392106542107187,0.3378266292858425,11,0,5,adversarial_reweight_lgbm_cal_iso_ratio_winsorize,0.6431836930863704,-1.3280841718334888
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M7_pseudo_labeling,9,9,0,0.4237839433752923,0.4572466197895692,0.3042544083113682,0.5948944776062433,8,1,0,pseudo_label_v2_cal_iso_wfixed_conf90,0.9241069169279508,0.0
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M8_label_propagation,11,11,0,-2.83062176599037,-2.915521058404545,-3.4092975493552604,-1.6171758966821437,0,0,11,label_prop_k15_a08,-0.7370717818691197,-6.4416283585194565
bag8,students_dropout_and_academic_success,source::students_dropout_and_academic_success,M9_optimal_transport,9,9,0,-0.7924624156039223,-1.2203808850110425,-2.260734197343376,-0.1017186599193663,2,0,7,ot_disp_v2_selective_and_summary_abs,0.512627762972086,-2.8509657128873496
bag8,superconductivity,source::superconductivity,M14_groupby_aggregation,9,9,2,-0.0739915161779428,-0.05168495935947563,-0.0770885212989811,-0.007515476161698,2,0,7,targeted_groupby_top3,0.0336209742514198,-0.1228382844057522
bag8,superconductivity,source::superconductivity,M14b_groupby_shift_features,6,6,2,-0.06798061137964635,-0.06504464894643466,-0.12118504287090973,-0.0140859613401037,1,0,5,groupby_shift_cohen_d__sel_combined_union,0.0106876920609597,-0.129953431618688
bag8,superconductivity,source::superconductivity,M16_nearest_test_distance,7,7,0,-1.912708266524026,-1.7610405401381286,-1.9600233262952993,-1.7411354053772907,0,0,7,nearest_test_k10_filter_both,-1.0186366393583175,-1.9936214117393751
bag8,superconductivity,source::superconductivity,M17_test_directed_augmentation,12,12,0,-0.9922040394407194,-1.0702422836028023,-1.344758793102184,-0.8818097884490033,0,0,12,tdda_k10_lam07_aug1,-0.7278397250233356,-1.369727112249547
bag8,superconductivity,source::superconductivity,M18_leaf_density,8,8,0,-1.5646219017450984,-1.9697368845500316,-2.473596019393943,-1.4362097188311358,0,0,8,leaf_density_conf_shallow,-1.0353478861493983,-3.779391874940024
bag8,superconductivity,source::superconductivity,M19_neighborhood_consensus,6,6,0,-6.331414145916005,-6.53876381533258,-7.197927355139703,-6.223363667000809,0,0,6,neighbor_consensus_k20_dist,-5.341767659226333,-7.553875008693788
bag8,superconductivity,source::superconductivity,M1_frequency_encoding,6,6,4,0.0,-0.0021660255058846664,-0.0056366071212735,0.000763049733033,2,2,2,joint_freq_combined__sel_combined_union,0.001017399644044,-0.007515476161698
bag8,superconductivity,source::superconductivity,M20_cluster_membership,8,8,0,-0.004655972181633401,0.018128523895495213,-0.03587757131694608,0.0510384411368531,4,0,4,cluster_membership_k10_feature_cumshift,0.1516038424588563,-0.0744248065566511
bag8,superconductivity,source::superconductivity,M2_frequency_ratio,7,7,2,0.0,-0.0009282966453791428,0.0,0.0,1,5,1,freq_ratio_log__sel_combined_union,0.001017399644044,-0.007515476161698
bag8,superconductivity,source::superconductivity,M3_joint_pca,4,4,0,-0.03660237732109525,-0.026627110042735675,-0.0524757922943889,-0.010753695069442022,1,0,3,joint_pca_10,0.0521879543693428,-0.085491639898095
bag8,superconductivity,source::superconductivity,M3b_joint_tsne,3,3,0,-0.1436612032285946,-0.12944468425011366,-0.1665395991465162,-0.0994580288429516,0,0,3,joint_tsne_2d_p30,-0.0552548544573086,-0.1894179950644378
