model,dataset,source_id,pair,conceptual_family,joint_method_key,train_only_method_key,pair_quality,n_shared_folds,near_perfect_base,joint_mean_error,train_only_mean_error,baseline_mean_error,joint_vs_inductive_pct,train_only_vs_inductive_pct,joint_premium_vs_train_only_pct,joint_premium_on_inductive_scale_pct,absolute_error_decrease_joint_vs_train_only,joint_better_folds,tie_folds,joint_worse_folds
bag8,E-CommereShippingData,source::E-CommereShippingData,target_m5,target encoding,target_enc_ratio,target_enc_standard_m5,loose_regularization_sensitivity,3,False,0.2593065499044503,0.2593065499044503,0.25874591438248,-0.2166741543758411,-0.2166741543758411,0.0,0.0,0.0,0,3,0
bag8,Fitness_Club,source::Fitness_Club,frequency_combined,frequency encoding,joint_freq_combined,freq_enc_train_only,same_hyperparameters,3,False,0.19657491478511813,0.1966622606297654,0.19806031347407185,0.7499729061815205,0.7058722768756299,0.04441413638162216,0.04410062930589056,8.734584464728523e-05,1,0,2
bag8,Fitness_Club,source::Fitness_Club,groupby_combined,group-by aggregation,joint_groupby_combined,groupby_train_only,same_hyperparameters,3,False,0.19863834181765652,0.19785754095794472,0.19806031347407185,-0.29184460705215376,0.10237917560080809,-0.39462779934061837,-0.3942237826529618,-0.0007808008597117999,1,0,2
bag8,Fitness_Club,source::Fitness_Club,pca_10,principal component analysis,joint_pca_10,pca_train_only_10,same_hyperparameters,3,False,0.1980364555064348,0.19838761199680977,0.19806031347407185,0.012045809288373828,-0.16525194623644726,0.1770052509027636,0.1772977555248211,0.0003511564903749542,2,0,1
bag8,Fitness_Club,source::Fitness_Club,pca_5,principal component analysis,joint_pca_5,pca_train_only_5,same_hyperparameters,3,False,0.1980364555064348,0.19838761199680977,0.19806031347407185,0.012045809288373828,-0.16525194623644726,0.1770052509027636,0.1772977555248211,0.0003511564903749542,2,0,1
bag8,Fitness_Club,source::Fitness_Club,pca_var90,principal component analysis,joint_pca_var90,pca_train_only_var90,same_hyperparameters,3,False,0.1980364555064348,0.19838761199680977,0.19806031347407185,0.012045809288373828,-0.16525194623644726,0.1770052509027636,0.1772977555248211,0.0003511564903749542,2,0,1
bag8,Fitness_Club,source::Fitness_Club,pca_var95,principal component analysis,joint_pca_var95,pca_train_only_var95,same_hyperparameters,3,False,0.1980364555064348,0.19838761199680977,0.19806031347407185,0.012045809288373828,-0.16525194623644726,0.1770052509027636,0.1772977555248211,0.0003511564903749542,2,0,1
bag8,Fitness_Club,source::Fitness_Club,scaling_train_only,scaling,joint_scaling,train_only_scaling,closer_pair_but_cat_encoding_also_differs,3,False,0.1980891303671031,0.19778407633767495,0.19806031347407185,-0.01454955438865321,0.13947122043360222,-0.15423588949968725,-0.1540207748222554,-0.0003050540294281534,1,0,2
bag8,Fitness_Club,source::Fitness_Club,target_m10,target encoding,target_enc_ratio,target_enc_standard_m10,loose_regularization_sensitivity,3,False,0.19822094726157705,0.19822094726157705,0.19806031347407185,-0.08110347029528554,-0.08110347029528554,0.0,0.0,0.0,0,3,0
bag8,Fitness_Club,source::Fitness_Club,target_m20,target encoding,target_enc_ratio,target_enc_standard_m20,loose_regularization_sensitivity,3,False,0.19822094726157705,0.1983474518758329,0.19806031347407185,-0.08110347029528554,-0.14497523341475618,0.0637792989319737,0.06387176311947063,0.00012650461425584014,1,2,0
bag8,Fitness_Club,source::Fitness_Club,target_m5,target encoding,target_enc_ratio,target_enc_standard_m5,loose_regularization_sensitivity,3,False,0.19822094726157705,0.19822094726157705,0.19806031347407185,-0.08110347029528554,-0.08110347029528554,0.0,0.0,0.0,0,3,0
bag8,Food_Delivery_Time,source::Food_Delivery_Time,frequency_combined,frequency encoding,joint_freq_combined,freq_enc_train_only,same_hyperparameters,3,False,7.611504315683697,7.6113497891990045,7.61254331638673,0.013648535842104263,0.015678428852497563,-0.0020302113156299762,-0.0020298930103932996,-0.00015452648469249652,2,0,1
bag8,Food_Delivery_Time,source::Food_Delivery_Time,groupby_combined,group-by aggregation,joint_groupby_combined,groupby_train_only,same_hyperparameters,3,False,7.610687552126403,7.610591076995753,7.61254331638673,0.02437771692322924,0.025645034909347164,-0.0012676430736266826,-0.0012673179861179252,-9.647513064958702e-05,1,1,1
bag8,Food_Delivery_Time,source::Food_Delivery_Time,pca_10,principal component analysis,joint_pca_10,pca_train_only_10,same_hyperparameters,3,False,7.625341210791166,7.624989115160833,7.61254331638673,-0.16811588285989912,-0.16349067922296834,-0.0046176542027105945,-0.004625203636930774,-0.0003520956303324496,2,0,1
bag8,Food_Delivery_Time,source::Food_Delivery_Time,pca_5,principal component analysis,joint_pca_5,pca_train_only_5,same_hyperparameters,3,False,7.624630609820838,7.627060389951229,7.61254331638673,-0.15878127626662228,-0.19069938864255337,0.031857360584059614,0.03191811237593107,0.0024297801303907463,2,0,1
bag8,Food_Delivery_Time,source::Food_Delivery_Time,pca_var90,principal component analysis,joint_pca_var90,pca_train_only_var90,same_hyperparameters,3,False,7.61784170384378,7.624998278552045,7.61254331638673,-0.06960075282126749,-0.16361105149319657,0.09385673867488588,0.09401029867192909,0.00715657470826514,3,0,0
bag8,Food_Delivery_Time,source::Food_Delivery_Time,pca_var95,principal component analysis,joint_pca_var95,pca_train_only_var95,same_hyperparameters,3,False,7.61784170384378,7.624998278552045,7.61254331638673,-0.06960075282126749,-0.16361105149319657,0.09385673867488588,0.09401029867192909,0.00715657470826514,3,0,0
bag8,Food_Delivery_Time,source::Food_Delivery_Time,scaling_train_only,scaling,joint_scaling,train_only_scaling,closer_pair_but_cat_encoding_also_differs,3,False,7.609661858594641,7.60749313278707,7.61254331638673,0.03785144691244545,0.06634029377263038,-0.028507758991247727,-0.028488846860184942,-0.0021687258075706595,1,0,2
bag8,Food_Delivery_Time,source::Food_Delivery_Time,target_m10,target encoding,target_enc_ratio,target_enc_standard_m10,loose_regularization_sensitivity,3,False,7.660821302537523,7.671541894515463,7.61254331638673,-0.634189969689507,-0.7750179628105776,0.13974494469754487,0.14082799312107055,0.01072059197793962,3,0,0
bag8,Food_Delivery_Time,source::Food_Delivery_Time,target_m20,target encoding,target_enc_ratio,target_enc_standard_m20,loose_regularization_sensitivity,3,False,7.660821302537523,7.669354125710694,7.61254331638673,-0.634189969689507,-0.7462789630592073,0.11125869314816089,0.11208899336970021,0.008532823173170279,3,0,0
bag8,Food_Delivery_Time,source::Food_Delivery_Time,target_m5,target encoding,target_enc_ratio,target_enc_standard_m5,loose_regularization_sensitivity,3,False,7.660821302537523,7.678439702644965,7.61254331638673,-0.634189969689507,-0.865629048262849,0.2294528678967555,0.231439078573342,0.017618400107441978,3,0,0
