model,dataset,method_key,conceptual_family,n_folds,median_features_in,median_features_out,feature_count_change,feature_path_observably_active,interpretation,primary_effect_pct
tabicl,Another-Dataset-on-used-Fiat-500,freq_ratio_log__sel_combined_intersection,M2_frequency_ratio,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.3561243479003254
tabicl,Another-Dataset-on-used-Fiat-500,freq_ratio_log__sel_combined_union,M2_frequency_ratio,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-0.1554909440784906
tabicl,Another-Dataset-on-used-Fiat-500,freq_ratio_v2_both_gated,M2_frequency_ratio,3,7.0,9.0,2.0,True,feature output changed,8.510456045092398e-06
tabicl,Another-Dataset-on-used-Fiat-500,freq_ratio_v2_diff_gated,M2_frequency_ratio,3,7.0,8.0,1.0,True,feature output changed,0.0
tabicl,Another-Dataset-on-used-Fiat-500,freq_ratio_v2_ratio_gated,M2_frequency_ratio,3,7.0,8.0,1.0,True,feature output changed,-9.574260338771872e-06
tabicl,Another-Dataset-on-used-Fiat-500,freq_ratio_v2_ratio_ungated,M2_frequency_ratio,3,7.0,8.0,1.0,True,feature output changed,0.4163402693150709
tabicl,Another-Dataset-on-used-Fiat-500,groupby_shift_cohen_d,M14b_groupby_shift_features,3,7.0,13.0,6.0,True,feature output changed,0.233570261580477
tabicl,Another-Dataset-on-used-Fiat-500,groupby_shift_cohen_d__sel_combined_intersection,M14b_groupby_shift_features,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.3561064806214147
tabicl,Another-Dataset-on-used-Fiat-500,groupby_shift_cohen_d__sel_combined_union,M14b_groupby_shift_features,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.1117520699898159
tabicl,Another-Dataset-on-used-Fiat-500,groupby_shift_cohen_d_min10,M14b_groupby_shift_features,3,7.0,13.0,6.0,True,feature output changed,0.2335741422912765
tabicl,Another-Dataset-on-used-Fiat-500,groupby_shift_ratio_log,M14b_groupby_shift_features,3,7.0,13.0,6.0,True,feature output changed,0.2540208192217782
tabicl,Another-Dataset-on-used-Fiat-500,groupby_shift_ratio_raw,M14b_groupby_shift_features,3,7.0,13.0,6.0,True,feature output changed,0.2539162161630715
tabicl,Another-Dataset-on-used-Fiat-500,joint_freq_combined,M1_frequency_encoding,3,7.0,8.0,1.0,True,feature output changed,0.3155270337501798
tabicl,Another-Dataset-on-used-Fiat-500,joint_freq_combined__sel_combined_intersection,M1_frequency_encoding,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.3561167378646258
tabicl,Another-Dataset-on-used-Fiat-500,joint_freq_combined__sel_combined_union,M1_frequency_encoding,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-0.2261519239426425
tabicl,Another-Dataset-on-used-Fiat-500,joint_freq_separate,M1_frequency_encoding,3,7.0,9.0,2.0,True,feature output changed,-0.2579431333886939
tabicl,Another-Dataset-on-used-Fiat-500,joint_freq_separate__sel_combined_intersection,M1_frequency_encoding,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.3561167378646258
tabicl,Another-Dataset-on-used-Fiat-500,joint_freq_separate__sel_combined_union,M1_frequency_encoding,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.1416092751289656
tabicl,Another-Dataset-on-used-Fiat-500,joint_groupby_combined,M14_groupby_aggregation,3,7.0,25.0,18.0,True,feature output changed,0.3074840158385584
tabicl,Another-Dataset-on-used-Fiat-500,joint_groupby_combined__sel_combined_intersection,M14_groupby_aggregation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.3561346051435206
tabicl,Another-Dataset-on-used-Fiat-500,joint_groupby_combined__sel_combined_union,M14_groupby_aggregation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.1492455527881141
tabicl,Another-Dataset-on-used-Fiat-500,joint_groupby_mean_only,M14_groupby_aggregation,3,7.0,13.0,6.0,True,feature output changed,0.3184411268925357
tabicl,Another-Dataset-on-used-Fiat-500,joint_groupby_separate,M14_groupby_aggregation,3,7.0,43.0,36.0,True,feature output changed,0.0642362553102818
tabicl,Another-Dataset-on-used-Fiat-500,joint_pca_10,M3_joint_pca,3,7.0,13.0,6.0,True,feature output changed,-1.515459863179071
tabicl,Another-Dataset-on-used-Fiat-500,joint_pca_5,M3_joint_pca,3,7.0,12.0,5.0,True,feature output changed,-1.7195479028636234
tabicl,Another-Dataset-on-used-Fiat-500,joint_pca_var90,M3_joint_pca,3,7.0,11.0,4.0,True,feature output changed,-2.083815842449884
tabicl,Another-Dataset-on-used-Fiat-500,joint_pca_var95,M3_joint_pca,3,7.0,12.0,5.0,True,feature output changed,-1.7195324977079327
tabicl,Another-Dataset-on-used-Fiat-500,joint_scaling,M5_joint_scaling,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",8.950042965873408e-06
tabicl,Another-Dataset-on-used-Fiat-500,joint_tsne_2d_p30,M3b_joint_tsne,3,7.0,9.0,2.0,True,feature output changed,-2.417080105783928
tabicl,Another-Dataset-on-used-Fiat-500,joint_tsne_2d_p50,M3b_joint_tsne,3,7.0,9.0,2.0,True,feature output changed,-2.508876587226067
tabicl,Another-Dataset-on-used-Fiat-500,joint_tsne_3d_p30,M3b_joint_tsne,3,7.0,10.0,3.0,True,feature output changed,-2.935239224292612
tabicl,Another-Dataset-on-used-Fiat-500,label_prop_k10_a05,M8_label_propagation,3,7.0,8.0,1.0,True,feature output changed,-0.9350122569710784
tabicl,Another-Dataset-on-used-Fiat-500,label_prop_k15_a05,M8_label_propagation,3,7.0,8.0,1.0,True,feature output changed,-0.9947418141582408
tabicl,Another-Dataset-on-used-Fiat-500,label_prop_k15_a08,M8_label_propagation,3,7.0,8.0,1.0,True,feature output changed,-0.8981415947450179
tabicl,Another-Dataset-on-used-Fiat-500,label_prop_v3_adaptive,M8_label_propagation,3,7.0,10.0,3.0,True,feature output changed,-1.4985178138587494
tabicl,Another-Dataset-on-used-Fiat-500,label_prop_v3_t005_k10,M8_label_propagation,3,7.0,10.0,3.0,True,feature output changed,-2.7823352833218675
tabicl,Another-Dataset-on-used-Fiat-500,label_prop_v3_t005_k15,M8_label_propagation,3,7.0,10.0,3.0,True,feature output changed,-2.606612056569943
tabicl,Another-Dataset-on-used-Fiat-500,label_prop_v3_t01_k15,M8_label_propagation,3,7.0,10.0,3.0,True,feature output changed,-2.957644701175528
tabicl,Another-Dataset-on-used-Fiat-500,label_prop_weighted_adaptive_a05,M8_label_propagation,3,7.0,8.0,1.0,True,feature output changed,-1.5780201281510864
tabicl,Another-Dataset-on-used-Fiat-500,label_prop_weighted_k10_a05,M8_label_propagation,3,7.0,8.0,1.0,True,feature output changed,-0.9224657745550816
tabicl,Another-Dataset-on-used-Fiat-500,label_prop_weighted_k15_a05,M8_label_propagation,3,7.0,8.0,1.0,True,feature output changed,-1.5457416384164828
tabicl,Another-Dataset-on-used-Fiat-500,label_prop_weighted_k15_a08,M8_label_propagation,3,7.0,8.0,1.0,True,feature output changed,-1.4284593985276823
tabicl,Another-Dataset-on-used-Fiat-500,leaf_density_conf,M18_leaf_density,3,7.0,10.0,3.0,True,feature output changed,-1.2644863604731769
tabicl,Another-Dataset-on-used-Fiat-500,leaf_density_conf_cumshift,M18_leaf_density,3,7.0,10.0,3.0,True,feature output changed,-1.5174109551527608
tabicl,Another-Dataset-on-used-Fiat-500,leaf_density_conf_deep,M18_leaf_density,3,7.0,10.0,3.0,True,feature output changed,-1.8536059402584333
tabicl,Another-Dataset-on-used-Fiat-500,leaf_density_conf_shallow,M18_leaf_density,3,7.0,10.0,3.0,True,feature output changed,-1.3435411257528007
tabicl,Another-Dataset-on-used-Fiat-500,leaf_density_embed_k10,M18_leaf_density,3,7.0,9.0,2.0,True,feature output changed,-1.9766227241008247
tabicl,Another-Dataset-on-used-Fiat-500,leaf_density_embed_k10_cumshift,M18_leaf_density,3,7.0,9.0,2.0,True,feature output changed,-1.275791236859086
tabicl,Another-Dataset-on-used-Fiat-500,leaf_density_embed_k20,M18_leaf_density,3,7.0,9.0,2.0,True,feature output changed,-2.364510026590552
tabicl,Another-Dataset-on-used-Fiat-500,leaf_density_embed_k5,M18_leaf_density,3,7.0,9.0,2.0,True,feature output changed,-0.3265917350247675
tabicl,Another-Dataset-on-used-Fiat-500,nearest_test_k10_both,M16_nearest_test_distance,3,7.0,11.0,4.0,True,feature output changed,-5.298420197567999
tabicl,Another-Dataset-on-used-Fiat-500,nearest_test_k10_cumshift_both,M16_nearest_test_distance,3,7.0,11.0,4.0,True,feature output changed,-5.762917844123103
tabicl,Another-Dataset-on-used-Fiat-500,nearest_test_k10_filter_both,M16_nearest_test_distance,3,7.0,11.0,4.0,True,feature output changed,-3.899439399925369
tabicl,Another-Dataset-on-used-Fiat-500,nearest_test_k5_both,M16_nearest_test_distance,3,7.0,11.0,4.0,True,feature output changed,-3.7004688439406426
tabicl,Another-Dataset-on-used-Fiat-500,nearest_test_rel_k10_both,M16_nearest_test_distance,3,7.0,11.0,4.0,True,feature output changed,-6.890492923675756
tabicl,Another-Dataset-on-used-Fiat-500,nearest_test_rel_k10_cumshift_both,M16_nearest_test_distance,3,7.0,11.0,4.0,True,feature output changed,-6.953984223913182
tabicl,Another-Dataset-on-used-Fiat-500,nearest_test_rel_k5_both,M16_nearest_test_distance,3,7.0,11.0,4.0,True,feature output changed,-5.592174565509054
tabicl,Another-Dataset-on-used-Fiat-500,neighbor_consensus_k10_dist,M19_neighborhood_consensus,3,7.0,11.0,4.0,True,feature output changed,-4.022631905047528
tabicl,Another-Dataset-on-used-Fiat-500,neighbor_consensus_k10_dist_cumshift,M19_neighborhood_consensus,3,7.0,11.0,4.0,True,feature output changed,-4.148807850504987
tabicl,Another-Dataset-on-used-Fiat-500,neighbor_consensus_k10_uniform,M19_neighborhood_consensus,3,7.0,11.0,4.0,True,feature output changed,-4.410788505023861
tabicl,Another-Dataset-on-used-Fiat-500,neighbor_consensus_k20_dist,M19_neighborhood_consensus,3,7.0,11.0,4.0,True,feature output changed,-4.640340544584978
tabicl,Another-Dataset-on-used-Fiat-500,neighbor_consensus_k5_dist,M19_neighborhood_consensus,3,7.0,11.0,4.0,True,feature output changed,-3.5797931304212405
tabicl,Another-Dataset-on-used-Fiat-500,neighbor_consensus_k5_dist_cumshift,M19_neighborhood_consensus,3,7.0,11.0,4.0,True,feature output changed,-4.825024226382898
tabicl,Another-Dataset-on-used-Fiat-500,ot_disp_v2_selective,M9_optimal_transport,3,7.0,12.0,5.0,True,feature output changed,-10.59824220522379
tabicl,Another-Dataset-on-used-Fiat-500,ot_disp_v2_selective_abs,M9_optimal_transport,3,7.0,12.0,5.0,True,feature output changed,-2.461980010894408
tabicl,Another-Dataset-on-used-Fiat-500,ot_disp_v2_selective_and_summary,M9_optimal_transport,3,7.0,15.0,8.0,True,feature output changed,-8.103786862660936
tabicl,Another-Dataset-on-used-Fiat-500,ot_disp_v2_selective_and_summary_abs,M9_optimal_transport,3,7.0,15.0,8.0,True,feature output changed,-2.772587526247281
tabicl,Another-Dataset-on-used-Fiat-500,ot_disp_v2_selective_and_summary_top10,M9_optimal_transport,3,7.0,15.0,8.0,True,feature output changed,-8.103807119932485
tabicl,Another-Dataset-on-used-Fiat-500,ot_disp_v2_selective_top10,M9_optimal_transport,3,7.0,12.0,5.0,True,feature output changed,-10.598232627336357
tabicl,Another-Dataset-on-used-Fiat-500,ot_disp_v2_summary_only,M9_optimal_transport,3,7.0,10.0,3.0,True,feature output changed,-1.7014696411353447
tabicl,Another-Dataset-on-used-Fiat-500,ot_displacement_mag,M9_optimal_transport,3,7.0,15.0,8.0,True,feature output changed,-19.26086700229396
tabicl,Another-Dataset-on-used-Fiat-500,ot_displacement_no_mag,M9_optimal_transport,3,7.0,14.0,7.0,True,feature output changed,-20.867797798946008
tabicl,Another-Dataset-on-used-Fiat-500,target_enc_absolute,M4_target_encoding,3,7.0,8.0,1.0,True,feature output changed,0.3118236638950236
tabicl,Another-Dataset-on-used-Fiat-500,target_enc_diff,M4_target_encoding,3,7.0,8.0,1.0,True,feature output changed,0.3193423535903456
tabicl,Another-Dataset-on-used-Fiat-500,target_enc_inv_ratio,M4_target_encoding,3,7.0,8.0,1.0,True,feature output changed,0.319914106685756
tabicl,Another-Dataset-on-used-Fiat-500,target_enc_oof_absolute,M4_target_encoding,3,7.0,8.0,1.0,True,feature output changed,-0.1950704915348669
tabicl,Another-Dataset-on-used-Fiat-500,target_enc_oof_diff,M4_target_encoding,3,7.0,8.0,1.0,True,feature output changed,-0.232143504842054
tabicl,Another-Dataset-on-used-Fiat-500,target_enc_oof_inv_ratio,M4_target_encoding,3,7.0,8.0,1.0,True,feature output changed,-0.2337473253618894
tabicl,Another-Dataset-on-used-Fiat-500,target_enc_oof_ratio,M4_target_encoding,3,7.0,8.0,1.0,True,feature output changed,-0.2356804805893599
tabicl,Another-Dataset-on-used-Fiat-500,target_enc_oof_ratio_cap5,M4_target_encoding,3,7.0,8.0,1.0,True,feature output changed,-0.2356679308121375
tabicl,Another-Dataset-on-used-Fiat-500,target_enc_ratio,M4_target_encoding,3,7.0,8.0,1.0,True,feature output changed,0.3187651612637159
tabicl,Another-Dataset-on-used-Fiat-500,target_enc_ratio__sel_combined_intersection,M4_target_encoding,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.3561346051435206
tabicl,Another-Dataset-on-used-Fiat-500,target_enc_ratio__sel_combined_union,M4_target_encoding,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-0.1698168801324106
tabicl,Another-Dataset-on-used-Fiat-500,target_enc_ratio_cap5,M4_target_encoding,3,7.0,8.0,1.0,True,feature output changed,0.3187716055637942
tabicl,Another-Dataset-on-used-Fiat-500,targeted_groupby_top3,M14_groupby_aggregation,3,7.0,31.0,24.0,True,feature output changed,0.1515150432810429
tabicl,Another-Dataset-on-used-Fiat-500,targeted_groupby_top3_shifted_agg,M14_groupby_aggregation,3,7.0,19.0,12.0,True,feature output changed,0.1109647279999296
tabicl,Another-Dataset-on-used-Fiat-500,targeted_groupby_top5,M14_groupby_aggregation,3,7.0,31.0,24.0,True,feature output changed,0.1515150432810429
tabicl,Another-Dataset-on-used-Fiat-500,targeted_groupby_top5_shifted_agg,M14_groupby_aggregation,3,7.0,19.0,12.0,True,feature output changed,0.1109647279999296
tabicl,Another-Dataset-on-used-Fiat-500,tdda_k10_lam07_aug1,M17_test_directed_augmentation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-6.426801877582588
tabicl,Another-Dataset-on-used-Fiat-500,tdda_k5_lam06_aug1,M17_test_directed_augmentation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-4.736373329513685
tabicl,Another-Dataset-on-used-Fiat-500,tdda_k5_lam07_aug1,M17_test_directed_augmentation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-6.426785973561178
tabicl,Another-Dataset-on-used-Fiat-500,tdda_k5_lam07_aug1_cumshift,M17_test_directed_augmentation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-7.339935181253772
tabicl,Another-Dataset-on-used-Fiat-500,tdda_k5_lam07_aug2,M17_test_directed_augmentation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-13.535988016761571
tabicl,Another-Dataset-on-used-Fiat-500,tdda_k5_lam08_aug1,M17_test_directed_augmentation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-8.317829356439233
tabicl,Another-Dataset-on-used-Fiat-500,tdda_v2_k10_lam07_pfl_dw,M17_test_directed_augmentation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-6.03980572466053
tabicl,Another-Dataset-on-used-Fiat-500,tdda_v2_k5_lam06_pfl_dw,M17_test_directed_augmentation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-6.255565364417025
tabicl,Another-Dataset-on-used-Fiat-500,tdda_v2_k5_lam07_nopfl_dw,M17_test_directed_augmentation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-6.426803743109206
tabicl,Another-Dataset-on-used-Fiat-500,tdda_v2_k5_lam07_pfl_dw,M17_test_directed_augmentation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-6.039796172901951
tabicl,Another-Dataset-on-used-Fiat-500,tdda_v2_k5_lam07_pfl_dw_cumshift,M17_test_directed_augmentation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-5.724585516012436
tabicl,Another-Dataset-on-used-Fiat-500,tdda_v2_k5_lam07_pfl_nodw,M17_test_directed_augmentation,3,7.0,7.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-6.039815370972925
tabicl,Bank_Customer_Churn,adversarial_lgbm_both_ratio,M6_adversarial_validation,3,10.0,11.0,1.0,True,feature output changed,-0.93567409546599
tabicl,Bank_Customer_Churn,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial_validation,3,10.0,11.0,1.0,True,feature output changed,-0.7324984323344197
tabicl,Bank_Customer_Churn,adversarial_lgbm_cal_iso_feature,M6_adversarial_validation,3,10.0,11.0,1.0,True,feature output changed,-0.7327182354397789
tabicl,Bank_Customer_Churn,adversarial_lgbm_cal_platt_feature,M6_adversarial_validation,3,10.0,11.0,1.0,True,feature output changed,-2.658208515047272
tabicl,Bank_Customer_Churn,adversarial_lgbm_feature,M6_adversarial_validation,3,10.0,11.0,1.0,True,feature output changed,-0.935674095465968
tabicl,Bank_Customer_Churn,adversarial_logreg_feature,M6_adversarial_validation,3,10.0,11.0,1.0,True,feature output changed,-1.2588808379613476
tabicl,Bank_Customer_Churn,adversarial_rf_feature,M6_adversarial_validation,3,10.0,11.0,1.0,True,feature output changed,-1.754313917046923
tabicl,Bank_Customer_Churn,cluster_membership_k10_both,M20_cluster_membership,3,10.0,13.0,3.0,True,feature output changed,-3.860342459467601
tabicl,Bank_Customer_Churn,cluster_membership_k10_both_cumshift,M20_cluster_membership,3,10.0,13.0,3.0,True,feature output changed,-3.2964657308633947
tabicl,Bank_Customer_Churn,cluster_membership_k10_feature,M20_cluster_membership,3,10.0,13.0,3.0,True,feature output changed,-3.8599026875762656
tabicl,Bank_Customer_Churn,cluster_membership_k10_feature_cumshift,M20_cluster_membership,3,10.0,13.0,3.0,True,feature output changed,-3.296172475966582
tabicl,Bank_Customer_Churn,cluster_membership_k10_weight,M20_cluster_membership,3,10.0,11.0,1.0,True,feature output changed,-1.5622152258857267
tabicl,Bank_Customer_Churn,cluster_membership_k15_both,M20_cluster_membership,3,10.0,13.0,3.0,True,feature output changed,-5.493658964277663
tabicl,Bank_Customer_Churn,cluster_membership_k5_both,M20_cluster_membership,3,10.0,13.0,3.0,True,feature output changed,-4.254572251968078
tabicl,Bank_Customer_Churn,cluster_membership_k5_feature,M20_cluster_membership,3,10.0,13.0,3.0,True,feature output changed,-4.254572251968034
tabicl,Bank_Customer_Churn,freq_ratio_log,M2_frequency_ratio,3,10.0,14.0,4.0,True,feature output changed,-0.2299272474032958
tabicl,Bank_Customer_Churn,freq_ratio_log__sel_combined_intersection,M2_frequency_ratio,3,10.0,10.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-0.1341101033694785
tabicl,Bank_Customer_Churn,freq_ratio_log__sel_combined_union,M2_frequency_ratio,3,10.0,12.0,2.0,True,feature output changed,-0.1182550371366233
tabicl,Bank_Customer_Churn,freq_ratio_v2_both_gated,M2_frequency_ratio,3,10.0,18.0,8.0,True,feature output changed,-0.0032991175890418
tabicl,Bank_Customer_Churn,freq_ratio_v2_diff_gated,M2_frequency_ratio,3,10.0,14.0,4.0,True,feature output changed,-0.0060850391087167
tabicl,Bank_Customer_Churn,freq_ratio_v2_ratio_gated,M2_frequency_ratio,3,10.0,14.0,4.0,True,feature output changed,-0.0061583528328869
tabicl,Bank_Customer_Churn,freq_ratio_v2_ratio_ungated,M2_frequency_ratio,3,10.0,14.0,4.0,True,feature output changed,-0.2236230402987492
tabicl,Bank_Customer_Churn,groupby_shift_cohen_d,M14b_groupby_shift_features,3,10.0,34.0,24.0,True,feature output changed,-0.3563907983721779
tabicl,Bank_Customer_Churn,groupby_shift_cohen_d__sel_combined_intersection,M14b_groupby_shift_features,3,10.0,12.0,2.0,True,feature output changed,-2.4515359391452995
tabicl,Bank_Customer_Churn,groupby_shift_cohen_d__sel_combined_union,M14b_groupby_shift_features,3,10.0,20.0,10.0,True,feature output changed,-1.0775546251971029
tabicl,Bank_Customer_Churn,groupby_shift_cohen_d_min10,M14b_groupby_shift_features,3,10.0,34.0,24.0,True,feature output changed,-0.3565374258205622
tabicl,Bank_Customer_Churn,groupby_shift_ratio_log,M14b_groupby_shift_features,3,10.0,34.0,24.0,True,feature output changed,-0.5307574262804344
tabicl,Bank_Customer_Churn,groupby_shift_ratio_raw,M14b_groupby_shift_features,3,10.0,34.0,24.0,True,feature output changed,-0.5300243166518025
tabicl,Bank_Customer_Churn,joint_freq_combined,M1_frequency_encoding,3,10.0,14.0,4.0,True,feature output changed,-0.9921240062935932
tabicl,Bank_Customer_Churn,joint_freq_combined__sel_combined_intersection,M1_frequency_encoding,3,10.0,10.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-0.1335237592565361
tabicl,Bank_Customer_Churn,joint_freq_combined__sel_combined_union,M1_frequency_encoding,3,10.0,12.0,2.0,True,feature output changed,-0.1260262919019131
tabicl,Bank_Customer_Churn,joint_freq_separate,M1_frequency_encoding,3,10.0,18.0,8.0,True,feature output changed,-0.1630902039492554
tabicl,Bank_Customer_Churn,joint_freq_separate__sel_combined_intersection,M1_frequency_encoding,3,10.0,10.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-0.1339634759210502
tabicl,Bank_Customer_Churn,joint_freq_separate__sel_combined_union,M1_frequency_encoding,3,10.0,14.0,4.0,True,feature output changed,-0.3695744836985283
tabicl,Bank_Customer_Churn,joint_groupby_combined,M14_groupby_aggregation,3,10.0,82.0,72.0,True,feature output changed,-1.4344278306358915
tabicl,Bank_Customer_Churn,joint_groupby_combined__sel_combined_intersection,M14_groupby_aggregation,3,10.0,16.0,6.0,True,feature output changed,-2.8435299529988645
tabicl,Bank_Customer_Churn,joint_groupby_combined__sel_combined_union,M14_groupby_aggregation,3,10.0,40.0,30.0,True,feature output changed,-1.1515621098528532
tabicl,Bank_Customer_Churn,joint_groupby_mean_only,M14_groupby_aggregation,3,10.0,34.0,24.0,True,feature output changed,-0.0908722368869903
tabicl,Bank_Customer_Churn,joint_groupby_separate,M14_groupby_aggregation,3,10.0,154.0,144.0,True,feature output changed,-1.061926182593109
tabicl,Bank_Customer_Churn,joint_pca_10,M3_joint_pca,3,10.0,16.0,6.0,True,feature output changed,-4.047934358566126
tabicl,Bank_Customer_Churn,joint_pca_5,M3_joint_pca,3,10.0,15.0,5.0,True,feature output changed,-3.522671153901823
tabicl,Bank_Customer_Churn,joint_pca_var90,M3_joint_pca,3,10.0,16.0,6.0,True,feature output changed,-4.048447554635537
tabicl,Bank_Customer_Churn,joint_pca_var95,M3_joint_pca,3,10.0,16.0,6.0,True,feature output changed,-4.048374240911366
tabicl,Bank_Customer_Churn,joint_scaling,M5_joint_scaling,3,10.0,10.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0003665410075391
tabicl,Bank_Customer_Churn,joint_tsne_2d_p30,M3b_joint_tsne,3,10.0,12.0,2.0,True,feature output changed,-5.936399688711924
tabicl,Bank_Customer_Churn,joint_tsne_2d_p50,M3b_joint_tsne,3,10.0,12.0,2.0,True,feature output changed,-5.855378607281214
tabicl,Bank_Customer_Churn,joint_tsne_3d_p30,M3b_joint_tsne,3,10.0,13.0,3.0,True,feature output changed,-7.06178230986297
tabicl,Bank_Customer_Churn,label_prop_k10_a05,M8_label_propagation,3,10.0,11.0,1.0,True,feature output changed,-2.878676938969316
tabicl,Bank_Customer_Churn,label_prop_k15_a05,M8_label_propagation,3,10.0,11.0,1.0,True,feature output changed,-2.715230990873508
tabicl,Bank_Customer_Churn,label_prop_k15_a08,M8_label_propagation,3,10.0,11.0,1.0,True,feature output changed,-2.663312310016787
tabicl,Bank_Customer_Churn,label_prop_v3_adaptive,M8_label_propagation,3,10.0,13.0,3.0,True,feature output changed,-5.526205315014527
tabicl,Bank_Customer_Churn,label_prop_v3_t005_k10,M8_label_propagation,3,10.0,13.0,3.0,True,feature output changed,-3.48199537426906
tabicl,Bank_Customer_Churn,label_prop_v3_t005_k15,M8_label_propagation,3,10.0,13.0,3.0,True,feature output changed,-4.241029426040223
tabicl,Bank_Customer_Churn,label_prop_v3_t01_k15,M8_label_propagation,3,10.0,13.0,3.0,True,feature output changed,-4.9859653176810905
tabicl,Bank_Customer_Churn,label_prop_weighted_adaptive_a05,M8_label_propagation,3,10.0,11.0,1.0,True,feature output changed,-3.778483447731561
tabicl,Bank_Customer_Churn,label_prop_weighted_k10_a05,M8_label_propagation,3,10.0,11.0,1.0,True,feature output changed,-4.330675100849795
tabicl,Bank_Customer_Churn,label_prop_weighted_k15_a05,M8_label_propagation,3,10.0,11.0,1.0,True,feature output changed,-3.824872672203107
tabicl,Bank_Customer_Churn,label_prop_weighted_k15_a08,M8_label_propagation,3,10.0,11.0,1.0,True,feature output changed,-3.840140731600157
tabicl,Bank_Customer_Churn,leaf_density_conf,M18_leaf_density,3,10.0,13.0,3.0,True,feature output changed,-4.344068289462632
tabicl,Bank_Customer_Churn,leaf_density_conf_cumshift,M18_leaf_density,3,10.0,13.0,3.0,True,feature output changed,-4.061415192286553
tabicl,Bank_Customer_Churn,leaf_density_conf_deep,M18_leaf_density,3,10.0,13.0,3.0,True,feature output changed,-4.080253588631949
tabicl,Bank_Customer_Churn,leaf_density_conf_shallow,M18_leaf_density,3,10.0,13.0,3.0,True,feature output changed,-4.069305820019706
tabicl,Bank_Customer_Churn,leaf_density_embed_k10,M18_leaf_density,3,10.0,12.0,2.0,True,feature output changed,-2.918669064672116
tabicl,Bank_Customer_Churn,leaf_density_embed_k10_cumshift,M18_leaf_density,3,10.0,12.0,2.0,True,feature output changed,-2.472232941949699
tabicl,Bank_Customer_Churn,leaf_density_embed_k20,M18_leaf_density,3,10.0,12.0,2.0,True,feature output changed,-3.670366248945586
tabicl,Bank_Customer_Churn,leaf_density_embed_k5,M18_leaf_density,3,10.0,12.0,2.0,True,feature output changed,-4.273536648510625
tabicl,Bank_Customer_Churn,nearest_test_k10_both,M16_nearest_test_distance,3,10.0,14.0,4.0,True,feature output changed,-5.772563313969697
tabicl,Bank_Customer_Churn,nearest_test_k10_cumshift_both,M16_nearest_test_distance,3,10.0,14.0,4.0,True,feature output changed,-4.210294600820776
tabicl,Bank_Customer_Churn,nearest_test_k10_filter_both,M16_nearest_test_distance,3,10.0,14.0,4.0,True,feature output changed,-5.772416741748155
tabicl,Bank_Customer_Churn,nearest_test_k5_both,M16_nearest_test_distance,3,10.0,14.0,4.0,True,feature output changed,-4.942338432838239
tabicl,Bank_Customer_Churn,nearest_test_rel_k10_both,M16_nearest_test_distance,3,10.0,14.0,4.0,True,feature output changed,-6.914200706121064
tabicl,Bank_Customer_Churn,nearest_test_rel_k10_cumshift_both,M16_nearest_test_distance,3,10.0,14.0,4.0,True,feature output changed,-4.497282237324686
tabicl,Bank_Customer_Churn,nearest_test_rel_k5_both,M16_nearest_test_distance,3,10.0,14.0,4.0,True,feature output changed,-5.9957159314414845
