model,dataset,method_key,conceptual_family,n_folds,median_features_in,median_features_out,feature_count_change,feature_path_observably_active,interpretation,primary_effect_pct
bag8,APSFailure,adversarial_lgbm_both_ratio,M6_adversarial_validation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial_validation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,adversarial_lgbm_cal_iso_feature,M6_adversarial_validation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,adversarial_lgbm_cal_platt_feature,M6_adversarial_validation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,adversarial_lgbm_feature,M6_adversarial_validation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,adversarial_logreg_feature,M6_adversarial_validation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,adversarial_reweight_lgbm_cal_iso_ratio_hard,M6_adversarial_validation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,adversarial_reweight_lgbm_cal_iso_ratio_hard_tempered,M6_adversarial_validation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,adversarial_reweight_lgbm_cal_iso_ratio_winsorize,M6_adversarial_validation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,adversarial_reweight_lgbm_ratio_hard,M6_adversarial_validation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,adversarial_reweight_lgbm_ratio_hard_tempered,M6_adversarial_validation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,adversarial_reweight_lgbm_ratio_normalize,M6_adversarial_validation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,adversarial_reweight_lgbm_ratio_winsorize,M6_adversarial_validation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,adversarial_reweight_lgbm_ratio_winsorize_tempered,M6_adversarial_validation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,adversarial_reweight_lgbm_raw_hard,M6_adversarial_validation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,adversarial_rf_feature,M6_adversarial_validation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,cluster_membership_k10_both,M20_cluster_membership,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,cluster_membership_k10_both_cumshift,M20_cluster_membership,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,cluster_membership_k10_feature,M20_cluster_membership,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,cluster_membership_k10_feature_cumshift,M20_cluster_membership,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,cluster_membership_k10_weight,M20_cluster_membership,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,cluster_membership_k15_both,M20_cluster_membership,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,cluster_membership_k5_both,M20_cluster_membership,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,cluster_membership_k5_feature,M20_cluster_membership,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,freq_ratio_log,M2_frequency_ratio,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,freq_ratio_log__sel_combined_intersection,M2_frequency_ratio,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,freq_ratio_log__sel_combined_union,M2_frequency_ratio,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,freq_ratio_v2_both_gated,M2_frequency_ratio,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,freq_ratio_v2_diff_gated,M2_frequency_ratio,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,freq_ratio_v2_ratio_gated,M2_frequency_ratio,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,freq_ratio_v2_ratio_ungated,M2_frequency_ratio,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,groupby_shift_cohen_d,M14b_groupby_shift_features,3,170.0,2066.0,1896.0,True,feature output changed,
bag8,APSFailure,groupby_shift_cohen_d__sel_combined_intersection,M14b_groupby_shift_features,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,groupby_shift_cohen_d__sel_combined_union,M14b_groupby_shift_features,3,170.0,300.0,130.0,True,feature output changed,
bag8,APSFailure,groupby_shift_cohen_d_min10,M14b_groupby_shift_features,3,170.0,2066.0,1896.0,True,feature output changed,
bag8,APSFailure,groupby_shift_ratio_log,M14b_groupby_shift_features,3,170.0,2066.0,1896.0,True,feature output changed,
bag8,APSFailure,groupby_shift_ratio_raw,M14b_groupby_shift_features,3,170.0,2066.0,1896.0,True,feature output changed,
bag8,APSFailure,joint_freq_combined,M1_frequency_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,joint_freq_combined__sel_combined_intersection,M1_frequency_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,joint_freq_combined__sel_combined_union,M1_frequency_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,joint_freq_separate,M1_frequency_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,joint_freq_separate__sel_combined_intersection,M1_frequency_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,joint_freq_separate__sel_combined_union,M1_frequency_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,joint_groupby_combined,M14_groupby_aggregation,3,170.0,5858.0,5688.0,True,feature output changed,
bag8,APSFailure,joint_groupby_combined__sel_combined_intersection,M14_groupby_aggregation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,joint_groupby_combined__sel_combined_union,M14_groupby_aggregation,3,170.0,560.0,390.0,True,feature output changed,
bag8,APSFailure,joint_groupby_mean_only,M14_groupby_aggregation,3,170.0,2066.0,1896.0,True,feature output changed,
bag8,APSFailure,joint_groupby_separate,M14_groupby_aggregation,3,170.0,11546.0,11376.0,True,feature output changed,
bag8,APSFailure,joint_pca_10,M3_joint_pca,3,170.0,180.0,10.0,True,feature output changed,
bag8,APSFailure,joint_pca_5,M3_joint_pca,3,170.0,175.0,5.0,True,feature output changed,
bag8,APSFailure,joint_pca_var90,M3_joint_pca,3,170.0,234.0,64.0,True,feature output changed,
bag8,APSFailure,joint_pca_var95,M3_joint_pca,3,170.0,252.0,82.0,True,feature output changed,
bag8,APSFailure,joint_scaling,M5_joint_scaling,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,joint_tsne_2d_p30,M3b_joint_tsne,3,170.0,172.0,2.0,True,feature output changed,
bag8,APSFailure,joint_tsne_2d_p50,M3b_joint_tsne,3,170.0,172.0,2.0,True,feature output changed,
bag8,APSFailure,joint_tsne_3d_p30,M3b_joint_tsne,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,label_prop_k10_a05,M8_label_propagation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,label_prop_k15_a05,M8_label_propagation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,label_prop_k15_a08,M8_label_propagation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,label_prop_v3_adaptive,M8_label_propagation,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,label_prop_v3_t005_k10,M8_label_propagation,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,label_prop_v3_t005_k15,M8_label_propagation,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,label_prop_v3_t01_k15,M8_label_propagation,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,label_prop_weighted_adaptive_a05,M8_label_propagation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,label_prop_weighted_k10_a05,M8_label_propagation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,label_prop_weighted_k15_a05,M8_label_propagation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,label_prop_weighted_k15_a08,M8_label_propagation,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,leaf_density_conf,M18_leaf_density,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,leaf_density_conf_cumshift,M18_leaf_density,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,leaf_density_conf_deep,M18_leaf_density,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,leaf_density_conf_shallow,M18_leaf_density,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,leaf_density_embed_k10,M18_leaf_density,3,170.0,172.0,2.0,True,feature output changed,
bag8,APSFailure,leaf_density_embed_k10_cumshift,M18_leaf_density,2,170.0,172.0,2.0,True,feature output changed,
bag8,APSFailure,leaf_density_embed_k20,M18_leaf_density,1,170.0,172.0,2.0,True,feature output changed,
bag8,APSFailure,leaf_density_embed_k5,M18_leaf_density,3,170.0,172.0,2.0,True,feature output changed,
bag8,APSFailure,nearest_test_k10_both,M16_nearest_test_distance,3,170.0,174.0,4.0,True,feature output changed,
bag8,APSFailure,nearest_test_k10_cumshift_both,M16_nearest_test_distance,3,170.0,174.0,4.0,True,feature output changed,
bag8,APSFailure,nearest_test_k10_filter_both,M16_nearest_test_distance,3,170.0,174.0,4.0,True,feature output changed,
bag8,APSFailure,nearest_test_k5_both,M16_nearest_test_distance,3,170.0,174.0,4.0,True,feature output changed,
bag8,APSFailure,nearest_test_rel_k10_both,M16_nearest_test_distance,3,170.0,174.0,4.0,True,feature output changed,
bag8,APSFailure,nearest_test_rel_k10_cumshift_both,M16_nearest_test_distance,3,170.0,174.0,4.0,True,feature output changed,
bag8,APSFailure,nearest_test_rel_k5_both,M16_nearest_test_distance,3,170.0,174.0,4.0,True,feature output changed,
bag8,APSFailure,neighbor_consensus_k10_dist,M19_neighborhood_consensus,3,170.0,175.0,5.0,True,feature output changed,
bag8,APSFailure,neighbor_consensus_k10_dist_cumshift,M19_neighborhood_consensus,3,170.0,175.0,5.0,True,feature output changed,
bag8,APSFailure,neighbor_consensus_k10_uniform,M19_neighborhood_consensus,3,170.0,175.0,5.0,True,feature output changed,
bag8,APSFailure,neighbor_consensus_k20_dist,M19_neighborhood_consensus,3,170.0,175.0,5.0,True,feature output changed,
bag8,APSFailure,neighbor_consensus_k5_dist,M19_neighborhood_consensus,3,170.0,175.0,5.0,True,feature output changed,
bag8,APSFailure,neighbor_consensus_k5_dist_cumshift,M19_neighborhood_consensus,3,170.0,175.0,5.0,True,feature output changed,
bag8,APSFailure,ot_disp_v2_selective,M9_optimal_transport,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,ot_disp_v2_selective_abs,M9_optimal_transport,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,ot_disp_v2_selective_and_summary,M9_optimal_transport,3,170.0,174.0,4.0,True,feature output changed,
bag8,APSFailure,ot_disp_v2_selective_and_summary_abs,M9_optimal_transport,3,170.0,174.0,4.0,True,feature output changed,
bag8,APSFailure,ot_disp_v2_selective_and_summary_top10,M9_optimal_transport,3,170.0,174.0,4.0,True,feature output changed,
bag8,APSFailure,ot_disp_v2_selective_top10,M9_optimal_transport,3,170.0,171.0,1.0,True,feature output changed,
bag8,APSFailure,ot_disp_v2_summary_only,M9_optimal_transport,3,170.0,173.0,3.0,True,feature output changed,
bag8,APSFailure,ot_displacement_mag,M9_optimal_transport,3,170.0,341.0,171.0,True,feature output changed,
bag8,APSFailure,ot_displacement_no_mag,M9_optimal_transport,3,170.0,340.0,170.0,True,feature output changed,
bag8,APSFailure,pseudo_label_lgbm_conf80_iter5,M7_pseudo_labeling,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,pseudo_label_lgbm_conf90_iter1,M7_pseudo_labeling,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,pseudo_label_lgbm_conf90_iter3,M7_pseudo_labeling,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,pseudo_label_lgbm_conf95_iter3,M7_pseudo_labeling,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_labeling,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_labeling,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,pseudo_label_v2_cal_iso_wprop_conf90,M7_pseudo_labeling,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,pseudo_label_v2_cal_iso_wquad_conf90,M7_pseudo_labeling,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,pseudo_label_v2_cal_platt_wprop_conf90,M7_pseudo_labeling,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,target_enc_absolute,M4_target_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,target_enc_diff,M4_target_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,target_enc_inv_ratio,M4_target_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,target_enc_oof_absolute,M4_target_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,target_enc_oof_diff,M4_target_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,target_enc_oof_inv_ratio,M4_target_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,target_enc_oof_ratio,M4_target_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,target_enc_oof_ratio_cap5,M4_target_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,target_enc_ratio,M4_target_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,target_enc_ratio__sel_combined_intersection,M4_target_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,target_enc_ratio__sel_combined_union,M4_target_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,target_enc_ratio_cap5,M4_target_encoding,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,targeted_groupby_top3,M14_groupby_aggregation,3,170.0,200.0,30.0,True,feature output changed,
bag8,APSFailure,targeted_groupby_top3_shifted_agg,M14_groupby_aggregation,3,170.0,200.0,30.0,True,feature output changed,
bag8,APSFailure,targeted_groupby_top5,M14_groupby_aggregation,3,170.0,200.0,30.0,True,feature output changed,
bag8,APSFailure,targeted_groupby_top5_shifted_agg,M14_groupby_aggregation,3,170.0,200.0,30.0,True,feature output changed,
bag8,APSFailure,tdda_k10_lam07_aug1,M17_test_directed_augmentation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,tdda_k5_lam06_aug1,M17_test_directed_augmentation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,tdda_k5_lam07_aug1,M17_test_directed_augmentation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,tdda_k5_lam07_aug1_cumshift,M17_test_directed_augmentation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,tdda_k5_lam07_aug2,M17_test_directed_augmentation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,tdda_k5_lam08_aug1,M17_test_directed_augmentation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,tdda_v2_k10_lam07_pfl_dw,M17_test_directed_augmentation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,tdda_v2_k5_lam06_pfl_dw,M17_test_directed_augmentation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,tdda_v2_k5_lam07_nopfl_dw,M17_test_directed_augmentation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,tdda_v2_k5_lam07_pfl_dw,M17_test_directed_augmentation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,tdda_v2_k5_lam07_pfl_dw_cumshift,M17_test_directed_augmentation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,APSFailure,tdda_v2_k5_lam07_pfl_nodw,M17_test_directed_augmentation,3,170.0,170.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",
bag8,Amazon_employee_access,adversarial_lgbm_both_ratio,M6_adversarial_validation,3,9.0,10.0,1.0,True,feature output changed,-1.431181967299222
bag8,Amazon_employee_access,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial_validation,3,9.0,10.0,1.0,True,feature output changed,-1.516965582075242
bag8,Amazon_employee_access,adversarial_lgbm_cal_iso_feature,M6_adversarial_validation,3,9.0,10.0,1.0,True,feature output changed,-1.859052649695476
bag8,Amazon_employee_access,adversarial_lgbm_cal_platt_feature,M6_adversarial_validation,3,9.0,10.0,1.0,True,feature output changed,-2.330545326709514
bag8,Amazon_employee_access,adversarial_lgbm_feature,M6_adversarial_validation,3,9.0,10.0,1.0,True,feature output changed,-1.9646384207205632
bag8,Amazon_employee_access,adversarial_logreg_feature,M6_adversarial_validation,3,9.0,10.0,1.0,True,feature output changed,-1.4733208395361794
bag8,Amazon_employee_access,adversarial_reweight_lgbm_cal_iso_ratio_hard,M6_adversarial_validation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-0.4063949853144206
bag8,Amazon_employee_access,adversarial_reweight_lgbm_cal_iso_ratio_hard_tempered,M6_adversarial_validation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-0.4471723647973056
bag8,Amazon_employee_access,adversarial_reweight_lgbm_cal_iso_ratio_winsorize,M6_adversarial_validation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",-0.0477713375690036
bag8,Amazon_employee_access,adversarial_reweight_lgbm_ratio_hard,M6_adversarial_validation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.6461422052583332
bag8,Amazon_employee_access,adversarial_reweight_lgbm_ratio_hard_tempered,M6_adversarial_validation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.1503897728076725
bag8,Amazon_employee_access,adversarial_reweight_lgbm_ratio_normalize,M6_adversarial_validation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.5886850335532079
bag8,Amazon_employee_access,adversarial_reweight_lgbm_ratio_winsorize,M6_adversarial_validation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.7179204374547551
bag8,Amazon_employee_access,adversarial_reweight_lgbm_ratio_winsorize_tempered,M6_adversarial_validation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.2485387818087391
bag8,Amazon_employee_access,adversarial_reweight_lgbm_raw_hard,M6_adversarial_validation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.7840326583485415
bag8,Amazon_employee_access,adversarial_rf_feature,M6_adversarial_validation,3,9.0,10.0,1.0,True,feature output changed,-1.7094980994649938
bag8,Amazon_employee_access,cluster_membership_k10_both,M20_cluster_membership,3,9.0,12.0,3.0,True,feature output changed,0.1752159224857942
bag8,Amazon_employee_access,cluster_membership_k10_both_cumshift,M20_cluster_membership,3,9.0,12.0,3.0,True,feature output changed,0.3977961109412686
bag8,Amazon_employee_access,cluster_membership_k10_feature,M20_cluster_membership,3,9.0,12.0,3.0,True,feature output changed,0.0922516670967774
bag8,Amazon_employee_access,cluster_membership_k10_feature_cumshift,M20_cluster_membership,3,9.0,12.0,3.0,True,feature output changed,-0.2866141844609038
bag8,Amazon_employee_access,cluster_membership_k10_weight,M20_cluster_membership,3,9.0,10.0,1.0,True,feature output changed,-0.640501671567726
bag8,Amazon_employee_access,cluster_membership_k15_both,M20_cluster_membership,3,9.0,12.0,3.0,True,feature output changed,-0.7182744185390519
bag8,Amazon_employee_access,cluster_membership_k5_both,M20_cluster_membership,3,9.0,12.0,3.0,True,feature output changed,-0.1323301392685146
bag8,Amazon_employee_access,cluster_membership_k5_feature,M20_cluster_membership,3,9.0,12.0,3.0,True,feature output changed,0.2009534361170439
bag8,Amazon_employee_access,freq_ratio_log,M2_frequency_ratio,3,9.0,18.0,9.0,True,feature output changed,4.193768675543036
bag8,Amazon_employee_access,freq_ratio_log__sel_combined_intersection,M2_frequency_ratio,3,9.0,13.0,4.0,True,feature output changed,4.54484957279464
bag8,Amazon_employee_access,freq_ratio_log__sel_combined_union,M2_frequency_ratio,3,9.0,13.0,4.0,True,feature output changed,4.252727474306433
bag8,Amazon_employee_access,freq_ratio_v2_both_gated,M2_frequency_ratio,3,9.0,27.0,18.0,True,feature output changed,0.0
bag8,Amazon_employee_access,freq_ratio_v2_diff_gated,M2_frequency_ratio,3,9.0,18.0,9.0,True,feature output changed,0.0
bag8,Amazon_employee_access,freq_ratio_v2_ratio_gated,M2_frequency_ratio,3,9.0,18.0,9.0,True,feature output changed,0.0
bag8,Amazon_employee_access,freq_ratio_v2_ratio_ungated,M2_frequency_ratio,3,9.0,18.0,9.0,True,feature output changed,3.9584679973637327
bag8,Amazon_employee_access,groupby_shift_cohen_d,M14b_groupby_shift_features,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,groupby_shift_cohen_d__sel_combined_intersection,M14b_groupby_shift_features,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,groupby_shift_cohen_d__sel_combined_union,M14b_groupby_shift_features,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,groupby_shift_cohen_d_min10,M14b_groupby_shift_features,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,groupby_shift_ratio_log,M14b_groupby_shift_features,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,groupby_shift_ratio_raw,M14b_groupby_shift_features,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,joint_freq_combined,M1_frequency_encoding,3,9.0,18.0,9.0,True,feature output changed,5.8609757603566095
bag8,Amazon_employee_access,joint_freq_combined__sel_combined_intersection,M1_frequency_encoding,3,9.0,13.0,4.0,True,feature output changed,5.448907674921139
bag8,Amazon_employee_access,joint_freq_combined__sel_combined_union,M1_frequency_encoding,3,9.0,13.0,4.0,True,feature output changed,6.130685462131806
bag8,Amazon_employee_access,joint_freq_separate,M1_frequency_encoding,3,9.0,27.0,18.0,True,feature output changed,7.565746215648774
bag8,Amazon_employee_access,joint_freq_separate__sel_combined_intersection,M1_frequency_encoding,3,9.0,17.0,8.0,True,feature output changed,6.861174034732215
bag8,Amazon_employee_access,joint_freq_separate__sel_combined_union,M1_frequency_encoding,3,9.0,17.0,8.0,True,feature output changed,7.368616100153326
bag8,Amazon_employee_access,joint_groupby_combined,M14_groupby_aggregation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,joint_groupby_combined__sel_combined_intersection,M14_groupby_aggregation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,joint_groupby_combined__sel_combined_union,M14_groupby_aggregation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,joint_groupby_mean_only,M14_groupby_aggregation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,joint_groupby_separate,M14_groupby_aggregation,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,joint_pca_10,M3_joint_pca,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,joint_pca_5,M3_joint_pca,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,joint_pca_var90,M3_joint_pca,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,joint_pca_var95,M3_joint_pca,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,joint_scaling,M5_joint_scaling,3,9.0,9.0,0.0,False,"feature count alone does not show whether weights, rows or feature values changed",0.0
bag8,Amazon_employee_access,joint_tsne_2d_p30,M3b_joint_tsne,3,9.0,11.0,2.0,True,feature output changed,0.4791163919365183
bag8,Amazon_employee_access,joint_tsne_2d_p50,M3b_joint_tsne,3,9.0,11.0,2.0,True,feature output changed,1.1513955356118082
bag8,Amazon_employee_access,joint_tsne_3d_p30,M3b_joint_tsne,3,9.0,12.0,3.0,True,feature output changed,1.56505616972355
bag8,Amazon_employee_access,label_prop_k10_a05,M8_label_propagation,3,9.0,10.0,1.0,True,feature output changed,-0.0154160793229551
bag8,Amazon_employee_access,label_prop_k15_a05,M8_label_propagation,3,9.0,10.0,1.0,True,feature output changed,-0.9209312105165856
bag8,Amazon_employee_access,label_prop_k15_a08,M8_label_propagation,3,9.0,10.0,1.0,True,feature output changed,-0.7934357987015478
bag8,Amazon_employee_access,label_prop_v3_adaptive,M8_label_propagation,3,9.0,12.0,3.0,True,feature output changed,-1.2308393439306444
bag8,Amazon_employee_access,label_prop_v3_t005_k10,M8_label_propagation,3,9.0,12.0,3.0,True,feature output changed,0.0075854677380118
bag8,Amazon_employee_access,label_prop_v3_t005_k15,M8_label_propagation,3,9.0,12.0,3.0,True,feature output changed,-0.0870098381062452
bag8,Amazon_employee_access,label_prop_v3_t01_k15,M8_label_propagation,3,9.0,12.0,3.0,True,feature output changed,-0.0870098381062452
bag8,Amazon_employee_access,label_prop_weighted_adaptive_a05,M8_label_propagation,3,9.0,10.0,1.0,True,feature output changed,-1.2861194547367445
