model,dataset,method_key,conceptual_family,n_folds,positive_folds,zero_folds,negative_folds,fold_pattern,mean_fold_percentage_effect_pct,dataset_effect_from_mean_errors_pct
bag8,APSFailure,adversarial_lgbm_both_ratio,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_lgbm_cal_iso_feature,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_lgbm_cal_platt_feature,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_lgbm_feature,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_logreg_feature,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_reweight_lgbm_cal_iso_ratio_hard,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_reweight_lgbm_cal_iso_ratio_hard_tempered,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_reweight_lgbm_cal_iso_ratio_winsorize,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_reweight_lgbm_ratio_hard,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_reweight_lgbm_ratio_hard_tempered,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_reweight_lgbm_ratio_normalize,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_reweight_lgbm_ratio_winsorize,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_reweight_lgbm_ratio_winsorize_tempered,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_reweight_lgbm_raw_hard,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,adversarial_rf_feature,M6_adversarial_validation,0,0,0,0,mixed,,
bag8,APSFailure,cluster_membership_k10_both,M20_cluster_membership,0,0,0,0,mixed,,
bag8,APSFailure,cluster_membership_k10_both_cumshift,M20_cluster_membership,0,0,0,0,mixed,,
bag8,APSFailure,cluster_membership_k10_feature,M20_cluster_membership,0,0,0,0,mixed,,
bag8,APSFailure,cluster_membership_k10_feature_cumshift,M20_cluster_membership,0,0,0,0,mixed,,
bag8,APSFailure,cluster_membership_k10_weight,M20_cluster_membership,0,0,0,0,mixed,,
bag8,APSFailure,cluster_membership_k15_both,M20_cluster_membership,0,0,0,0,mixed,,
bag8,APSFailure,cluster_membership_k5_both,M20_cluster_membership,0,0,0,0,mixed,,
bag8,APSFailure,cluster_membership_k5_feature,M20_cluster_membership,0,0,0,0,mixed,,
bag8,APSFailure,freq_ratio_log,M2_frequency_ratio,0,0,0,0,mixed,,
bag8,APSFailure,freq_ratio_log__sel_combined_intersection,M2_frequency_ratio,0,0,0,0,mixed,,
bag8,APSFailure,freq_ratio_log__sel_combined_union,M2_frequency_ratio,0,0,0,0,mixed,,
bag8,APSFailure,freq_ratio_v2_both_gated,M2_frequency_ratio,0,0,0,0,mixed,,
bag8,APSFailure,freq_ratio_v2_diff_gated,M2_frequency_ratio,0,0,0,0,mixed,,
bag8,APSFailure,freq_ratio_v2_ratio_gated,M2_frequency_ratio,0,0,0,0,mixed,,
bag8,APSFailure,freq_ratio_v2_ratio_ungated,M2_frequency_ratio,0,0,0,0,mixed,,
bag8,APSFailure,groupby_shift_cohen_d,M14b_groupby_shift_features,0,0,0,0,mixed,,
bag8,APSFailure,groupby_shift_cohen_d__sel_combined_intersection,M14b_groupby_shift_features,0,0,0,0,mixed,,
bag8,APSFailure,groupby_shift_cohen_d__sel_combined_union,M14b_groupby_shift_features,0,0,0,0,mixed,,
bag8,APSFailure,groupby_shift_cohen_d_min10,M14b_groupby_shift_features,0,0,0,0,mixed,,
bag8,APSFailure,groupby_shift_ratio_log,M14b_groupby_shift_features,0,0,0,0,mixed,,
bag8,APSFailure,groupby_shift_ratio_raw,M14b_groupby_shift_features,0,0,0,0,mixed,,
bag8,APSFailure,joint_freq_combined,M1_frequency_encoding,0,0,0,0,mixed,,
bag8,APSFailure,joint_freq_combined__sel_combined_intersection,M1_frequency_encoding,0,0,0,0,mixed,,
bag8,APSFailure,joint_freq_combined__sel_combined_union,M1_frequency_encoding,0,0,0,0,mixed,,
bag8,APSFailure,joint_freq_separate,M1_frequency_encoding,0,0,0,0,mixed,,
bag8,APSFailure,joint_freq_separate__sel_combined_intersection,M1_frequency_encoding,0,0,0,0,mixed,,
bag8,APSFailure,joint_freq_separate__sel_combined_union,M1_frequency_encoding,0,0,0,0,mixed,,
bag8,APSFailure,joint_groupby_combined,M14_groupby_aggregation,0,0,0,0,mixed,,
bag8,APSFailure,joint_groupby_combined__sel_combined_intersection,M14_groupby_aggregation,0,0,0,0,mixed,,
bag8,APSFailure,joint_groupby_combined__sel_combined_union,M14_groupby_aggregation,0,0,0,0,mixed,,
bag8,APSFailure,joint_groupby_mean_only,M14_groupby_aggregation,0,0,0,0,mixed,,
bag8,APSFailure,joint_groupby_separate,M14_groupby_aggregation,0,0,0,0,mixed,,
bag8,APSFailure,joint_pca_10,M3_joint_pca,0,0,0,0,mixed,,
bag8,APSFailure,joint_pca_5,M3_joint_pca,0,0,0,0,mixed,,
bag8,APSFailure,joint_pca_var90,M3_joint_pca,0,0,0,0,mixed,,
bag8,APSFailure,joint_pca_var95,M3_joint_pca,0,0,0,0,mixed,,
bag8,APSFailure,joint_scaling,M5_joint_scaling,0,0,0,0,mixed,,
bag8,APSFailure,joint_tsne_2d_p30,M3b_joint_tsne,0,0,0,0,mixed,,
bag8,APSFailure,joint_tsne_2d_p50,M3b_joint_tsne,0,0,0,0,mixed,,
bag8,APSFailure,joint_tsne_3d_p30,M3b_joint_tsne,0,0,0,0,mixed,,
bag8,APSFailure,label_prop_k10_a05,M8_label_propagation,0,0,0,0,mixed,,
bag8,APSFailure,label_prop_k15_a05,M8_label_propagation,0,0,0,0,mixed,,
bag8,APSFailure,label_prop_k15_a08,M8_label_propagation,0,0,0,0,mixed,,
bag8,APSFailure,label_prop_v3_adaptive,M8_label_propagation,0,0,0,0,mixed,,
bag8,APSFailure,label_prop_v3_t005_k10,M8_label_propagation,0,0,0,0,mixed,,
bag8,APSFailure,label_prop_v3_t005_k15,M8_label_propagation,0,0,0,0,mixed,,
bag8,APSFailure,label_prop_v3_t01_k15,M8_label_propagation,0,0,0,0,mixed,,
bag8,APSFailure,label_prop_weighted_adaptive_a05,M8_label_propagation,0,0,0,0,mixed,,
bag8,APSFailure,label_prop_weighted_k10_a05,M8_label_propagation,0,0,0,0,mixed,,
bag8,APSFailure,label_prop_weighted_k15_a05,M8_label_propagation,0,0,0,0,mixed,,
bag8,APSFailure,label_prop_weighted_k15_a08,M8_label_propagation,0,0,0,0,mixed,,
bag8,APSFailure,leaf_density_conf,M18_leaf_density,0,0,0,0,mixed,,
bag8,APSFailure,leaf_density_conf_cumshift,M18_leaf_density,0,0,0,0,mixed,,
bag8,APSFailure,leaf_density_conf_deep,M18_leaf_density,0,0,0,0,mixed,,
bag8,APSFailure,leaf_density_conf_shallow,M18_leaf_density,0,0,0,0,mixed,,
bag8,APSFailure,leaf_density_embed_k10,M18_leaf_density,0,0,0,0,mixed,,
bag8,APSFailure,leaf_density_embed_k10_cumshift,M18_leaf_density,0,0,0,0,mixed,,
bag8,APSFailure,leaf_density_embed_k5,M18_leaf_density,0,0,0,0,mixed,,
bag8,APSFailure,nearest_test_k10_both,M16_nearest_test_distance,0,0,0,0,mixed,,
bag8,APSFailure,nearest_test_k10_cumshift_both,M16_nearest_test_distance,0,0,0,0,mixed,,
bag8,APSFailure,nearest_test_k10_filter_both,M16_nearest_test_distance,0,0,0,0,mixed,,
bag8,APSFailure,nearest_test_k5_both,M16_nearest_test_distance,0,0,0,0,mixed,,
bag8,APSFailure,nearest_test_rel_k10_both,M16_nearest_test_distance,0,0,0,0,mixed,,
bag8,APSFailure,nearest_test_rel_k10_cumshift_both,M16_nearest_test_distance,0,0,0,0,mixed,,
bag8,APSFailure,nearest_test_rel_k5_both,M16_nearest_test_distance,0,0,0,0,mixed,,
bag8,APSFailure,neighbor_consensus_k10_dist,M19_neighborhood_consensus,0,0,0,0,mixed,,
bag8,APSFailure,neighbor_consensus_k10_dist_cumshift,M19_neighborhood_consensus,0,0,0,0,mixed,,
bag8,APSFailure,neighbor_consensus_k10_uniform,M19_neighborhood_consensus,0,0,0,0,mixed,,
bag8,APSFailure,neighbor_consensus_k20_dist,M19_neighborhood_consensus,0,0,0,0,mixed,,
bag8,APSFailure,neighbor_consensus_k5_dist,M19_neighborhood_consensus,0,0,0,0,mixed,,
bag8,APSFailure,neighbor_consensus_k5_dist_cumshift,M19_neighborhood_consensus,0,0,0,0,mixed,,
bag8,APSFailure,ot_disp_v2_selective,M9_optimal_transport,0,0,0,0,mixed,,
bag8,APSFailure,ot_disp_v2_selective_abs,M9_optimal_transport,0,0,0,0,mixed,,
bag8,APSFailure,ot_disp_v2_selective_and_summary,M9_optimal_transport,0,0,0,0,mixed,,
bag8,APSFailure,ot_disp_v2_selective_and_summary_abs,M9_optimal_transport,0,0,0,0,mixed,,
bag8,APSFailure,ot_disp_v2_selective_and_summary_top10,M9_optimal_transport,0,0,0,0,mixed,,
bag8,APSFailure,ot_disp_v2_selective_top10,M9_optimal_transport,0,0,0,0,mixed,,
bag8,APSFailure,ot_disp_v2_summary_only,M9_optimal_transport,0,0,0,0,mixed,,
bag8,APSFailure,ot_displacement_mag,M9_optimal_transport,0,0,0,0,mixed,,
bag8,APSFailure,ot_displacement_no_mag,M9_optimal_transport,0,0,0,0,mixed,,
bag8,APSFailure,pseudo_label_lgbm_conf80_iter5,M7_pseudo_labeling,0,0,0,0,mixed,,
bag8,APSFailure,pseudo_label_lgbm_conf90_iter1,M7_pseudo_labeling,0,0,0,0,mixed,,
bag8,APSFailure,pseudo_label_lgbm_conf90_iter3,M7_pseudo_labeling,0,0,0,0,mixed,,
bag8,APSFailure,pseudo_label_lgbm_conf95_iter3,M7_pseudo_labeling,0,0,0,0,mixed,,
bag8,APSFailure,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_labeling,0,0,0,0,mixed,,
bag8,APSFailure,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_labeling,0,0,0,0,mixed,,
bag8,APSFailure,pseudo_label_v2_cal_iso_wprop_conf90,M7_pseudo_labeling,0,0,0,0,mixed,,
bag8,APSFailure,pseudo_label_v2_cal_iso_wquad_conf90,M7_pseudo_labeling,0,0,0,0,mixed,,
bag8,APSFailure,pseudo_label_v2_cal_platt_wprop_conf90,M7_pseudo_labeling,0,0,0,0,mixed,,
bag8,APSFailure,target_enc_absolute,M4_target_encoding,0,0,0,0,mixed,,
bag8,APSFailure,target_enc_diff,M4_target_encoding,0,0,0,0,mixed,,
bag8,APSFailure,target_enc_inv_ratio,M4_target_encoding,0,0,0,0,mixed,,
bag8,APSFailure,target_enc_oof_absolute,M4_target_encoding,0,0,0,0,mixed,,
bag8,APSFailure,target_enc_oof_diff,M4_target_encoding,0,0,0,0,mixed,,
bag8,APSFailure,target_enc_oof_inv_ratio,M4_target_encoding,0,0,0,0,mixed,,
bag8,APSFailure,target_enc_oof_ratio,M4_target_encoding,0,0,0,0,mixed,,
bag8,APSFailure,target_enc_oof_ratio_cap5,M4_target_encoding,0,0,0,0,mixed,,
bag8,APSFailure,target_enc_ratio,M4_target_encoding,0,0,0,0,mixed,,
bag8,APSFailure,target_enc_ratio__sel_combined_intersection,M4_target_encoding,0,0,0,0,mixed,,
bag8,APSFailure,target_enc_ratio__sel_combined_union,M4_target_encoding,0,0,0,0,mixed,,
bag8,APSFailure,target_enc_ratio_cap5,M4_target_encoding,0,0,0,0,mixed,,
bag8,APSFailure,targeted_groupby_top3,M14_groupby_aggregation,0,0,0,0,mixed,,
bag8,APSFailure,targeted_groupby_top3_shifted_agg,M14_groupby_aggregation,0,0,0,0,mixed,,
bag8,APSFailure,targeted_groupby_top5,M14_groupby_aggregation,0,0,0,0,mixed,,
bag8,APSFailure,targeted_groupby_top5_shifted_agg,M14_groupby_aggregation,0,0,0,0,mixed,,
bag8,APSFailure,tdda_k10_lam07_aug1,M17_test_directed_augmentation,0,0,0,0,mixed,,
bag8,APSFailure,tdda_k5_lam06_aug1,M17_test_directed_augmentation,0,0,0,0,mixed,,
bag8,APSFailure,tdda_k5_lam07_aug1,M17_test_directed_augmentation,0,0,0,0,mixed,,
bag8,APSFailure,tdda_k5_lam07_aug1_cumshift,M17_test_directed_augmentation,0,0,0,0,mixed,,
bag8,APSFailure,tdda_k5_lam07_aug2,M17_test_directed_augmentation,0,0,0,0,mixed,,
bag8,APSFailure,tdda_k5_lam08_aug1,M17_test_directed_augmentation,0,0,0,0,mixed,,
bag8,APSFailure,tdda_v2_k10_lam07_pfl_dw,M17_test_directed_augmentation,0,0,0,0,mixed,,
bag8,APSFailure,tdda_v2_k5_lam06_pfl_dw,M17_test_directed_augmentation,0,0,0,0,mixed,,
bag8,APSFailure,tdda_v2_k5_lam07_nopfl_dw,M17_test_directed_augmentation,0,0,0,0,mixed,,
bag8,APSFailure,tdda_v2_k5_lam07_pfl_dw,M17_test_directed_augmentation,0,0,0,0,mixed,,
bag8,APSFailure,tdda_v2_k5_lam07_pfl_dw_cumshift,M17_test_directed_augmentation,0,0,0,0,mixed,,
bag8,APSFailure,tdda_v2_k5_lam07_pfl_nodw,M17_test_directed_augmentation,0,0,0,0,mixed,,
bag8,Amazon_employee_access,adversarial_lgbm_both_ratio,M6_adversarial_validation,3,0,0,3,all_negative,-1.4306849824137549,-1.431181967299222
bag8,Amazon_employee_access,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial_validation,3,0,0,3,all_negative,-1.4961892130217775,-1.516965582075242
bag8,Amazon_employee_access,adversarial_lgbm_cal_iso_feature,M6_adversarial_validation,3,0,0,3,all_negative,-1.8337865619238476,-1.859052649695476
bag8,Amazon_employee_access,adversarial_lgbm_cal_platt_feature,M6_adversarial_validation,3,0,0,3,all_negative,-2.3300770954021757,-2.330545326709514
bag8,Amazon_employee_access,adversarial_lgbm_feature,M6_adversarial_validation,3,0,0,3,all_negative,-1.9578557888501074,-1.9646384207205632
bag8,Amazon_employee_access,adversarial_logreg_feature,M6_adversarial_validation,3,0,0,3,all_negative,-1.4767480115557596,-1.4733208395361794
bag8,Amazon_employee_access,adversarial_reweight_lgbm_cal_iso_ratio_hard,M6_adversarial_validation,3,0,0,3,all_negative,-0.3938055352499144,-0.4063949853144206
bag8,Amazon_employee_access,adversarial_reweight_lgbm_cal_iso_ratio_hard_tempered,M6_adversarial_validation,3,1,0,2,mixed,-0.4609327395089952,-0.4471723647973056
bag8,Amazon_employee_access,adversarial_reweight_lgbm_cal_iso_ratio_winsorize,M6_adversarial_validation,3,1,0,2,mixed,-0.052934914693114975,-0.0477713375690036
bag8,Amazon_employee_access,adversarial_reweight_lgbm_ratio_hard,M6_adversarial_validation,3,3,0,0,all_positive,0.6375233064191607,0.6461422052583332
bag8,Amazon_employee_access,adversarial_reweight_lgbm_ratio_hard_tempered,M6_adversarial_validation,3,1,0,2,mixed,0.14459000196706415,0.1503897728076725
bag8,Amazon_employee_access,adversarial_reweight_lgbm_ratio_normalize,M6_adversarial_validation,3,2,0,1,mixed,0.576698287818698,0.5886850335532079
bag8,Amazon_employee_access,adversarial_reweight_lgbm_ratio_winsorize,M6_adversarial_validation,3,3,0,0,all_positive,0.7247510783513119,0.7179204374547551
bag8,Amazon_employee_access,adversarial_reweight_lgbm_ratio_winsorize_tempered,M6_adversarial_validation,3,2,0,1,mixed,0.26279227718415343,0.2485387818087391
bag8,Amazon_employee_access,adversarial_reweight_lgbm_raw_hard,M6_adversarial_validation,3,2,0,1,mixed,0.760388475330834,0.7840326583485415
bag8,Amazon_employee_access,adversarial_rf_feature,M6_adversarial_validation,3,0,0,3,all_negative,-1.71511575555527,-1.7094980994649938
bag8,Amazon_employee_access,cluster_membership_k10_both,M20_cluster_membership,3,2,0,1,mixed,0.16297662349278189,0.1752159224857942
bag8,Amazon_employee_access,cluster_membership_k10_both_cumshift,M20_cluster_membership,3,2,0,1,mixed,0.3793577305819575,0.3977961109412686
bag8,Amazon_employee_access,cluster_membership_k10_feature,M20_cluster_membership,3,2,0,1,mixed,0.08587022532543313,0.0922516670967774
bag8,Amazon_employee_access,cluster_membership_k10_feature_cumshift,M20_cluster_membership,3,1,0,2,mixed,-0.28126544733300324,-0.2866141844609038
bag8,Amazon_employee_access,cluster_membership_k10_weight,M20_cluster_membership,3,0,0,3,all_negative,-0.6491357839222999,-0.640501671567726
bag8,Amazon_employee_access,cluster_membership_k15_both,M20_cluster_membership,3,1,0,2,mixed,-0.7573816011829204,-0.7182744185390519
bag8,Amazon_employee_access,cluster_membership_k5_both,M20_cluster_membership,3,1,0,2,mixed,-0.14052019634906,-0.1323301392685146
bag8,Amazon_employee_access,cluster_membership_k5_feature,M20_cluster_membership,3,2,0,1,mixed,0.1653295969125135,0.2009534361170439
bag8,Amazon_employee_access,freq_ratio_log,M2_frequency_ratio,3,3,0,0,all_positive,4.209602757270306,4.193768675543036
bag8,Amazon_employee_access,freq_ratio_log__sel_combined_intersection,M2_frequency_ratio,3,3,0,0,all_positive,4.560972286041117,4.54484957279464
bag8,Amazon_employee_access,freq_ratio_log__sel_combined_union,M2_frequency_ratio,3,3,0,0,all_positive,4.283424256180464,4.252727474306433
bag8,Amazon_employee_access,freq_ratio_v2_both_gated,M2_frequency_ratio,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,freq_ratio_v2_diff_gated,M2_frequency_ratio,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,freq_ratio_v2_ratio_gated,M2_frequency_ratio,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,freq_ratio_v2_ratio_ungated,M2_frequency_ratio,3,3,0,0,all_positive,4.004595476434093,3.9584679973637327
bag8,Amazon_employee_access,groupby_shift_cohen_d,M14b_groupby_shift_features,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,groupby_shift_cohen_d__sel_combined_intersection,M14b_groupby_shift_features,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,groupby_shift_cohen_d__sel_combined_union,M14b_groupby_shift_features,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,groupby_shift_cohen_d_min10,M14b_groupby_shift_features,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,groupby_shift_ratio_log,M14b_groupby_shift_features,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,groupby_shift_ratio_raw,M14b_groupby_shift_features,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,joint_freq_combined,M1_frequency_encoding,3,3,0,0,all_positive,5.866828123052893,5.8609757603566095
bag8,Amazon_employee_access,joint_freq_combined__sel_combined_intersection,M1_frequency_encoding,3,3,0,0,all_positive,5.443936356439835,5.448907674921139
bag8,Amazon_employee_access,joint_freq_combined__sel_combined_union,M1_frequency_encoding,3,3,0,0,all_positive,6.091700023147557,6.130685462131806
bag8,Amazon_employee_access,joint_freq_separate,M1_frequency_encoding,3,3,0,0,all_positive,7.564213841138066,7.565746215648774
bag8,Amazon_employee_access,joint_freq_separate__sel_combined_intersection,M1_frequency_encoding,3,3,0,0,all_positive,6.866942770243468,6.861174034732215
bag8,Amazon_employee_access,joint_freq_separate__sel_combined_union,M1_frequency_encoding,3,3,0,0,all_positive,7.349068382290359,7.368616100153326
bag8,Amazon_employee_access,joint_groupby_combined,M14_groupby_aggregation,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,joint_groupby_combined__sel_combined_intersection,M14_groupby_aggregation,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,joint_groupby_combined__sel_combined_union,M14_groupby_aggregation,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,joint_groupby_mean_only,M14_groupby_aggregation,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,joint_groupby_separate,M14_groupby_aggregation,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,joint_pca_10,M3_joint_pca,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,joint_pca_5,M3_joint_pca,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,joint_pca_var90,M3_joint_pca,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,joint_pca_var95,M3_joint_pca,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,joint_scaling,M5_joint_scaling,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,joint_tsne_2d_p30,M3b_joint_tsne,3,2,0,1,mixed,0.4464116192150552,0.4791163919365183
bag8,Amazon_employee_access,joint_tsne_2d_p50,M3b_joint_tsne,3,3,0,0,all_positive,1.1368912531786854,1.1513955356118082
bag8,Amazon_employee_access,joint_tsne_3d_p30,M3b_joint_tsne,3,3,0,0,all_positive,1.5467370215222864,1.56505616972355
bag8,Amazon_employee_access,label_prop_k10_a05,M8_label_propagation,3,1,0,2,mixed,-0.08534135966713324,-0.0154160793229551
bag8,Amazon_employee_access,label_prop_k15_a05,M8_label_propagation,3,0,0,3,all_negative,-0.9528297374015064,-0.9209312105165856
bag8,Amazon_employee_access,label_prop_k15_a08,M8_label_propagation,3,1,0,2,mixed,-0.8248053665166849,-0.7934357987015478
bag8,Amazon_employee_access,label_prop_v3_adaptive,M8_label_propagation,3,0,0,3,all_negative,-1.2552707948843518,-1.2308393439306444
bag8,Amazon_employee_access,label_prop_v3_t005_k10,M8_label_propagation,3,1,0,2,mixed,-0.05514775663331717,0.0075854677380118
bag8,Amazon_employee_access,label_prop_v3_t005_k15,M8_label_propagation,3,2,0,1,mixed,-0.1358561877427595,-0.0870098381062452
bag8,Amazon_employee_access,label_prop_v3_t01_k15,M8_label_propagation,3,2,0,1,mixed,-0.1358561877427595,-0.0870098381062452
bag8,Amazon_employee_access,label_prop_weighted_adaptive_a05,M8_label_propagation,3,0,0,3,all_negative,-1.2828921977290915,-1.2861194547367445
bag8,Amazon_employee_access,label_prop_weighted_k10_a05,M8_label_propagation,3,1,0,2,mixed,-0.29080148059368677,-0.1864562332392431
bag8,Amazon_employee_access,label_prop_weighted_k15_a05,M8_label_propagation,3,1,0,2,mixed,-1.1277036076592113,-1.0700689288365433
bag8,Amazon_employee_access,label_prop_weighted_k15_a08,M8_label_propagation,3,1,0,2,mixed,-0.6775057415196217,-0.6312286909354514
bag8,Amazon_employee_access,leaf_density_conf,M18_leaf_density,3,0,0,3,all_negative,-1.1279043666348614,-1.1190192877190854
bag8,Amazon_employee_access,leaf_density_conf_cumshift,M18_leaf_density,3,0,0,3,all_negative,-0.9864644470501845,-0.9833367661994656
bag8,Amazon_employee_access,leaf_density_conf_deep,M18_leaf_density,3,0,0,3,all_negative,-1.3852907796517415,-1.3682497232291535
bag8,Amazon_employee_access,leaf_density_conf_shallow,M18_leaf_density,3,1,0,2,mixed,-0.3430544324957605,-0.3201834300670006
bag8,Amazon_employee_access,leaf_density_embed_k10,M18_leaf_density,3,0,0,3,all_negative,-2.2270550697090337,-2.224406777257702
bag8,Amazon_employee_access,leaf_density_embed_k10_cumshift,M18_leaf_density,3,0,0,3,all_negative,-1.555940069824116,-1.5609962734109666
bag8,Amazon_employee_access,leaf_density_embed_k20,M18_leaf_density,3,1,0,2,mixed,-0.9573941759240004,-0.949413712445144
bag8,Amazon_employee_access,leaf_density_embed_k5,M18_leaf_density,3,0,0,3,all_negative,-2.0382922389733618,-2.045375204905916
bag8,Amazon_employee_access,nearest_test_k10_both,M16_nearest_test_distance,3,1,0,2,mixed,-3.276939007134454,-3.2495504085456792
bag8,Amazon_employee_access,nearest_test_k10_cumshift_both,M16_nearest_test_distance,3,1,0,2,mixed,-2.5459973672253304,-2.488160832506085
bag8,Amazon_employee_access,nearest_test_k10_filter_both,M16_nearest_test_distance,3,1,0,2,mixed,-3.276939007134454,-3.2495504085456792
bag8,Amazon_employee_access,nearest_test_k5_both,M16_nearest_test_distance,3,1,0,2,mixed,-2.3192501049254917,-2.285653157433398
bag8,Amazon_employee_access,nearest_test_rel_k10_both,M16_nearest_test_distance,3,1,0,2,mixed,-3.433179305310068,-3.351477392384105
bag8,Amazon_employee_access,nearest_test_rel_k10_cumshift_both,M16_nearest_test_distance,3,1,0,2,mixed,-3.4616626308945206,-3.4300360241336443
bag8,Amazon_employee_access,nearest_test_rel_k5_both,M16_nearest_test_distance,3,0,0,3,all_negative,-5.856817119720784,-5.812167355012773
bag8,Amazon_employee_access,neighbor_consensus_k10_dist,M19_neighborhood_consensus,3,0,0,3,all_negative,-3.1660398045878346,-3.108752416132494
bag8,Amazon_employee_access,neighbor_consensus_k10_dist_cumshift,M19_neighborhood_consensus,3,0,0,3,all_negative,-2.8512297776953184,-2.805406665649788
bag8,Amazon_employee_access,neighbor_consensus_k10_uniform,M19_neighborhood_consensus,3,1,0,2,mixed,-0.8481764459646856,-0.8374099932106903
bag8,Amazon_employee_access,neighbor_consensus_k20_dist,M19_neighborhood_consensus,3,0,0,3,all_negative,-3.3160753034849404,-3.2110246361771457
bag8,Amazon_employee_access,neighbor_consensus_k5_dist,M19_neighborhood_consensus,3,0,0,3,all_negative,-4.034927820769384,-3.9512010074173545
bag8,Amazon_employee_access,neighbor_consensus_k5_dist_cumshift,M19_neighborhood_consensus,3,0,0,3,all_negative,-3.5827561942551696,-3.486656710466381
bag8,Amazon_employee_access,ot_disp_v2_selective,M9_optimal_transport,3,1,0,2,mixed,-0.8209061773313238,-0.8160891590251662
bag8,Amazon_employee_access,ot_disp_v2_selective_abs,M9_optimal_transport,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,ot_disp_v2_selective_and_summary,M9_optimal_transport,3,1,0,2,mixed,-0.8209061773313238,-0.8160891590251662
bag8,Amazon_employee_access,ot_disp_v2_selective_and_summary_abs,M9_optimal_transport,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,ot_disp_v2_selective_and_summary_top10,M9_optimal_transport,3,1,0,2,mixed,-0.8209061773313238,-0.8160891590251662
bag8,Amazon_employee_access,ot_disp_v2_selective_top10,M9_optimal_transport,3,1,0,2,mixed,-0.8209061773313238,-0.8160891590251662
bag8,Amazon_employee_access,ot_disp_v2_summary_only,M9_optimal_transport,3,0,3,0,all_zero,0.0,0.0
bag8,Amazon_employee_access,ot_displacement_mag,M9_optimal_transport,3,0,0,3,all_negative,-3.671561649425959,-3.700086157622095
bag8,Amazon_employee_access,ot_displacement_no_mag,M9_optimal_transport,3,0,0,3,all_negative,-3.6560962213424397,-3.674232113672552
bag8,Amazon_employee_access,pseudo_label_lgbm_conf80_iter5,M7_pseudo_labeling,3,3,0,0,all_positive,2.032321225509218,2.0231207423542994
bag8,Amazon_employee_access,pseudo_label_lgbm_conf90_iter1,M7_pseudo_labeling,3,2,0,1,mixed,0.8575950172932699,0.8737614110624293
bag8,Amazon_employee_access,pseudo_label_lgbm_conf90_iter3,M7_pseudo_labeling,3,1,0,2,mixed,0.685653323596302,0.6815544727654825
bag8,Amazon_employee_access,pseudo_label_lgbm_conf95_iter3,M7_pseudo_labeling,3,3,0,0,all_positive,1.412811584350776,1.4212671825737768
bag8,Amazon_employee_access,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_labeling,3,3,0,0,all_positive,1.4506584826969977,1.4570434514432835
bag8,Amazon_employee_access,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_labeling,3,3,0,0,all_positive,1.1885912084008556,1.1751926548716725
